index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
107,19,0,0,0,10.000000000000004,12,10.0,19.685228946193103,0,,10.679966608417379,20,10.5,21.205097618156927,0,,33.99999999999999,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48453,50,30,1.0,1090.5568683857932,False,0.21240853254300243,15,11.726000000000003,17915,792,0,0.0,15590.701325384938,False,-0.5350161745122806,5,10.375000000000002,22194,754,0,0.0,14842.662625429599,False,-0.46439275653853473,0,0.2,84758,597,644,1.0,20032.022931318235,False,0.0681650414270802,0,20.918,-80490.88888888889,757,0,0.0,8084.734722571956,True,-1.861624794621677,0,0.2,115002,226,444,1.0,19888.352061703463,False,0.11504329151623512,11,9.715000000000002,85558,1440,0,0.0,30535.340570145974,False,-0.10021266088016606,0.375,414456,0.0,0.1,5,0,0,6,8,8.0,9,15,18,147.0,106.0,9,10,18,120,1.090594983950723,231.54951583064394
108,18,0,0,0,10.000000000000004,10,10.0,19.691291362023122,14,19.785714285714285,10.678708685645816,15,10.666666666666666,21.85381295591389,5,37.0,33.99999999999999,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48630,50,26,1.0,1011.9735754126013,False,0.2158159743580517,15,11.861000000000002,17420,803,0,0.0,15812.106963704568,False,-0.5419663703931369,0,10.370000000000001,22137,757,0,0.0,14906.307561051504,False,-0.464848104090468,0,0.2,84783,602,649,1.0,20611.707237146897,False,0.07171351823110989,0,20.918,-80490.88888888889,757,0,0.0,8083.782475033882,True,-1.8616301608476875,0,0.2,114817,221,454,1.0,20265.692663256967,False,0.11507604597410626,9,9.794000000000002,85451,1440,0,0.0,31469.490656516005,False,-0.09699928313544245,0.375,413814,0.0,0.1,7,0,0,5,6,6.0,10,15,20,144.0,119.0,8,10,20,562,1.098325395025313,232.64784122566925
109,20,0,0,0,10.000000000000004,11,10.0,19.691291362023122,0,,10.709262331094674,15,11.0,22.558481238319786,5,38.0,33.99999999999999,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48520,51,36,1.0,1218.8864890328325,False,0.21565406157560282,0,11.846,17420,803,0,0.0,15812.106963704568,False,-0.5419663703931369,15,10.520000000000001,21867,757,0,0.0,14906.307561051504,False,-0.4697311815143734,0,0.2,84808,607,654,1.0,21253.768964835606,False,0.07561351218828538,0,20.918000000000006,-80490.88888888889,757,0,0.0,8106.9115846386685,True,-1.8614998207579465,0,0.2,114817,211,464,1.0,20535.839541285473,False,0.11628146687468419,11,9.895000000000001,85112,1445,0,0.0,32597.00538937209,False,-0.09499350591507702,0.375,413120,0.0,0.1,5,0,0,5,7,7.0,6,11,22,198.0,132.0,11,9,22,300,1.1654709330177866,233.81331215868704
110,22,0,0,0,10.000000000000004,13,10.0,19.691291362023122,0,,10.714292877200862,20,10.75,23.923667037837003,10,38.0,33.99999999999999,12,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48390,54,46,1.0,1445.799402653064,False,0.21524470978686921,5,11.896000000000003,17350,803,0,0.0,15812.106963704568,False,-0.5432323534289641,15,10.655000000000001,21597,757,0,0.0,14906.307561051504,False,-0.47461425893827874,0,0.2,84973,617,654,1.0,22256.79694797833,False,0.0831255604218511,0,20.918000000000006,-80490.88888888889,757,0,0.0,8110.719708041052,True,-1.8614783607383218,0,0.2,114437,211,474,1.0,21163.893744983605,False,0.1156927122617625,12,10.004000000000001,84940,1445,0,0.0,34569.69886967447,False,-0.08772612168276978,0.375,412263,0.0,0.1,7,0,0,7,8,8.0,6,13,19,204.0,147.0,13,9,19,510,1.6453109940048307,235.45862315269187
111,19,0,0,0,10.000000000000002,12,10.0,19.661661138942524,29,19.448275862068964,10.709849169131871,15,10.666666666666666,23.923667037837003,0,,33.99999999999999,16,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48834,56,27,1.0,1090.864850751448,False,0.22183976902498448,5,11.941,17280,803,0,0.0,15788.313894570847,False,-0.5447134909068884,10,10.740000000000002,20878,786,0,0.0,15454.065655208824,False,-0.4826644814424174,0,0.2,84813,622,664,1.0,22546.841096323795,False,0.0829567494101154,0,20.918000000000006,-80490.88888888889,757,0,0.0,8107.3558210328265,True,-1.8614973173407174,0,0.2,114573,201,480,1.0,21128.657074605235,False,0.11674917261436452,12,10.112,84774,1445,0,0.0,34569.69886967447,False,-0.08920753705914744,0.375,411728,0.0,0.1,9,0,0,5,7,7.0,6,11,23,198.0,144.0,11,8,23,820,1.4617652739980258,236.9203884266899
112,23,0,0,0,10.000000000000002,13,10.0,19.68243068511879,14,20.0,10.684364808282986,20,10.5,24.5826815396683,5,38.0,33.99999999999999,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511000000000001,48984,59,23,1.0,1042.6959057577324,False,0.2249554103251068,10,12.036000000000001,17120,803,0,0.0,15804.991840150387,False,-0.5474563521589497,10,10.830000000000002,20438,800,0,0.0,15745.94454809503,False,-0.48798270533254634,0,0.2,84793,632,669,1.0,23198.33250887294,False,0.08640270331623726,0,20.918000000000006,-80490.88888888889,757,0,0.0,8088.0641598702205,True,-1.8616060321546533,0,0.2,114573,191,490,1.0,21355.29217407664,False,0.1177604398468459,9,10.190000000000001,84479,1450,0,0.0,35644.888232519035,False,-0.08704257626826542,0.375,410963,0.0,0.1,7,0,0,9,7,7.0,5,14,21,240.0,147.0,14,9,21,600,1.353761015983764,238.27414944267366
113,21,0,0,0,10.000000000000002,15,10.0,19.71190597746095,21,20.0,10.672712354438826,10,10.5,24.5826815396683,0,,33.99999999999999,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.511,49254,64,12,1.0,876.5428717295315,False,0.22958062641324206,5,12.076,16995,806,0,0.0,15887.796217833527,False,-0.5489682580269335,5,10.870000000000001,20008,818,0,0.0,16124.339089563058,False,-0.49233773633585576,0,0.2,84688,632,679,1.0,23436.79497344011,False,0.08656309860379212,0,20.918000000000006,-80490.88888888889,757,0,0.0,8079.243252310191,True,-1.8616557408508643,0,0.2,114573,181,500,1.0,21449.465358679958,False,0.11818064949658635,9,10.271,84383,1450,0,0.0,35644.888232519035,False,-0.08789929841364047,0.375,410477,0.0,0.1,8,0,0,6,5,5.0,6,12,17,216.0,132.0,12,9,17,570,1.6460140279959887,239.92016347066965
114,17,0,0,0,10.000000000000002,7,10.0,19.732893546986904,16,20.0,10.68381454674314,5,11.0,24.5826815396683,0,,33.99999999999999,15,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,4,4.551000000000001,49440,61,10,1.0,807.3289354698692,False,0.23332668054968408,5,12.121000000000002,16610,822,0,0.0,16220.438495623235,False,-0.5529231684334072,0,10.865000000000004,20008,818,0,0.0,16141.506921435288,False,-0.4921824921650545,0,0.2,84633,627,689,1.0,23636.21930163941,False,0.08706703391136429,0,20.918,-80490.88888888889,757,0,0.0,8087.647611884557,True,-1.861608379538654,0,0.2,114573,171,510,1.0,21543.638543283276,False,0.11860085914632669,15,10.412000000000003,84150,1450,0,0.0,35644.888232519035,False,-0.0899786344539778,0.375,409990,0.0,0.1,3,0,0,4,7,6.25,5,9,12,162.0,114.0,9,8,12,70,1.667920729960315,241.58808420062996
115,12,0,0,0,10.000000000000002,9,10.0,19.732893546986904,0,,10.71593459740211,15,11.0,25.196679771938335,5,37.0,33.99999999999999,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.547000000000001,49350,60,20,1.0,994.6578709397381,False,0.23341735377517375,5,12.166000000000002,16545,822,0,0.0,16220.438495623235,False,-0.5540987241095325,10,10.965000000000003,19853,818,0,0.0,16141.506921435288,False,-0.494985740315815,0,0.2,84653,632,694,1.0,24258.96642728334,False,0.09080183050787442,0,20.918,-80490.88888888889,757,0,0.0,8111.962490233398,True,-1.8614713572546062,0,0.2,114762,166,509,1.0,21488.64884214176,False,0.12004216162661978,9,10.487000000000002,84053,1450,0,0.0,36535.18566931059,False,-0.08687168948591943,0.375,409792,0.0,0.1,8,0,0,1,6,6.0,4,5,18,90.0,96.0,5,7,18,649,2.256058053986635,243.8441422546166
116,18,0,0,0,10.000000000000002,9,10.0,19.703316409342133,14,19.285714285714285,10.753093515383034,20,11.0,25.863473055122103,5,38.0,34.0,12,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.547000000000001,49530,59,16,1.0,905.2530625494742,False,0.23676514404104357,15,12.311000000000003,16085,832,0,0.0,16393.159252572656,False,-0.5608561730004462,5,11.005,19708,822,0,0.0,16196.126088479234,False,-0.49711422704068114,0,0.2,84623,642,699,1.0,24982.053702406258,False,0.09453854395783798,0,20.918,-80490.88888888889,757,0,0.0,8140.091791144957,True,-1.8613128394531075,0,0.2,114572,161,519,1.0,21810.019161874658,False,0.11978055045234332,12,10.598,83889,1450,0,0.0,37502.03592992705,False,-0.08402107924712396,0.375,408983,0.0,0.1,6,0,0,3,8,8.0,5,8,21,144.0,120.0,8,10,21,550,2.50131733098533,246.34545958560193
117,21,0,0,0,10.000000000000004,8,10.0,19.65516771991502,14,19.0,10.760305328057466,25,10.8,25.863473055122103,0,,34.0,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.547000000000001,49716,57,12,1.0,805.8620126389804,False,0.24013784842677027,10,12.396,15854,836,0,0.0,16431.720213848956,False,-0.5646852204270979,15,11.150000000000002,19243,832,0,0.0,16353.099542969298,False,-0.5041045019896795,0,0.2,84353,657,709,1.0,25406.722996615325,False,0.09388861774798446,0,20.918000000000006,-80490.88888888889,757,0,0.0,8145.551133339502,True,-1.8612820742760763,0,0.2,114572,151,529,1.0,21891.384431323437,False,0.12014360997422446,9,10.676,83781,1450,0,0.0,37502.03592992705,False,-0.08498489166067087,0.375,408095,0.0,0.1,5,0,0,8,8,8.0,3,11,18,183.0,135.0,11,10,18,346,2.1238399259746075,248.46929951157654
118,18,0,0,0,10.000000000000004,8,10.0,19.6119443655173,13,19.0,10.77563669446316,10,11.0,26.527353261317625,5,38.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,1,4.557000000000001,49867,55,10,1.0,746.1194436551732,False,0.24313504532655977,0,12.386000000000003,15607,849,0,0.0,16650.540766324186,False,-0.5671735955154885,10,11.235000000000001,19088,832,0,0.0,16317.137712110392,False,-0.507232943481902,0,0.2,84433,657,714,1.0,26020.12353684308,False,0.09824698249015552,0,20.918000000000006,-80490.88888888889,757,0,0.0,8157.1569777086115,True,-1.8612166715510063,0,0.2,114688,146,530,1.0,21892.993576152374,False,0.12118599605618834,11,10.777000000000005,83635,1450,0,0.0,38464.66222891056,False,-0.08199249373561847,0.375,407894,0.0,0.1,7,0,0,1,7,6.076923076923077,6,7,19,126.0,138.0,7,11,19,576,2.6680465639801696,251.1373460755567
119,19,0,0,0,10.000000000000002,10,10.0,19.6119443655173,0,,10.749138838331278,25,10.6,27.770793016422648,10,38.0,34.0,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.556000000000001,49767,55,20,1.0,942.2388873103462,False,0.24308703527626996,15,12.536000000000001,15332,849,0,0.0,16650.540766324186,False,-0.5721471002990959,10,11.325000000000001,18928,832,0,0.0,16317.137712110392,False,-0.5101266189923643,0,0.2,84548,672,714,1.0,27051.76751308439,False,0.10535675852108965,0,20.918000000000006,-80490.88888888889,757,0,0.0,8137.098100616778,True,-1.8613297098773811,0,0.2,114376,146,538,1.0,22346.535780397706,False,0.1204253972620486,9,10.856,83530,1450,0,0.0,40267.649873812836,False,-0.0748844323153236,0.375,407057,0.0,0.1,7,0,0,5,8,8.0,4,9,26,162.0,150.0,9,10,26,548,2.694253788969945,253.83159986452665
120,26,0,0,0,10.000000000000002,10,10.0,19.654770659496048,22,20.0,10.74160197370246,15,10.666666666666666,28.351741412333368,5,38.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,2,4.576000000000001,50075,55,10,1.0,746.5477065949606,False,0.24828707510509931,10,12.621,14957,860,0,0.0,16903.1027671666,False,-0.57664530078702,5,11.365000000000002,18638,843,0,0.0,16568.971665955167,False,-0.513094137902129,0,0.2,84578,677,719,1.0,27656.96661166426,False,0.10910537278624217,0,20.918000000000006,-80490.88888888889,757,0,0.0,8131.392694092762,True,-1.861361861707307,0,0.2,114682,136,539,1.0,22181.836832077337,False,0.12242129682779586,11,10.957000000000003,83199,1455,0,0.0,41251.78375494505,False,-0.07344704049375292,0.375,406705,0.0,0.1,9,0,0,9,8,7.181818181818182,6,15,24,270.0,168.0,15,11,24,816,3.29791948600905,257.1295193505357
121,24,0,0,0,10.000000000000002,9,10.0,19.672997141813024,10,20.0,10.734694381979597,15,10.666666666666666,28.351741412333368,0,,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.574000000000001,50185,54,10,1.0,736.7299714181304,False,0.2508874396424275,5,12.661000000000001,14892,860,0,0.0,16918.7775419592,False,-0.5776791136133037,10,11.46,18278,853,0,0.0,16781.06656196651,False,-0.5176869896554129,0,0.2,84418,682,729,1.0,27989.48105810111,False,0.10917589578083714,0,20.918000000000006,-80490.88888888889,757,0,0.0,8126.163647158555,True,-1.8613913290953001,0,0.2,115090,126,537,1.0,21830.319417954008,False,0.12449386202290846,8,11.026,83109,1455,0,0.0,41251.78375494505,False,-0.07425021750504202,0.375,406548,0.0,0.1,9,0,0,6,6,6.0,7,13,21,219.0,167.0,13,11,21,698,2.9728691870113835,260.1023885375471
122,21,0,0,0,10.000000000000002,8,10.0,19.69111667931085,10,20.0,10.70649463743135,20,10.5,28.351741412333368,0,,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.574000000000001,50305,52,10,1.0,716.9111667931086,False,0.2536115104517384,15,12.806000000000003,14412,870,0,0.0,17131.27151100044,False,-0.5844386132873923,5,11.500000000000004,18213,853,0,0.0,16796.522527452154,False,-0.5187227811164872,0,0.2,84208,692,739,1.0,28360.83119281685,False,0.108901737894286,0,20.918,-80490.88888888889,757,0,0.0,8104.816440535532,True,-1.8615116275795274,0,0.2,115464,116,536,1.0,21512.80200383068,False,0.12641471600477744,9,11.108000000000004,83005,1455,0,0.0,41251.78375494505,False,-0.07517833316253164,0.375,406183,0.0,0.1,8,0,0,5,7,7.0,4,9,16,162.0,141.0,9,12,16,654,2.7874882119940594,262.88987674954114
123,16,0,0,0,10.0,10,10.0,19.721932630886936,18,20.0,10.72486095942122,10,11.0,28.351741412333368,0,,34.000000000000014,14,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,8,4.654000000000001,50427,52,10,1.0,717.2193263088693,False,0.2566340788626326,10,12.891000000000004,14257,870,0,0.0,17158.081388871633,False,-0.5869994267911703,0,11.495000000000005,17853,871,0,0.0,17177.80332150252,False,-0.5217857294639238,0,0.2,84098,692,749,1.0,28657.058101757175,False,0.10933130143225868,0,20.918,-80490.88888888889,757,0,0.0,8118.719746281863,True,-1.8614332779089324,0,0.2,115566,106,543,1.0,21467.284589707346,False,0.12712188028069857,11,11.209000000000003,82869,1455,0,0.0,41251.78375494505,False,-0.07639202286847961,0.375,405646,0.0,0.1,5,0,0,6,7,6.230769230769231,4,10,10,168.0,93.0,10,6,10,202,2.5674784039729275,265.4573551535141
124,10,0,0,0,10.0,12,10.0,19.76031107974386,26,20.0,10.742747380461314,10,11.0,28.865082730654116,5,37.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,16,4.806000000000001,50545,54,10,1.0,737.6031107974386,False,0.259806046305704,0,12.881000000000004,13997,883,0,0.0,17448.35468341383,False,-0.5890767847339281,10,11.595,17438,884,0,0.0,17468.11499449357,False,-0.526665988511262,0,0.2,84173,692,754,1.0,29198.253566192434,False,0.11322641371296144,0,20.918,-80490.88888888889,757,0,0.0,8132.259767009215,True,-1.8613569754681185,0,0.2,115687,101,544,1.0,21411.37335579607,False,0.1279522259417075,11,11.308000000000002,82721,1455,0,0.0,41998.69537310174,False,-0.07438001261388719,0.375,405137,0.0,0.1,8,0,0,3,8,7.230769230769231,2,5,12,90.0,90.0,5,5,12,611,1.5358035959652625,266.99315874947933
125,12,0,0,0,10.0,7,10.0,19.76031107974386,0,,10.743662866219912,20,10.75,29.36840958175417,5,37.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50475,51,20,1.0,905.2062215948772,False,0.2601475506210086,5,12.931000000000001,13932,883,0,0.0,17448.35468341383,False,-0.5902523404100535,15,11.735000000000001,17163,884,0,0.0,17468.11499449357,False,-0.5316394932948694,0,0.2,84143,702,759,1.0,29832.674204637795,False,0.11646346169464301,0,20.918000000000006,-80490.88888888889,757,0,0.0,8132.952789728473,True,-1.86135307005866,0,0.2,116061,91,543,1.0,21134.525271939634,False,0.13005455031877042,9,11.387000000000002,82435,1460,0,0.0,42877.87798936109,False,-0.0730093347491808,0.375,404785,0.0,0.1,8,0,0,1,7,7.0,6,7,16,126.0,90.0,7,5,16,629,1.6222686829860322,268.61542743246537
126,16,0,0,0,10.0,9,10.0,19.71398722822401,11,19.0,10.736334490974876,15,10.666666666666666,30.41175009223554,10,38.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50594,50,19,1.0,874.5657573362562,False,0.2627129924943863,15,13.076000000000002,13448,894,0,0.0,17624.304582032266,False,-0.5974146403520133,0,11.720000000000002,17163,884,0,0.0,17427.164709750024,False,-0.5320097959077096,0,0.2,84363,707,759,1.0,30673.10680512601,False,0.1236791177621329,0,20.918000000000006,-80490.88888888889,757,0,0.0,8127.405209667982,True,-1.861384332484896,0,0.2,116157,91,539,1.0,21093.469258393437,False,0.13072807665161507,6,11.438000000000004,82378,1460,0,0.0,44401.15513466389,False,-0.06672100694005673,0.375,404679,0.0,0.1,11,0,0,2,5,5.0,7,9,18,162.0,111.0,9,7,18,1155,1.8968068970134482,270.5122343294788
127,18,0,0,0,10.0,10,10.0,19.657349896898317,14,19.0,10.738023270236845,20,10.75,30.88925500617952,5,38.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50760,50,15,1.0,794.8602484534747,False,0.26583436740304695,10,13.161000000000001,13288,894,0,0.0,17573.670807827097,False,-0.6007661837137875,10,11.820000000000002,16742,898,0,0.0,17652.30020741469,False,-0.5375879387317138,0,0.2,84338,717,764,1.0,31298.55350948097,False,0.12692194796046796,0,20.918000000000006,-80490.88888888889,757,0,0.0,8128.683615569292,True,-1.8613771282499407,0,0.2,116599,81,536,1.0,20726.029655500544,False,0.13303301796216388,7,11.501999999999999,82119,1465,0,0.0,45252.758584053,False,-0.06523243682096741,0.375,404422,0.0,0.1,11,0,0,5,6,6.0,5,10,23,180.0,129.0,10,8,23,998,2.27664590801578,272.7888802374946
128,23,0,0,0,10.0,9,10.0,19.657349896898317,0,,10.762483453054227,15,11.0,31.353939320236876,5,38.0,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50670,49,25,1.0,981.4337474224579,False,0.2659156944056819,5,13.201,13223,894,0,0.0,17573.670807827097,False,-0.6019417393899129,10,11.910000000000002,16587,898,0,0.0,17652.30020741469,False,-0.5403911868824743,0,0.2,84363,722,769,1.0,31881.69239036731,False,0.13048989242368247,0,20.918000000000006,-80490.88888888889,757,0,0.0,8147.19997396205,True,-1.861272782520432,0,0.2,116647,76,539,1.0,20708.89938833801,False,0.1333849421638392,13,11.625000000000002,81924,1465,0,0.0,45933.521104147025,False,-0.06393502697716738,0.375,403990,0.0,0.1,6,0,0,8,8,8.0,6,14,22,252.0,147.0,14,9,22,518,1.764336071035359,274.55321630852995
129,22,0,0,0,10.0,10,10.0,19.69047701250931,17,20.0,10.730587926685477,20,10.5,31.353939320236876,0,,34.00000000000002,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50910,49,18,1.0,844.4285862251676,False,0.27015920950939243,5,13.246,13158,894,0,0.0,17603.28644918332,False,-0.6028494886406659,15,12.05,15967,915,0,0.0,18016.786466446018,False,-0.5483082264803318,0,0.2,84153,732,779,1.0,32279.509092798296,False,0.1303648822937937,0,20.918000000000006,-80490.88888888889,757,0,0.0,8123.055060500906,True,-1.8614088469968042,0,0.2,116919,66,541,1.0,20463.359995135645,False,0.13471670159803503,12,11.732000000000003,81762,1465,0,0.0,45933.521104147025,False,-0.06538074559748776,0.375,403445,0.0,0.1,8,0,0,4,8,8.0,7,11,28,198.0,168.0,11,11,28,712,1.9381867880001664,276.4914030965301
130,28,0,0,0,10.0,11,10.0,19.69047701250931,0,,10.732897093253904,20,10.75,31.803846155521224,5,38.0,34.000000000000014,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50800,50,28,1.0,1051.3333563502606,False,0.26999719597602645,15,13.391000000000002,12883,894,0,0.0,17603.28644918332,False,-0.6078229934242733,5,12.085,15902,915,0,0.0,18016.786466446018,False,-0.5494837821564572,0,0.2,84128,742,784,1.0,32898.02502912304,False,0.13356865534974546,0,20.918000000000006,-80490.88888888889,757,0,0.0,8124.803099593205,True,-1.8613989962253714,0,0.2,117327,56,539,1.0,20107.015384709197,False,0.13676772738703852,8,11.8,81484,1470,0,0.0,46751.6538486162,False,-0.0642110845182446,0.375,403100,0.0,0.1,10,0,0,8,7,7.0,6,14,26,237.0,176.0,14,14,26,708,1.9270543080056086,278.41845740453573
131,26,0,0,0,10.0,13,10.0,19.710593072990278,11,20.0,10.705708150049404,20,10.5,31.803846155521224,0,,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,50890,53,27,1.0,1062.1860129707375,False,0.27235841556107704,15,13.526000000000003,12603,894,0,0.0,17621.27020725331,False,-0.6127243031916036,5,12.13,15617,926,0,0.0,18252.009185589,False,-0.5525110847160671,0,0.2,83918,752,794,1.0,33302.946376321,False,0.13348368221446358,0,20.918000000000006,-80490.88888888889,757,0,0.0,8104.221069587398,True,-1.861514982689349,0,0.2,117803,46,535,1.0,19652.97692315398,False,0.13898967883251068,6,11.852000000000002,81430,1470,0,0.0,46751.6538486162,False,-0.06469299072501807,0.375,402837,0.0,0.1,11,0,0,7,6,6.0,6,13,23,219.0,144.0,13,13,23,826,1.9401521140243858,280.3586095185601
132,23,0,0,0,10.0,9,10.0,19.736536456587682,15,20.0,10.693179160998,10,10.5,31.803846155521224,0,,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,51100,52,22,1.0,954.203802044929,False,0.2762186841446643,5,13.561000000000003,12533,894,0,0.0,17644.46359218939,False,-0.613780554571199,5,12.175000000000002,15252,941,0,0.0,18572.08080564901,False,-0.5562179588225543,0,0.2,83813,752,804,1.0,33611.56303810956,False,0.1340394193252799,0,20.918000000000006,-80490.88888888889,757,0,0.0,8094.736624875486,True,-1.8615684306342126,0,0.2,118143,36,535,1.0,19334.93846159877,False,0.14060478542500898,10,11.946000000000003,81302,1470,0,0.0,46751.6538486162,False,-0.06583528691885145,0.375,402719,0.0,0.1,8,0,0,5,6,6.0,6,11,13,198.0,139.0,11,12,13,730,1.864714664989151,282.22332418354927
133,13,0,0,0,10.0,7,10.0,19.745002676650742,5,20.0,10.670149726546173,20,10.5,31.803846155521224,0,,34.00000000000001,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,4.790000000000001,51130,49,27,1.0,1023.1150722695701,False,0.2778135679748302,15,13.706000000000001,12153,899,0,0.0,17750.757406309018,False,-0.6196918470121985,5,12.220000000000002,15187,941,0,0.0,18580.04751872835,False,-0.5573214736157529,0,0.2,83603,762,814,1.0,34018.98486222246,False,0.13396853719441004,0,20.918000000000006,-80490.88888888889,757,0,0.0,8077.303342995453,True,-1.8616666728736915,0,0.2,118143,26,545,1.0,19356.900000043555,False,0.14070277988507235,9,12.026000000000005,81202,1470,0,0.0,46751.6538486162,False,-0.06672770582028378,0.375,401994,0.0,0.1,4,0,0,2,7,7.0,5,7,14,126.0,93.0,7,6,14,170,1.2366802000324242,283.4600043835817
134,14,0,0,0,10.0,9,10.0,19.729896396898543,44,19.681818181818183,10.660184736596431,25,10.6,32.1673438614206,5,37.0,34.0,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,17,4.960000000000002,51579,48,10,1.0,677.2989639689854,False,0.2846451596472632,15,13.841000000000003,11407,923,0,0.0,18210.694374337356,False,-0.6290245205149173,10,12.315000000000001,14632,961,0,0.0,18960.430437419498,False,-0.5639192082413732,0,0.2,83523,777,819,1.0,34628.0181628389,False,0.13649898655883777,0,20.918000000000006,-80490.88888888889,757,0,0.0,8069.759845603498,True,-1.8617091829462291,0,0.2,117958,21,555,1.0,19545.514221089834,False,0.13989341939712566,10,12.117000000000004,81071,1470,0,0.0,47285.99547628828,False,-0.06551249173937672,0.375,400746,0.0,0.1,5,0,0,5,12,11.2,4,9,12,162.0,90.0,9,5,12,575,1.1688950679963455,284.62889945157804
