index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
107,16,0,0,0,10.0,20,10.0,21.97453302868333,8,9.0,35.072413326642035,0,,26.76717225494246,5,33.0,54.0,20,54.0,0,4.1240000000000006,62564,0,16,0.8,351.59252845893326,False,0.3133173462327193,8,6.3370000000000015,25112,1136,0,0.0,11360.0,False,-0.35543833207736747,0,0.2,64075,49,567,1.0,20962.810474611517,False,0.061663845830686126,0,4.313000000000001,35402,1036,0,0.0,22765.616217715928,False,-0.3337964840819929,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,16.504000000000005,18008,918,0,0.0,32196.475433857388,False,-0.6430273519051245,0,1.2080000000000002,156746,0,109,0.0,5886.0,False,0.11178489622858256,10,9.669000000000002,82858,1202,0,0.0,32174.141050440834,False,-0.3111257822003271,0.225,540836,0.0,0.0,10,0,0,6,7,7.0,6,12,13,195.0,57.0,12,4,13,740,1.200651841238141,167.8367490498349
108,13,0,0,0,10.0,20,10.0,21.32766430211306,10,9.5,35.072413326642035,0,,26.818870558676764,18,27.11111111111111,54.0,20,54.0,0,4.124000000000001,62489,2,21,1.0,467.88095034437424,False,0.31296450797898745,5,6.379000000000002,24972,1144,0,0.0,11440.0,False,-0.35753160847358284,0,0.2,63980,49,577,1.0,21281.838040275994,False,0.06258250534186764,0,4.3130000000000015,35402,1036,0,0.0,22095.46021698913,False,-0.33856790777639956,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,18,16.679000000000002,17554,918,0,0.0,32196.475433857388,False,-0.6477791390585528,0,1.2080000000000002,156978,0,111,1.0,5994.0,False,0.11377608209812508,12,9.779000000000002,82317,1210,0,0.0,32450.833375998885,False,-0.3139291340569406,0.375,539763,0.0,0.0,12,0,0,8,7,7.0,2,10,13,147.0,39.0,10,3,13,677,1.2105910005047917,169.0473400503397
109,13,0,0,0,10.0,20,10.0,21.642225795606464,38,23.07894736842105,35.08317491016739,1,36.0,26.56759357646912,16,24.875,53.99999999999999,20,54.0,12,4.2440000000000015,62917,3,10,1.0,246.42225795606464,False,0.31960585968722327,5,6.424000000000002,24817,1153,0,0.0,11530.0,False,-0.35983421250941977,0,0.2,63503,64,586,1.0,21943.842948276906,False,0.06050353820719462,0,4.313000000000001,35038,1049,0,0.0,22702.69485959118,False,-0.339427741437707,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,16,16.821000000000005,17098,919,0,0.0,32241.437742443835,False,-0.6523165603841001,0,1.2080000000000002,157372,0,110,1.0,5939.999999999999,False,0.11633120522442614,9,9.857000000000001,81961,1216,0,0.0,32306.19378898645,False,-0.3169111771355244,0.375,538777,0.0,0.0,16,0,0,5,9,8.538461538461538,4,9,10,143.0,42.0,9,4,10,1248,1.2426311131566763,170.28997116349638
110,10,0,0,0,10.0,20,10.0,22.28593799821662,26,27.0,35.094843088092404,1,36.0,26.92981678425091,5,35.0,54.0,20,54.0,16,4.392000000000001,63131,4,10,1.0,262.8593799821662,False,0.32425750837291895,0,6.419000000000001,24727,1162,0,0.0,11620.0,False,-0.3607761868877167,0,0.2,63539,54,595,1.0,22084.872289318675,False,0.06202027945005182,0,4.313000000000001,34336,1075,0,0.0,23957.38334808287,False,-0.3404908200090931,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,16.855000000000004,17017,920,0,0.0,32287.255641045012,False,-0.6529245698740619,0,1.2080000000000002,157804,0,102,0.0,5508.0,False,0.11783503790911559,12,9.968000000000002,81549,1221,0,0.0,32881.306293570364,False,-0.31777757794667527,0.25,538174,0.0,0.0,12,0,0,4,7,6.230769230769231,3,7,12,105.0,39.0,7,3,12,668,1.102828255854547,171.39279941935092
111,12,0,0,0,10.0,20,10.0,22.518330631241756,13,26.0,35.446358809407805,16,37.0,25.971420341101354,21,21.19047619047619,53.99999999999999,20,54.0,3,4.4060000000000015,63343,0,10,1.0,225.18330631241756,False,0.3283009221543208,0,6.419000000000001,24587,1176,0,0.0,11760.0,False,-0.3622414803650674,0,0.2,64131,44,589,1.0,21868.711886515837,False,0.06891117169222112,0,4.313000000000001,33998,1088,0,0.0,24499.943726791033,False,-0.3414408927833634,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,21,17.060000000000002,15700,936,0,0.0,33177.79184560571,False,-0.6620485443956873,0,1.2080000000000002,157998,8,102,1.0,5715.77136272881,False,0.11990897413104505,10,10.056000000000001,81256,1224,0,0.0,31789.018497508056,False,-0.3236198558217539,0.375,537084,0.0,0.0,14,0,0,3,8,7.230769230769231,6,9,15,143.0,39.0,9,3,15,1332,1.2918533384799957,172.68465275783092
112,15,0,0,0,10.0,20,10.0,22.304869300425125,3,9.0,35.453362881840214,1,36.0,26.866725710943257,10,37.0,53.99999999999999,20,54.0,0,4.403000000000001,63233,1,20,1.0,456.0973860085025,False,0.3284151530813919,3,6.449000000000001,24458,1185,0,0.0,11850.0,False,-0.3639998325378883,0,0.2,64140,37,598,1.0,22026.39116745618,False,0.070161985357675,0,4.3130000000000015,33998,1088,0,0.0,24267.697798862537,False,-0.3430944536292646,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,17.139000000000003,15594,937,0,0.0,33219.80102028428,False,-0.6629381481621665,0,1.2080000000000002,158592,0,99,0.8,5345.999999999999,False,0.12275730507613153,9,10.136000000000001,80718,1234,0,0.0,33153.539527303976,False,-0.32261548694483866,0.35,536804,0.0,0.0,14,0,0,4,6,6.0,6,10,12,159.0,60.0,10,5,12,830,1.2685582228004932,173.9532109806314
113,12,0,0,0,10.0,20,10.0,22.92781062122789,21,28.0,35.453362881840214,0,,26.866725710943257,0,,53.99999999999999,20,54.0,1,4.413000000000002,63699,1,10,1.0,239.2781062122789,False,0.3359005076845462,0,6.446000000000001,24358,1195,0,0.0,11950.0,False,-0.365046470735996,0,0.2,63552,48,608,1.0,22656.179541977788,False,0.06627302951882345,0,4.313000000000001,33998,1088,0,0.0,24945.457955895945,False,-0.33826888932947946,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,17.129,15594,937,0,0.0,33219.80102028428,False,-0.6629381481621665,0,1.2080000000000002,159132,0,89,0.0,4805.999999999999,False,0.12463709593199335,10,10.227000000000002,80521,1234,0,0.0,33153.539527303976,False,-0.3239870380507823,0.25,536925,0.0,0.0,12,0,0,5,5,4.1,3,8,13,112.0,42.0,8,4,13,1048,1.127256846986711,175.08046782761812
114,13,0,0,0,10.0,20,10.0,22.321190362799566,15,15.333333333333334,35.460940219755074,1,36.0,27.208702738126398,10,31.0,53.999999999999986,20,54.0,0,4.412000000000002,63814,0,8,0.8,178.56952290239653,False,0.3376723763177426,5,6.496000000000001,24163,1208,0,0.0,12080.0,False,-0.36776773005107594,0,0.2,63439,50,617,1.0,22995.459633728857,False,0.06707956906080986,0,4.313000000000001,33917,1091,0,0.0,24352.418685814326,False,-0.3436446708782052,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,17.229000000000003,15380,938,0,0.0,33262.36192613026,False,-0.6649552456688075,0,1.2080000000000002,159618,0,80,0.0,4319.999999999999,False,0.12632890770226898,11,10.327000000000002,79987,1244,0,0.0,33847.62620622924,False,-0.3252886655356734,0.225,536389,0.0,0.0,19,0,0,4,7,7.0,4,8,14,118.0,45.0,8,5,14,907,1.1364158922806382,176.21688371989876
115,14,0,0,0,10.0,20,10.0,23.07832261100838,26,28.0,35.42194740402891,6,35.0,27.208702738126398,0,,53.99999999999999,20,54.0,18,4.592000000000001,63986,0,9,0.9,207.70490349907544,False,0.3415777537417219,0,6.491000000000001,24053,1219,0,0.0,12190.0,False,-0.3689190320689944,0,0.2,63201,56,621,1.0,23289.415404118423,False,0.06578343778741792,0,4.313000000000001,33637,1101,0,0.0,25409.23319472023,False,-0.3401074160943224,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,17.219000000000005,15170,944,0,0.0,33438.31834940329,False,-0.666232385682869,0,1.2080000000000002,160104,0,71,0.0,3833.9999999999995,False,0.12802071947254462,11,10.426000000000002,79767,1244,0,0.0,33847.62620622924,False,-0.32682034697378304,0.2375,535989,0.0,0.0,14,0,0,4,6,5.5,4,8,11,137.0,63.0,8,6,11,896,1.0226072063669562,177.23949092626572
116,11,0,0,0,10.0,20,10.0,23.072818134778032,27,23.037037037037038,35.42194740402891,0,,27.80407593333599,9,35.0,53.99999999999999,20,54.0,13,4.704000000000001,64160,0,9,0.9,207.6553632130023,False,0.3452195361635792,5,6.541000000000001,23883,1230,0,0.0,12300.0,False,-0.37132629992464206,0,0.2,62865,62,631,1.0,23781.763536298484,False,0.06450433981928683,0,4.3130000000000015,33351,1112,0,0.0,25656.973765873172,False,-0.3424161011172986,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,17.309000000000005,15089,944,0,0.0,33438.31834940329,False,-0.6670801714965864,0,1.2080000000000002,160320,0,67,0.0,3617.9999999999995,False,0.12877263581488935,16,10.575000000000001,79012,1253,0,0.0,34838.50714446999,False,-0.32862744931711374,0.2375,534751,0.0,0.0,10,0,0,3,11,10.181818181818182,3,6,14,88.0,60.0,6,5,14,416,1.0993853323161602,178.33887625858188
117,14,0,0,0,10.0,20,10.0,22.723760696453937,5,10.0,35.33738271683019,16,35.0,27.537913233272615,32,26.65625,53.99999999999999,20,54.0,0,4.691000000000002,64110,0,14,0.5,318.1326497503551,False,0.3453291954466043,5,6.586000000000002,23673,1245,0,0.0,12450.0,False,-0.3741522230595328,0,0.2,63375,57,625,1.0,23381.118557716745,False,0.06891406713835865,0,4.313000000000001,33351,1112,0,0.0,25268.821894456778,False,-0.34517969203388504,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,32,17.620000000000005,13309,960,0,0.0,33923.88740815698,False,-0.6831694241956136,0,1.2080000000000002,160426,9,68,1.0,3919.841219099453,False,0.13056136549086725,11,10.669000000000002,78313,1266,0,0.0,34862.99815332313,False,-0.3334087634689691,0.3125,532628,0.0,0.0,12,0,0,2,10,10.0,7,9,13,157.0,60.0,9,5,13,1246,1.0983765702694654,179.43725282885134
118,13,0,0,0,10.0,20,10.0,22.90726963464064,10,26.0,35.355327466262814,2,36.0,27.537913233272615,0,,53.99999999999999,20,54.0,0,4.691000000000002,64290,0,12,0.8,274.8872356156877,False,0.34864446993652864,0,6.581000000000001,23553,1257,0,0.0,12570.0,False,-0.375408188897262,0,0.2,63187,57,633,1.0,23685.636655318875,False,0.06840512527638531,0,4.313000000000001,33351,1112,0,0.0,25472.883833720392,False,-0.34372679752712393,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,17.588000000000005,13237,962,0,0.0,34011.82502254483,False,-0.6834628124376206,0,1.2080000000000002,161128,0,64,0.9,3455.9999999999995,False,0.13383414674900615,7,10.728000000000003,78199,1266,0,0.0,34862.99815332313,False,-0.3342024529414441,0.3375,533016,0.0,0.0,16,0,0,4,3,3.0,5,9,16,142.0,42.0,9,4,16,1234,1.206938462331891,180.64419129118323
119,16,0,0,0,10.0,20,10.0,22.90726963464064,0,,35.65815521939041,15,37.0,27.537965186417303,13,27.53846153846154,54.0,20,54.0,0,4.691000000000002,64190,0,22,1.0,503.9599319620941,False,0.34894875588170987,0,6.581000000000001,23453,1267,0,0.0,12670.0,False,-0.37645482709536965,0,0.2,63742,47,628,1.0,23469.963150605287,False,0.07477261377983438,0,4.313000000000001,33351,1112,0,0.0,25472.883833720392,False,-0.34372679752712393,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,13,17.718000000000004,12391,977,0,0.0,34838.01764934443,False,-0.687993795205591,0,1.2080000000000002,161710,0,57,0.6,3078.0,False,0.13657028677253835,7,10.791,77852,1273,0,0.0,35055.829682309224,False,-0.33594706758784804,0.325,532760,0.0,0.0,15,0,0,7,5,5.0,5,12,13,182.0,42.0,12,4,13,1457,1.1960323294624686,181.8402236206457
120,13,0,0,0,10.0,20,10.0,23.329259443780593,34,25.323529411764707,35.66723245126134,2,36.0,26.800863466715157,20,22.25,54.0,20,54.0,7,4.761000000000001,64747,0,10,1.0,233.29259443780592,False,0.3577753976642993,5,6.631,23293,1277,0,0.0,12770.0,False,-0.3787574311312066,0,0.2,63372,56,636,1.0,23990.798367853924,False,0.07321218898879273,0,4.3130000000000015,32932,1127,0,0.0,26292.075393140727,False,-0.3438607111814661,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,20,17.905,11649,979,0,0.0,34918.220569784855,False,-0.695340210325273,0,1.2080000000000002,161842,5,59,1.0,3320.0043173335757,False,0.13833173545540917,12,10.904000000000002,77443,1278,0,0.0,34251.50351046197,False,-0.3415945377787069,0.375,531349,0.0,0.0,14,0,0,5,10,9.5,5,10,15,147.0,39.0,10,3,15,1123,1.1889242762699723,183.02914789691567
121,15,0,0,0,10.0,20,10.0,23.466299473910883,30,24.266666666666666,35.9468755834677,18,37.0,26.880720364784914,11,27.818181818181817,54.0,20,54.0,15,4.904000000000002,64915,4,10,1.0,274.66299473910885,False,0.36172510042220446,5,6.676,23173,1283,0,0.0,12830.0,False,-0.3806413798878004,0,0.2,63597,65,628,1.0,24099.947332221924,False,0.07719325700041244,0,4.313000000000001,32645,1138,0,0.0,26704.648801310585,False,-0.3450100475514013,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,11,17.995,10750,997,0,0.0,35839.034956717296,False,-0.6999307382188267,0,1.2080000000000002,162292,0,59,1.0,3186.0,False,0.14099823856634616,10,10.992000000000004,77034,1284,0,0.0,34514.84494838383,False,-0.3435253564696698,0.375,530477,0.0,0.0,16,0,0,4,9,8.384615384615385,6,10,8,144.0,60.0,10,5,8,1460,1.169459200464189,184.19860709737986
122,8,0,0,0,10.0,20,10.0,23.342708684803522,17,22.0,35.9468755834677,0,,26.54206854057152,5,18.0,53.99999999999999,20,54.0,3,4.919000000000001,65077,5,10,1.0,283.42708684803523,False,0.36520793651980277,4,6.711,23031,1292,0,0.0,12920.0,False,-0.38267185799212927,0,0.2,63223,72,638,1.0,24614.781647558248,False,0.07553314760600231,0,4.313000000000001,32645,1138,0,0.0,26564.00248330641,False,-0.34601143107035565,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,18.034000000000002,10620,997,0,0.0,35839.034956717296,False,-0.7012913821173855,0,1.2080000000000002,162688,0,55,0.5,2969.9999999999995,False,0.14300334881259877,11,11.092000000000004,76800,1284,0,0.0,34080.01600609383,False,-0.3466681890439738,0.3125,530155,0.0,0.0,12,0,0,2,7,6.230769230769231,3,5,13,72.0,39.0,5,3,13,686,0.8483128314837813,185.04691992886364
123,13,0,0,0,10.000000000000002,20,10.0,23.113010475046174,15,20.333333333333332,35.77601116755793,17,35.0,27.04448236143646,16,30.75,53.99999999999999,8,54.0,0,4.916000000000001,65247,4,10,1.0,271.1301047504617,False,0.36863780148152125,5,6.757000000000002,22856,1303,0,0.0,13030.000000000002,False,-0.3851837896675877,0,0.2,63773,67,631,1.0,24123.234748557148,False,0.07986525466748179,0,4.313000000000001,32385,1148,0,0.0,26533.736025353006,False,-0.34992925678984277,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,16,18.189000000000004,9658,1014,0,0.0,36276.87532390375,False,-0.7090688207199703,0,1.2080000000000002,162696,0,58,0.5,3131.9999999999995,False,0.14362298357619768,6,11.141000000000004,76318,1295,0,0.0,35022.60465806022,False,-0.3467427239629465,0.3125,529004,0.0,0.0,12,0,0,5,7,7.0,3,8,15,140.0,60.0,8,5,15,1163,1.1038245894014835,186.15074451826513
124,15,0,0,0,10.000000000000002,20,10.0,23.113010475046174,0,,35.77862213509555,1,36.0,27.374164446504867,14,30.214285714285715,53.99999999999999,8,54.0,0,4.916000000000001,65197,0,19,0.9,439.1471990258773,False,0.36934969437145054,0,6.752000000000002,22706,1318,0,0.0,13180.000000000002,False,-0.38675374696474923,0,0.2,63809,57,640,1.0,24215.759763538787,False,0.08103665140787443,0,4.3130000000000015,32385,1148,0,0.0,26533.736025353006,False,-0.34992925678984277,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,14,18.313000000000002,9348,1015,0,0.0,36315.301467121986,False,-0.712112339642245,0,1.2080000000000002,162606,0,63,0.5,3401.9999999999995,False,0.14393628205217465,8,11.215000000000003,75853,1304,0,0.0,35695.91043824235,False,-0.347636300716958,0.3,527975,0.0,0.0,9,0,0,8,5,5.0,3,11,13,173.0,57.0,11,4,13,236,1.0326704028993845,187.1834149211645
125,13,0,0,0,10.000000000000002,20,10.0,23.218988571156977,24,24.0,35.77862213509555,0,,27.002603048523326,5,18.0,53.999999999999986,6,54.0,0,4.916000000000001,65678,0,5,0.5,116.0949428557849,False,0.3760371655243217,5,6.802000000000002,22491,1333,0,0.0,13330.000000000002,False,-0.38968433391945073,0,0.2,63485,62,650,1.0,24695.681679223842,False,0.07983995727525303,0,4.313000000000001,32133,1157,0,0.0,26864.369776828622,False,-0.3511636019648804,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,18.349000000000004,9218,1015,0,0.0,36315.301467121986,False,-0.7134729835408037,0,1.2080000000000002,162516,0,68,0.5,3671.999999999999,False,0.14424958052815162,6,11.267000000000001,75769,1304,0,0.0,35211.394375274416,False,-0.3499077705844951,0.25,527361,0.0,0.0,11,0,0,6,4,4.0,5,11,13,179.0,36.0,11,2,13,731,0.8982424633577466,188.08165738452226
126,13,0,0,0,10.0,20,10.0,23.218988571156977,0,,35.77862213509555,0,,26.863671461094317,9,25.11111111111111,53.999999999999986,13,54.0,0,4.916,65558,2,15,1.0,368.2848285673547,False,0.3761647495244846,0,6.797000000000001,22411,1341,0,0.0,13410.0,False,-0.39052164447793686,0,0.2,63485,52,660,1.0,24821.278014863226,False,0.08073418687425761,0,4.313000000000001,32133,1157,0,0.0,26864.369776828622,False,-0.3511636019648804,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,18.434000000000005,9012,1015,0,0.0,36315.301467121986,False,-0.715629080795443,0,1.2080000000000002,162426,0,73,0.5,3941.999999999999,False,0.14456287900412856,13,11.391000000000004,75323,1308,0,0.0,35137.682271111364,False,-0.3532695053674596,0.3125,526419,0.0,0.0,7,0,0,3,8,8.0,7,10,9,142.0,39.0,10,3,9,200,0.8539133844897151,188.93557076901197
127,9,0,0,0,10.0,20,10.0,23.755547304107093,45,25.91111111111111,35.99901980676767,17,37.0,26.675693172846717,7,23.714285714285715,53.99999999999999,9,54.0,25,5.166000000000001,65824,5,10,1.0,287.55547304107097,False,0.3808879204663933,5,6.847000000000002,22281,1348,0,0.0,13480.0,False,-0.39251025705434145,0,0.2,63450,69,653,1.0,25146.492697802678,False,0.0825512822729663,0,4.313000000000001,31631,1175,0,0.0,27912.768082325834,False,-0.35084749179558966,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,7,18.495000000000005,8221,1032,0,0.0,37150.98844058424,False,-0.7195347202799565,0,1.2080000000000002,162326,0,78,0.5,4211.999999999999,False,0.14480655559655511,9,11.468000000000004,75083,1310,0,0.0,34945.1580564292,False,-0.3556106254954321,0.3125,524887,0.0,0.0,12,0,0,5,10,9.3125,1,6,6,93.0,24.0,6,3,6,937,0.44904092885553837,189.3846116978675
128,6,0,0,0,10.0,20,10.0,23.086913644631608,10,9.5,35.99901980676767,0,,26.283305835071946,5,18.0,53.99999999999999,10,54.0,0,5.141000000000002,65799,2,15,1.0,366.3037046694741,False,0.38118881043989644,5,6.892000000000001,22091,1361,0,0.0,13610.0,False,-0.39512685254961066,0,0.2,63355,69,663,1.0,25460.347173366546,False,0.08343311005444244,0,4.3130000000000015,31631,1175,0,0.0,27127.12353244214,False,-0.3564411789619077,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,18.538000000000004,8091,1032,0,0.0,37150.98844058424,False,-0.7208953641785152,0,1.2080000000000002,162236,0,83,0.5,4481.999999999999,False,0.14511985407253208,10,11.559000000000003,74900,1310,0,0.0,34431.13064394425,False,-0.3586740837970931,0.3125,524174,0.0,0.0,10,0,0,0,6,6.0,1,1,6,18.0,30.0,1,5,6,245,0.3379372525960207,189.72254895046353
129,6,0,0,0,10.0,0,,23.086913644631608,0,,35.99903123252708,1,36.0,26.283305835071946,0,,53.99999999999999,12,54.0,0,5.141000000000002,65799,0,17,0.2,392.47753195873736,False,0.38146275571421284,0,6.8870000000000005,22091,1361,0,0.0,13610.0,False,-0.39512685254961066,0,0.2,63391,59,672,1.0,25553.476893291463,False,0.08460881221550039,0,4.313000000000001,31631,1175,0,0.0,27127.12353244214,False,-0.3564411789619077,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,18.533,8055,1033,0,0.0,37186.99926320047,False,-0.7210837043885975,0,1.2080000000000002,162236,0,83,0.0,4481.999999999999,False,0.14511985407253208,12,11.669000000000002,74628,1310,0,0.0,34431.13064394425,False,-0.360567799029665,0.15,523902,0.0,0.0,1,0,0,2,5,5.0,0,2,3,21.0,27.0,2,4,3,36,0.35178858507424593,190.07433753553778
130,3,0,0,0,10.0,0,,23.498763095003177,22,27.09090909090909,35.999043619398364,1,36.0,26.83593967645282,6,36.0,54.0,10,54.0,5,5.191000000000002,66285,0,0,0.0,0.0,False,0.3875282592313489,0,6.887000000000002,22091,1361,0,0.0,13610.0,False,-0.39512685254961066,0,0.2,63427,49,681,1.0,25666.788096465443,False,0.08592820391639444,0,4.313000000000001,31035,1197,0,0.0,28128.019424718805,False,-0.3578018153908894,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,6,18.593000000000004,7971,1034,0,0.0,37223.01110245791,False,-0.7217744308716604,0,1.2080000000000002,162236,0,83,0.0,4482.0,False,0.14511985407253208,10,11.757,74224,1316,0,0.0,35316.096614211914,False,-0.36029987323869894,0.125,523340,0.0,0.0,2,0,0,0,5,4.416666666666667,0,0,3,0.0,9.0,0,3,3,296,0.19598336052149534,190.27032089605927
131,3,0,0,0,10.0,0,,23.645538270157232,12,26.0,36.17487973433892,15,37.0,26.83593967645282,0,,53.99999999999999,9,54.0,12,5.306000000000002,66333,0,0,0.0,0.0,False,0.38853303190153227,0,6.8870000000000005,22091,1361,0,0.0,13610.0,False,-0.39512685254961066,0,0.2,63982,39,676,1.0,25376.394692949245,False,0.09176369644397554,0,4.313000000000001,30723,1209,0,0.0,28587.455768620093,False,-0.3589734872510174,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,18.587000000000007,7416,1049,0,0.0,37947.44884132153,False,-0.7237921729413902,0,1.2080000000000002,162236,0,83,0.0,4481.999999999999,False,0.14511985407253208,9,11.837000000000002,74059,1316,0,0.0,35316.096614211914,False,-0.36144863431728114,0.125,522911,0.0,0.0,1,0,0,0,5,5.0,0,0,2,0.0,9.0,0,3,2,555,0.18783249147236347,190.45815338753164
132,2,0,0,0,10.0,0,,23.68159886634632,2,27.0,36.170443946800006,2,36.0,26.83593967645282,0,,54.0,9,54.0,2,5.314000000000001,66342,0,0,0.0,0.0,False,0.3887214267771917,0,6.887000000000002,22091,1361,0,0.0,13610.0,False,-0.39512685254961066,0,0.2,64054,29,684,1.0,25427.35002673525,False,0.09315175310237839,0,4.3130000000000015,30669,1211,0,0.0,28678.416227145393,False,-0.3590948065734529,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,18.587,7344,1051,0,0.0,38015.1365880868,False,-0.7241915337173481,0,1.2080000000000002,162236,0,83,0.0,4482.0,False,0.14511985407253208,9,11.918000000000001,73895,1316,0,0.0,35316.096614211914,False,-0.36259043320750833,0.125,522702,0.0,0.0,2,0,0,0,6,6.0,0,0,0,0.0,6.0,0,2,0,72,0.18156209494918585,190.63971548248082
