index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
106,22,0,0,0,10.0,20,10.0,23.35731408885167,11,28.0,35.22482356729597,16,39.0,51.12878908131841,5,58.0,54.0,20,54.0,0,3.4130000000000007,21535,1072,0,0.0,10720.0,False,-0.3360079002592273,0,0.24500000000000002,56140,7,133,1.0,3176.522773817272,False,0.4252132177980159,0,0.2,64438,0,10,0.0,352.2482356729597,False,0.012839942281314834,0,1.1090000000000002,68047,227,128,1.0,9810.887714783214,False,0.14354485237701406,0,1.5230000000000004,92107,21,15,1.0,1506.6531311329916,False,0.16449502232881258,0,11.585,-52067.5,246,0,0.0,8665.306597554809,True,-1.5986086139375568,0,0.37100000000000005,114246,15,411,1.0,22960.931836219777,False,0.09998832803819738,8,9.586000000000002,71035,1122,0,0.0,57366.50134923925,False,-0.12755909399447382,0.5,487548,0.0,0.1,18,0,0,6,4,4.0,6,12,21,167.0,60.0,12,10,21,2070,1.473344407044351,202.94993548560888
107,21,0,0,0,10.0,20,10.0,23.17929300697917,26,22.307692307692307,35.22482356729597,0,,51.12878908131841,0,,54.0,20,54.0,5,3.463000000000001,21345,1080,0,0.0,10800.0,False,-0.3397111467720035,0,0.24500000000000002,56595,9,122,1.0,2917.8737468514587,False,0.4332535951962901,0,0.2,64438,0,10,0.0,352.2482356729597,False,0.012839942281314834,0,1.1090000000000002,67467,243,138,1.0,10493.593852982782,False,0.13980401170140896,0,1.5230000000000001,92107,11,25,1.0,1665.692786273216,False,0.16549222368278863,0,11.584999999999999,-52067.5,246,0,0.0,8665.306597554809,True,-1.5986086139375568,0,0.37100000000000005,114840,5,410,1.0,22395.64394540659,False,0.10271240067808098,9,9.668000000000001,70873,1122,0,0.0,57366.50134923925,False,-0.12897644162960306,0.5,487665,0.0,0.1,16,0,0,8,4,4.0,3,11,16,119.0,60.0,11,10,16,1369,1.3578072730451822,204.30774275865406
108,16,0,0,0,10.0,20,10.0,23.609102958749617,11,29.0,34.885097071704536,28,33.42857142857142,49.36789270325099,15,32.0,53.99999999999999,16,54.0,0,3.458000000000001,21245,1090,0,0.0,10900.0,False,-0.3409455622762622,0,0.24500000000000002,56814,9,121,1.0,2946.7014580087034,False,0.4390161888409912,0,0.2,64438,0,10,0.0,348.85097071704536,False,0.012813315861094483,0,1.1090000000000002,68084,244,120,1.0,9946.832770539451,False,0.14519031875961633,0,1.5230000000000004,91651,29,20,1.0,1999.0256691444513,False,0.16186389820513675,0,11.584999999999999,-52067.5,246,0,0.0,8581.733879639316,True,-1.5991326268159005,0,0.37100000000000005,114838,5,413,1.0,22548.83946351625,False,0.10336506090883592,9,9.749,70611,1127,0,0.0,55637.61507656386,False,-0.1388317596258734,0.5,487681,0.0,0.1,19,0,0,7,3,3.0,4,11,16,149.0,60.0,11,5,16,2313,1.1768677104264498,205.4846104690805
109,16,0,0,0,10.0,20,10.0,24.05092938945898,15,28.0,35.228809654772625,14,38.5,50.091262456876194,21,55.142857142857146,54.0,11,54.0,0,3.458000000000001,21145,1100,0,0.0,11000.0,False,-0.34217997778052095,0,0.24500000000000002,57134,9,116,1.0,2879.9078091772417,False,0.44609193691121146,0,0.2,64438,0,10,0.0,352.28809654772624,False,0.01284025469509933,0,1.1090000000000002,68203,249,116,1.0,10075.22333792891,False,0.14806194323950866,1,1.5330000000000004,92225,33,10,1.0,1663.4633431762586,False,0.1669579984649202,0,11.584999999999999,-52067.5,246,0,0.0,8666.287175074065,True,-1.5986024655764515,0,0.37100000000000005,114780,0,419,0.6,22626.0,False,0.10319515652067403,11,9.850000000000001,69292,1147,0,0.0,57454.678038037,False,-0.14242297311397836,0.45,487217,0.0,0.1,16,0,0,4,6,6.0,3,7,21,111.0,56.0,7,9,21,2259,1.43364929407835,206.91825976315886
110,21,0,0,0,10.0,20,10.0,24.05092938945898,0,,34.493307768386934,5,15.0,49.31414537437299,4,20.0,54.0,12,54.0,0,3.4580000000000015,21045,1110,0,0.0,11100.0,False,-0.3434143932847797,0,0.24500000000000002,57034,9,126,1.0,3120.417103071831,False,0.446591989915712,0,0.2,64438,0,10,0.0,344.9330776838693,False,0.01278260896374227,0,1.1090000000000002,68278,239,121,1.0,9921.862364055514,False,0.14803560125445178,0,1.5320000000000005,92230,28,16,1.0,1754.838943504802,False,0.1675936379588479,0,11.584999999999999,-52067.5,246,0,0.0,8485.353711023186,True,-1.5997369442394744,0,0.371,114780,0,419,0.0,22626.0,False,0.10319515652067403,12,9.959000000000001,68944,1151,0,0.0,56760.58132590331,False,-0.14850399251997715,0.375,486749,0.0,0.1,10,0,0,7,5,5.0,5,12,26,139.0,87.0,12,9,26,355,1.5682589747011662,208.48651873786002
111,26,0,0,0,10.0,20,10.0,21.631641224886767,31,11.161290322580646,34.493307768386934,0,,49.94942256587783,11,58.0,54.0,10,54.0,20,3.6580000000000004,20457,1123,0,0.0,11230.0,False,-0.356326379459326,0,0.24500000000000002,57272,6,125,1.0,2763.955153110846,False,0.44806758613888215,0,0.2,64438,0,10,0.0,344.9330776838693,False,0.01278260896374227,0,1.1090000000000002,67932,260,131,1.0,10142.850036129248,False,0.14434399275906606,0,1.532,92868,18,15,1.0,1370.1208783191323,False,0.17318210299536724,0,11.585,-52067.5,246,0,0.0,8485.353711023186,True,-1.5997369442394744,0,0.37100000000000005,114142,1,429,1.0,23215.94942256588,False,0.1001940078678799,10,10.047000000000002,68753,1151,0,0.0,57491.78537332539,False,-0.14697638902988067,0.5,485862,0.0,0.1,10,0,0,10,6,6.0,5,15,24,190.0,93.0,15,11,24,1146,1.7155679892748594,210.20208672713488
112,24,0,0,0,10.0,20,10.0,21.025329647272347,5,3.0,34.64729367802786,3,41.0,48.54689148321495,18,38.0,54.00000000000001,9,54.0,5,3.688000000000001,20237,1135,0,0.0,11350.0,False,-0.36027650907295394,0,0.24500000000000002,57192,4,135,1.0,2878.419502381767,False,0.4475054870063174,0,0.2,64438,0,10,0.0,346.4729367802786,False,0.012794677770830624,0,1.1090000000000002,68040,255,138,1.0,10142.785587622293,False,0.14603641027997719,3,1.562,93294,11,10,1.0,866.5891452904559,False,0.1753670488023429,0,11.585,-52067.5,246,0,0.0,8523.234244794852,True,-1.5994994278821035,0,0.37100000000000005,113458,9,439,1.0,24142.92202334894,False,0.09826472039470921,9,10.127000000000002,68609,1151,0,0.0,55877.472097180405,False,-0.15529811502747026,0.5,485268,0.0,0.1,10,0,0,8,5,4.166666666666667,3,11,30,123.0,99.0,11,13,30,323,3.2537243897095323,213.45581111684442
113,30,0,0,0,10.0,20,10.0,21.49569278682596,10,28.0,34.64729367802786,0,,48.54689148321495,0,,54.00000000000001,11,54.0,0,3.6830000000000003,20137,1145,0,0.0,11450.0,False,-0.3615109245772127,0,0.24500000000000002,57372,4,135,1.0,2941.9185262215046,False,0.4527332246169794,0,0.2,64438,0,10,0.0,346.4729367802786,False,0.012794677770830624,0,1.1090000000000002,67760,255,148,1.0,10609.201124988742,False,0.14530293224381793,0,1.559,93294,1,20,1.0,1005.5851233423268,False,0.17623857343805924,0,11.585,-52067.5,246,0,0.0,8523.234244794852,True,-1.5994994278821035,0,0.37100000000000005,113512,0,447,0.9,24138.000000000004,False,0.0987156380689076,10,10.218,68403,1151,0,0.0,55877.472097180405,False,-0.15710042127954818,0.4875,484916,0.0,0.1,12,0,0,16,5,5.0,2,18,27,215.0,85.0,18,12,27,534,1.7503978377208114,215.20620895456523
114,27,0,0,0,10.0,20,10.0,21.881048502605417,12,26.166666666666668,34.64729367802786,0,,47.857544696513,6,32.0,54.00000000000001,15,54.0,1,3.693000000000001,20030,1154,0,0.0,11540.0,False,-0.3630415998024935,0,0.24500000000000002,57570,5,134,1.0,2982.0604993491256,False,0.4581170287538468,0,0.2,64438,0,10,0.0,346.4729367802786,False,0.012794677770830624,0,1.1090000000000002,67446,257,158,1.0,11097.701866297994,False,0.14420959218040585,0,1.5590000000000004,93486,0,15,0.1,717.863170447695,False,0.1768422505451745,0,11.585,-52067.5,246,0,0.0,8523.234244794852,True,-1.5994994278821035,0,0.37100000000000005,113834,0,441,0.1,23814.000000000004,False,0.10011548758508461,8,10.288,68121,1156,0,0.0,55323.32166916903,False,-0.1619918035785008,0.275,484925,0.0,0.1,14,0,0,13,5,5.0,4,17,26,227.0,60.0,17,10,26,1078,1.5111198788508773,216.7173288334161
115,26,0,0,0,10.0,20,10.0,21.362467632146807,19,17.789473684210527,32.81302918927057,36,27.0,47.857544696513,0,,54.00000000000001,15,54.0,7,3.762000000000001,19768,1164,0,0.0,11640.0,False,-0.36827552154055054,0,0.24500000000000002,57799,5,132,1.0,2869.8457274433786,False,0.4623854552208786,0,0.2,64438,0,10,0.0,328.1302918927057,False,0.012650915368702173,0,1.1090000000000002,68080,266,132,1.0,10013.736243134765,False,0.14565198090081333,0,1.5590000000000004,92514,26,25,1.0,2049.5773763338602,False,0.1730031311609411,0,11.584999999999999,-52067.5,246,0,0.0,8072.005180560561,True,-1.6023286985656384,0,0.37100000000000005,114104,0,436,0.0,23544.000000000004,False,0.10129661061435896,10,10.38,67913,1156,0,0.0,55323.32166916903,False,-0.1638116079495309,0.375,484616,0.0,0.1,14,0,0,8,7,7.0,6,14,24,215.0,96.0,14,12,24,1771,1.4869171623140574,218.20424599573016
116,24,0,0,0,10.0,20,10.0,21.06502744974075,2,1.0,32.775418558756265,13,32.38461538461539,48.08697719624017,3,58.0,54.0,14,54.0,2,3.775000000000001,19634,1173,0,0.0,11730.0,False,-0.3704727811381311,0,0.24500000000000002,57689,6,142,1.0,3051.2338978631865,False,0.4619088248100628,0,0.2,64438,0,10,0.0,327.75418558756263,False,0.012647967596109104,0,1.1090000000000002,68499,258,129,1.0,9662.806076112673,False,0.1494694417753168,0,1.5590000000000004,92267,29,32,1.0,2489.270408483617,False,0.1726626187156467,0,11.584999999999999,-52067.5,246,0,0.0,8062.752965454041,True,-1.602386711275886,0,0.37100000000000005,114374,0,431,0.0,23274.0,False,0.10247773364363331,9,10.46,67579,1159,0,0.0,55732.80657044236,False,-0.16494248993664648,0.375,484480,0.0,0.1,13,0,0,7,4,4.0,3,10,22,144.0,116.0,10,14,22,1065,1.3088484359905124,219.51309443172067
117,22,0,0,0,10.0,20,10.0,20.84093536058366,15,19.0,32.93446630607563,3,40.0,49.14054070915523,16,57.0,54.00000000000001,15,54.0,5,3.823000000000001,19434,1182,0,0.0,11820.0,False,-0.37429946920133317,0,0.24500000000000002,57859,7,142,1.0,3029.41282120288,False,0.4658364747710514,0,0.2,64438,0,10,0.0,329.34466306075626,False,0.012660433130031746,0,1.1090000000000002,68334,263,136,1.0,9960.253417459788,False,0.14921430690069584,0,1.559,93059,22,26,1.0,2002.2123171716999,False,0.17954060116356113,0,11.584999999999999,-52067.5,246,0,0.0,8101.878711294605,True,-1.6021413872609847,0,0.37100000000000005,114590,0,427,0.0,23058.000000000004,False,0.1034226320670528,11,10.561000000000003,66429,1175,0,0.0,57740.1353332574,False,-0.16622278896718487,0.375,484143,0.0,0.1,15,0,0,6,6,6.0,5,11,25,150.0,94.0,11,11,25,1728,1.4812644002959132,220.9943588320166
118,25,0,0,0,10.0,20,10.0,20.84093536058366,0,,32.781330264522516,1,14.0,49.48982705000981,5,58.0,54.0,11,54.0,0,3.8180000000000014,19314,1194,0,0.0,11940.0,False,-0.37578076780644365,0,0.24500000000000002,57779,5,152,1.0,3217.822174808716,False,0.46618716423662154,0,0.2,64438,0,10,0.0,327.8133026452252,False,0.012648430932245686,0,1.1090000000000002,68348,253,145,1.0,10026.049534583432,False,0.1499494438011085,0,1.5590000000000004,93335,13,31,1.0,1960.3419319890968,False,0.18273918671224493,0,11.584999999999999,-52067.5,246,0,0.0,8064.207245072539,True,-1.6023775927349577,0,0.371,114300,0,432,0.5,23328.0,False,0.10206652784825632,11,10.660000000000002,66204,1175,0,0.0,58150.54678376152,False,-0.166395970254241,0.4375,483718,0.0,0.1,11,0,0,8,4,4.0,4,12,22,148.0,83.0,12,13,22,504,1.4126898450776935,222.40704867709428
119,22,0,0,0,10.0,20,10.0,20.84093536058366,0,,32.61405839499051,1,14.0,49.48982705000981,0,,54.0,8,54.0,0,3.8180000000000005,19204,1205,0,0.0,12050.0,False,-0.37713862486112826,0,0.24500000000000002,57689,4,162,1.0,3416.231528414553,False,0.46641441215176593,0,0.2,64438,0,10,0.0,326.1405839499051,False,0.012635320824123409,0,1.1090000000000002,68362,243,154,1.0,10086.912285450368,False,0.1506459149263295,0,1.5590000000000004,93321,4,41,1.0,2159.539142630364,False,0.18381261767572296,0,11.585,-52067.5,246,0,0.0,8023.058365167665,True,-1.6026356020894144,0,0.37100000000000005,114300,0,432,0.0,23328.0,False,0.10206652784825632,8,10.729000000000003,66072,1175,0,0.0,58150.54678376152,False,-0.16755084610508703,0.375,483386,0.0,0.1,10,0,0,10,4,4.0,1,11,20,149.0,92.0,11,11,20,214,1.364451702684164,223.77150037977844
120,20,0,0,0,10.0,20,10.0,20.397283922595577,3,2.0,32.61405839499051,0,,49.91483960754747,6,58.0,53.99999999999999,20,54.0,3,3.848000000000001,18991,1220,0,0.0,12200.0,False,-0.38054561165288237,0,0.24500000000000002,57639,0,171,0.9,3487.935550763844,False,0.4660651222165639,0,0.2,64438,0,10,0.0,326.1405839499051,False,0.012635320824123409,0,1.1090000000000002,68356,236,164,1.0,10162.464582510998,False,0.15114401271659997,0,1.5590000000000004,93669,0,39,0.4,1946.6787446943513,False,0.18684197198935557,0,11.585,-52067.5,246,0,0.0,8023.058365167665,True,-1.6026356020894144,0,0.37100000000000005,114894,0,421,0.0,22733.999999999996,False,0.1046649985126599,9,10.811000000000003,65552,1181,0,0.0,58949.42557651356,False,-0.16860563799666847,0.2875,483539,0.0,0.1,14,0,0,8,5,5.0,1,9,21,132.0,78.0,9,11,21,1142,1.2581572784110904,225.02965765818954
121,21,0,0,0,10.0,20,10.0,19.36502827732566,64,17.515625,32.776809666391664,2,41.0,50.4767381835624,11,56.0,54.0,20,54.0,5,3.895000000000001,18836,1225,0,0.0,12250.0,False,-0.3837550919639551,0,0.24500000000000002,58600,5,122,1.0,2412.5334498337306,False,0.4765156579414113,0,0.2,64438,0,10,0.0,327.76809666391665,False,0.012648076625628312,0,1.1090000000000002,67317,290,172,1.0,11253.469463043808,False,0.14340833500308658,0,1.559,94203,0,30,0.2,1514.302145506872,False,0.19082742150098986,0,11.585,-52067.5,246,0,0.0,8063.0951779323495,True,-1.6023845655547675,0,0.37100000000000005,114996,0,419,0.3,22626.0,False,0.10508495336751299,15,10.952,64704,1189,0,0.0,60016.84170025569,False,-0.17135539685621928,0.3125,483094,0.0,0.1,20,0,0,8,7,7.0,3,11,27,150.0,60.0,11,10,27,2279,1.4490260081365705,226.4786836663261
122,27,0,0,0,10.0,20,10.0,19.36502827732566,0,,31.794596566766362,19,27.0,51.31828977017202,15,57.333333333333336,53.999999999999986,20,54.0,0,3.890000000000001,18726,1236,0,0.0,12360.0,False,-0.3851129490186397,0,0.24500000000000002,58510,4,132,1.0,2596.183732606987,False,0.4765607175979138,0,0.2,64438,0,10,0.0,317.94596566766364,False,0.012571094644311174,0,1.1090000000000002,67830,280,163,1.0,10604.727158034102,False,0.14636513173472923,0,1.5590000000000004,94550,9,25,1.0,1569.1086133551978,False,0.19552254500931243,0,11.585,-52067.5,246,0,0.0,7821.470755424525,True,-1.603899585196039,0,0.37100000000000005,114966,0,419,1.0,22625.999999999993,False,0.1048224815832298,10,11.036999999999999,64217,1194,0,0.0,61274.0379855854,False,-0.1701165462843383,0.5,483237,0.0,0.1,18,0,0,9,4,4.0,3,12,26,171.0,75.0,12,15,26,2113,1.361600710079074,227.84028437640518
123,26,0,0,0,10.000000000000002,20,10.0,19.46774242541426,16,20.5,30.693000895776304,30,27.0,51.31828977017202,0,,53.99999999999999,8,54.0,5,3.9400000000000004,18521,1247,0,0.0,12470.000000000002,False,-0.3888161955314159,0,0.24500000000000002,58728,3,131,1.0,2580.2742577292684,False,0.48174638017194504,0,0.2,64438,0,10,0.0,306.93000895776305,False,0.012484755928816985,0,1.1090000000000002,68312,286,143,1.0,9956.873461764491,False,0.1488429615311896,0,1.5590000000000004,93740,29,35,1.0,2686.2371679335333,False,0.19236946921945197,0,11.584999999999999,-52067.5,246,0,0.0,7550.478220360971,True,-1.6055987470977957,0,0.37100000000000005,114966,0,419,0.0,22625.999999999996,False,0.1048224815832298,8,11.107,64078,1194,0,0.0,61274.0379855854,False,-0.1713326655515171,0.375,482783,0.0,0.1,11,0,0,7,5,5.0,4,11,26,172.0,74.0,11,15,26,1318,1.1907305987551808,229.03101497516036
124,26,0,0,0,10.000000000000002,20,10.0,18.46443008445135,10,2.5,30.693000895776304,0,,51.40189762858154,2,56.0,53.999999999999986,11,54.0,10,4.035000000000001,18201,1256,0,0.0,12560.000000000002,False,-0.3956054808048389,0,0.24500000000000002,58618,4,141,1.0,2643.4846419076403,False,0.4798109448451751,0,0.2,64438,0,10,0.0,306.93000895776305,False,0.012484755928816985,0,1.1090000000000002,68287,286,153,1.0,9976.856141206861,False,0.1486076976346647,0,1.5590000000000004,93852,19,43,1.0,2793.448615048756,False,0.19444621230107187,0,11.584999999999999,-52067.5,246,0,0.0,7550.478220360971,True,-1.6055987470977957,0,0.37100000000000005,114966,0,419,0.0,22625.999999999993,False,0.1048224815832298,11,11.209000000000003,63733,1196,0,0.0,61476.66956378352,False,-0.1734646732060775,0.375,482095,0.0,0.1,9,0,0,7,7,7.0,4,11,24,147.0,60.0,11,15,24,312,1.1064533367753029,230.13746831193566
125,24,0,0,0,10.000000000000002,20,10.0,17.940770688253977,5,2.0,30.552149618476474,1,14.0,51.57740961166251,4,56.0,53.999999999999986,11,54.0,5,4.075000000000001,17936,1272,0,0.0,12720.000000000002,False,-0.40017281817059625,0,0.24500000000000002,58578,0,149,0.8,2673.1748325498424,False,0.4791899127582996,0,0.2,64438,0,10,0.0,305.5214961847647,False,0.01247371656230713,0,1.1090000000000002,68291,281,162,1.0,9990.804801592556,False,0.14877972256127084,0,1.559,94062,10,49,1.0,2832.8145671562274,False,0.19732650243379496,0,11.584999999999999,-52067.5,246,0,0.0,7515.828806145212,True,-1.6058160038740377,0,0.37100000000000005,114966,0,419,0.0,22625.999999999993,False,0.1048224815832298,11,11.308000000000002,63270,1200,0,0.0,61892.89153399501,False,-0.1756947123571934,0.35,481541,0.0,0.1,10,0,0,7,6,6.0,3,10,20,177.0,40.0,10,14,20,438,0.9167119320482016,231.05418024398386
126,20,0,0,0,10.0,20,10.0,17.651312820902852,3,4.0,30.824527822689355,6,35.666666666666664,51.90075856940831,5,58.0,53.99999999999998,12,54.0,3,4.1000000000000005,17787,1281,0,0.0,12810.0,False,-0.4027404024194544,0,0.24500000000000002,58468,1,159,1.0,2816.5587385235535,False,0.47824415181488156,0,0.2,64438,0,10,0.0,308.24527822689356,False,0.012495064489590842,0,1.1090000000000002,68493,274,166,1.0,9953.331331493813,False,0.151652412661602,0,1.5590000000000004,94138,6,54,1.0,2987.588129684185,False,0.19925001648849544,0,11.584999999999999,-52067.5,246,0,0.0,7582.833844381581,True,-1.6053958727137079,0,0.371,114966,0,419,0.0,22625.999999999993,False,0.1048224815832298,12,11.417000000000002,62702,1205,0,0.0,62540.414076137014,False,-0.17783157152296186,0.375,480992,0.0,0.1,11,0,0,5,7,7.0,1,6,14,108.0,42.0,6,14,14,704,0.5695976801216602,231.62377792410553
127,14,0,0,0,10.0,20,10.0,17.651312820902852,0,,30.824527822689355,0,,52.38596084213241,12,56.0,53.999999999999986,9,54.0,0,4.097,17697,1290,0,0.0,12900.0,False,-0.4038513763732873,0,0.24500000000000002,58358,2,169,1.0,3003.071866732582,False,0.4778307846776026,0,0.2,64438,0,10,0.0,308.24527822689356,False,0.012495064489590842,0,1.1090000000000002,68493,264,176,1.0,10085.06348151168,False,0.15268487719658017,0,1.5590000000000004,94810,0,48,0.6,2514.5261204223557,False,0.20471092208985334,0,11.585,-52067.5,246,0,0.0,7582.833844381581,True,-1.6053958727137079,0,0.37100000000000005,114966,0,419,0.0,22625.999999999993,False,0.1048224815832298,9,11.495000000000001,61862,1217,0,0.0,63753.714344875145,False,-0.17987316337610837,0.325,480624,0.0,0.1,11,0,0,3,4,4.0,0,3,12,54.0,33.0,3,11,12,872,0.48783534206449986,232.11161326617002
128,12,0,0,0,10.0,0,,17.651312820902852,0,,30.660221328762347,1,14.0,52.38596084213241,0,,53.999999999999986,20,54.0,0,4.097000000000001,17697,1290,0,0.0,12900.0,False,-0.4038513763732873,0,0.24500000000000002,58358,0,171,0.2,3018.374492374388,False,0.47801968266108374,0,0.2,64438,0,10,0.0,306.6022132876235,False,0.01248218679589015,0,1.1090000000000002,68507,254,185,1.0,10155.57440233036,False,0.153456966865196,0,1.5590000000000004,94796,0,49,0.1,2566.9120812644883,False,0.2048638255474743,0,11.585,-52067.5,246,0,0.0,7542.414446875538,True,-1.605649308109329,0,0.37100000000000005,115452,0,410,0.0,22139.999999999993,False,0.10694850303592364,11,11.596,61638,1217,0,0.0,63753.714344875145,False,-0.18183295269875618,0.1625,480886,0.0,0.1,4,0,0,3,4,4.0,0,3,8,54.0,27.0,3,9,8,500,0.44833022356033325,232.55994348973036
129,8,0,0,0,10.0,0,,17.592922111023803,1,10.0,30.48138202906018,1,14.0,52.57371479484863,5,56.0,53.99999999999999,20,54.0,0,4.097,17697,1290,0,0.0,12900.0,False,-0.4038513763732873,0,0.24500000000000002,58368,0,170,0.0,2990.7967588740466,False,0.477926141943884,0,0.2,64438,0,10,0.0,304.81382029060177,False,0.012468170078302355,0,1.1090000000000002,68511,245,194,1.0,10223.654030838507,False,0.1540532489289013,0,1.5590000000000004,95062,0,45,0.1,2365.8171657681883,False,0.20693864769176093,0,11.585,-52067.5,246,0,0.0,7498.419979148804,True,-1.605925159705875,0,0.37100000000000005,115884,0,402,0.0,21707.999999999996,False,0.1088382998827626,12,11.705000000000002,61081,1222,0,0.0,64245.07947930502,False,-0.1845566874341414,0.1375,481041,0.0,0.1,6,0,0,3,5,5.0,0,3,3,39.0,30.0,3,5,3,736,0.3729083053767681,232.93285179510713
130,3,0,0,0,10.0,0,,17.592922111023803,0,,30.48138202906018,0,,52.93671558573311,7,57.42857142857143,53.99999999999999,20,54.0,0,4.097000000000001,17697,1290,0,0.0,12900.0,False,-0.4038513763732873,0,0.24500000000000002,58368,0,170,0.0,2990.7967588740466,False,0.477926141943884,0,0.2,64438,0,10,0.0,304.81382029060177,False,0.012468170078302355,0,1.1090000000000002,68511,235,204,1.0,10352.53863001887,False,0.15506339548568762,0,1.5590000000000004,95464,0,38,0.0,2011.5951922578583,False,0.20975882016138012,0,11.585,-52067.5,246,0,0.0,7498.419979148804,True,-1.605925159705875,0,0.37100000000000005,116586,0,389,0.0,21005.999999999996,False,0.11190921975887592,7,11.763000000000003,60579,1229,0,0.0,65059.22345486599,False,-0.1853872182589985,0.125,481643,0.0,0.1,9,0,0,1,2,2.0,0,1,1,18.0,6.0,1,2,1,1104,0.3050395669415593,233.23789136204869
131,1,0,0,0,10.0,0,,17.592922111023803,0,,30.48138202906018,0,,53.10831343260176,5,56.0,53.999999999999986,20,54.0,0,4.097000000000001,17697,1290,0,0.0,12900.0,False,-0.4038513763732873,0,0.24500000000000002,58368,0,170,0.0,2990.7967588740466,False,0.477926141943884,0,0.2,64438,0,10,0.0,304.81382029060177,False,0.012468170078302355,0,1.1090000000000002,68511,225,214,1.0,10481.423229199234,False,0.15607354204247373,0,1.5590000000000004,95744,0,33,0.0,1752.5743432758582,False,0.21164600242827497,0,11.584999999999999,-52067.5,246,0,0.0,7498.419979148804,True,-1.605925159705875,0,0.37100000000000005,117072,0,380,0.0,20519.999999999996,False,0.11403524121156976,11,11.866000000000003,60059,1234,0,0.0,65535.658775830576,False,-0.18785254870675522,0.125,481889,0.0,0.1,5,0,0,0,5,5.0,0,0,0,0.0,3.0,0,1,0,766,0.1860710820183158,233.423962444067
