index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
109,35,0,0,0,10.0,20,10.0,25.39284437408095,6,25.0,12.131790168287331,1,12.0,33.56408480188872,4,50.0,43.00000000000001,0,,0,3.728000000000001,57252,49,24,1.0,1099.428264977943,False,0.38842963494725025,0,0.2,30981,1065,0,0.0,10650.0,False,-0.12790949052388845,1,2.2440000000000007,29710,731,0,0.0,18562.169237453174,False,-0.2507333995901807,0,3.0799999999999996,27607,723,0,0.0,18359.02648246053,False,-0.2930972301306662,0,2.9000000000000012,74529,0,2,0.1,67.12816960377744,False,0.01618485975879926,0,1.6040000000000005,79852,0,13,0.0,436.3331024245533,False,0.09124588144752668,0,0.5780000000000001,86288,0,422,1.0,18146.000000000004,False,0.0013651017000766558,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,481450,0.0,0.0,9,0,0,18,1,1.0,14,32,29,297.0,123.0,19,16,29,550,1.9792090132832527,231.07598257157952
110,29,0,0,0,10.0,20,10.0,25.39284437408095,0,,12.1295428643762,1,12.0,32.62170136474586,7,20.857142857142858,43.00000000000001,0,,0,3.728000000000001,57182,46,34,1.0,1323.3567087187523,False,0.389437639123715,0,0.2,30851,1078,0,0.0,10780.0,False,-0.12947082702793591,1,2.2530000000000006,29694,731,0,0.0,18562.169237453174,False,-0.2510408613015895,0,3.0799999999999996,27607,723,0,0.0,18359.02648246053,False,-0.2930972301306662,4,2.9400000000000013,74453,0,1,0.1,32.62170136474586,False,0.014913946857681463,0,1.6040000000000003,79901,0,12,0.0,391.4604163769503,False,0.09160790743698086,0,0.5780000000000001,86142,0,429,0.7,18447.000000000004,False,0.0014123552204639246,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.22499999999999998,481061,0.0,0.0,7,0,0,21,3,2.6,9,30,32,246.0,47.0,17,12,32,249,2.312900550663471,233.388883122243
111,32,0,0,0,10.0,20,10.0,25.368249986173467,10,25.0,12.33208988560623,19,12.894736842105264,32.61122659073484,8,32.5,43.0,8,43.0,0,3.728000000000001,57342,45,34,1.0,1312.5204995298977,False,0.3931507830646621,0,0.2,30741,1089,0,0.0,10890.0,False,-0.1307919579159761,18,2.4320000000000004,29156,741,0,0.0,18797.87323975454,False,-0.25911457522478776,1,3.0900000000000003,27591,723,0,0.0,18341.244740003418,False,-0.29357554199731534,7,3.006000000000001,74199,7,10,1.0,412.43689510659203,False,0.014040455843997266,0,1.6040000000000003,79877,0,14,0.2,456.5571722702877,False,0.09172441003250623,0,0.5780000000000001,86226,0,429,0.8,18447.0,False,0.00229442093435961,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,480363,0.0,0.0,10,0,0,19,5,4.75,12,31,29,294.0,72.0,18,14,29,794,2.149936381727457,235.53881950397044
112,29,0,0,0,10.0,20,10.0,25.319374031595522,22,25.0,12.31735246956965,3,12.0,32.43454510656863,11,31.09090909090909,43.0,10,43.0,0,3.728000000000001,57802,44,22,1.0,997.0262286951015,False,0.4004110666173657,0,0.2,30631,1100,0,0.0,11000.0,False,-0.13211308880401623,2,2.434,28848,752,0,0.0,19040.169271759834,False,-0.2627051896485344,1,3.0990000000000006,27300,734,0,0.0,18584.420539191113,False,-0.2968310253925795,0,2.9990000000000006,74321,0,12,0.9,389.2145412788235,False,0.01554490317736857,0,1.604,80061,0,11,0.1,356.7799961722549,False,0.09355216351735784,0,0.5780000000000001,86314,1,429,1.0,18479.434545106567,False,0.0033887838262045694,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,480508,0.0,0.0,15,0,0,21,3,3.0,11,32,28,294.0,48.0,18,11,28,1522,2.0959505550563335,237.63477005902678
113,28,0,0,0,10.0,20,10.0,25.406847503866267,22,26.0,12.312220740955572,1,12.0,32.8736943890136,27,34.25925925925926,43.0,0,,0,3.728000000000001,58294,42,10,1.0,674.0684750386627,False,0.4083503696168559,0,0.2,30511,1112,0,0.0,11120.0,False,-0.13355432250006005,1,2.4420000000000006,28546,763,0,0.0,19385.424645449963,False,-0.2651912541992547,0,3.0980000000000003,27014,745,0,0.0,18928.10139038037,False,-0.29902475652510263,4,3.0390000000000006,74698,0,1,0.1,32.8736943890136,False,0.01825467594132205,0,1.6040000000000003,80441,0,0,0.0,0.0,False,0.09629982964224872,0,0.5780000000000001,85389,18,439,1.0,19468.726499002245,False,-0.001130270085359535,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,480124,0.0,0.0,11,0,0,18,2,1.2666666666666666,11,29,29,255.0,99.0,15,13,29,1202,1.98130417522043,239.6160742342472
114,29,0,0,0,10.0,20,10.0,25.379734630174525,11,25.0,12.30671003454198,1,12.0,33.48821006972305,4,49.0,43.0,0,,1,3.738000000000001,58428,44,10,1.0,693.7973463017453,False,0.4118060741550976,0,0.2,30431,1120,0,0.0,11200.0,False,-0.13451514496408926,1,2.4510000000000005,28255,774,0,0.0,19643.91460375508,False,-0.2682995964204243,0,3.0980000000000003,27014,745,0,0.0,18907.90229948002,False,-0.29921883299563773,0,3.0350000000000006,74698,0,1,0.0,33.48821006972305,False,0.01825886344170163,4,1.644,80469,0,1,0.1,33.48821006972305,False,0.09690963005158237,0,0.5780000000000001,85193,12,449,1.0,19708.858520836675,False,-0.0019276363745173012,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,479719,0.0,0.0,7,0,0,16,3,2.090909090909091,14,30,33,243.0,98.0,16,13,33,200,1.9266142873093486,241.54268852155656
115,33,0,0,0,10.0,20,10.0,25.011907800439413,54,24.0,12.289667875880546,3,12.0,33.93863125845974,9,38.666666666666664,43.0,11,43.0,44,4.177000000000001,58216,42,10,1.0,670.1190780043942,False,0.40642933244462537,0,0.2,30311,1132,0,0.0,11320.0,False,-0.13595637866013308,1,2.4600000000000004,26943,828,0,0.0,20709.859658763835,False,-0.28326966641592044,2,3.1180000000000003,26981,745,0,0.0,18633.871311327362,False,-0.3024859114190573,0,3.0350000000000006,74674,0,3,0.2,101.81589377537924,False,0.01839738258109285,8,1.7200000000000002,80469,0,1,0.1,33.93863125845974,False,0.09691269936121615,0,0.5780000000000001,85318,11,448,1.0,19637.324943843058,False,-0.0009906178458534258,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,478143,0.0,0.0,9,0,0,16,8,7.111111111111112,4,20,31,222.0,133.0,14,19,31,673,3.422192443162203,244.96488096471876
116,31,0,0,0,10.0,20,10.0,25.06329045256643,10,26.0,12.001170701237736,16,11.125,34.60010294863478,4,50.0,43.0,0,,0,4.133,58386,41,10,1.0,660.6329045256643,False,0.410398896309549,0,0.2,30201,1143,0,0.0,11430.0,False,-0.13727750954817325,16,2.6190000000000007,26644,828,0,0.0,20752.404494725004,False,-0.28860657877048934,0,3.1159999999999997,26721,755,0,0.0,18922.784291687654,False,-0.3047062367485189,0,3.0350000000000006,74662,0,4,0.1,138.4004117945391,False,0.01848313738871921,3,1.7420000000000004,80386,5,10,1.0,406.0068829925365,False,0.09831691232022176,0,0.5780000000000001,85118,5,458,1.0,19867.000514743173,False,-0.0018848877217335729,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,477349,0.0,0.0,8,0,0,15,4,3.75,9,24,37,246.0,130.0,17,14,37,460,2.489922127686441,247.4548030924052
117,37,0,0,0,10.0,20,10.0,25.06329045256643,0,,12.001131764198684,2,12.0,34.197703739737754,11,31.0,42.99999999999999,11,43.0,0,4.133000000000001,58276,42,20,1.0,921.2658090513287,False,0.4108869089026366,0,0.2,30111,1152,0,0.0,11520.0,False,-0.1383584348202061,1,2.6130000000000004,26628,828,0,0.0,20752.404494725004,False,-0.2889140404818981,1,3.126,26705,755,0,0.0,18922.784291687654,False,-0.3050136984599276,6,3.0950000000000006,74708,0,1,0.1,34.197703739737754,False,0.01839998435257066,0,1.7390000000000005,80423,0,15,0.6,512.9655560960663,False,0.09955002082518605,0,0.5780000000000001,85250,6,457,1.0,19856.186222438424,False,-0.0005555637216956167,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3375,477332,0.0,0.0,13,0,0,17,3,3.0,6,23,38,291.0,130.0,17,20,38,918,2.327715538442135,249.78251863084733
118,38,0,0,0,10.0,20,10.0,25.079250684415214,3,26.0,12.00109143028754,2,12.0,33.56453254509815,9,27.333333333333332,42.99999999999999,8,43.0,0,4.133000000000001,58234,44,27,1.0,1117.139768479211,False,0.4122305465696142,0,0.2,30031,1160,0,0.0,11600.0,False,-0.1393192572842353,1,2.6220000000000008,26612,828,0,0.0,20765.619566695797,False,-0.2890945294231654,1,3.135,26611,758,0,0.0,19010.072018786734,False,-0.3059813599532395,5,3.139000000000001,74597,0,1,0.1,33.56453254509815,False,0.016882892896389126,0,1.7390000000000003,80561,0,13,0.1,436.338923086276,False,0.10090861276379057,0,0.5780000000000001,85348,5,459,1.0,19904.822662725488,False,0.0007288732803682188,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,477225,0.0,0.0,11,0,0,19,3,2.8333333333333335,6,25,42,279.0,105.0,18,20,42,772,2.6789719546213746,252.4614905854687
119,42,0,0,0,10.0,20,10.0,25.139017162508726,11,26.0,12.217882707606865,14,13.0,34.280564425553294,4,50.0,42.99999999999999,0,,0,4.133000000000001,58390,47,26,1.0,1123.6144462252269,False,0.4160555168771496,0,0.2,29961,1167,0,0.0,11670.0,False,-0.14015997694026086,0,2.6210000000000004,26612,828,0,0.0,20815.106210557224,False,-0.2886190529164932,14,3.2740000000000005,26115,769,0,0.0,19331.90419796921,False,-0.31242045198822793,3,3.1640000000000006,74680,0,0,0.0,0.0,False,0.01778534923339012,0,1.7390000000000003,80379,4,23,1.0,837.3245126181532,False,0.10116064403828387,0,0.5780000000000001,85148,0,468,0.9,20123.999999999996,False,-0.0002205164284739213,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3625,476516,0.0,0.0,7,0,0,18,2,1.75,6,24,36,357.0,114.0,24,18,36,486,3.0409620366990566,255.50245262216777
120,36,0,0,0,10.0,20,10.0,25.139017162508726,0,,12.214193343734388,1,12.0,35.177457180130226,5,50.0,43.0,4,43.0,0,4.133000000000001,58260,50,36,1.0,1405.0046178503142,False,0.4163124188447348,0,0.2,29891,1174,0,0.0,11740.0,False,-0.14100069659628642,1,2.6310000000000002,26596,828,0,0.0,20815.106210557224,False,-0.288926514627902,0,3.2600000000000007,26115,769,0,0.0,19331.90419796921,False,-0.31242045198822793,5,3.211000000000001,74716,0,1,0.1,35.177457180130226,False,0.018515689657104845,0,1.7390000000000003,80379,0,27,0.4,949.7913438635161,False,0.1019270278968554,0,0.5780000000000001,85070,0,469,0.5,20167.0,False,-0.0008138106288918524,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,476258,0.0,0.0,7,0,0,16,3,3.0,4,20,32,303.0,122.0,20,16,32,372,2.8110537780448794,258.31350640021265
121,32,0,0,0,10.0,20,10.0,25.313408827082718,30,26.2,12.206425860629803,2,12.0,34.77284850941206,18,33.0,43.0,13,43.0,0,4.133000000000002,58946,50,16,1.0,905.0145412333235,False,0.4267855028852697,0,0.2,29791,1184,0,0.0,11840.0,False,-0.14220172467632294,1,2.6400000000000006,26580,828,0,0.0,20959.50250882449,False,-0.2878465909334875,1,3.270000000000001,25313,799,0,0.0,20225.41365283909,False,-0.319246971955273,0,3.206000000000001,74704,0,2,0.1,69.54569701882411,False,0.01858634205804991,0,1.7390000000000003,80961,0,10,0.1,347.7284850941206,False,0.10575624180643353,0,0.5780000000000001,85035,8,466,1.0,20316.182788075297,False,-0.0003980700188210922,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,476561,0.0,0.0,15,0,0,15,2,2.0,4,19,32,297.0,99.0,19,13,32,2139,2.3667322928085923,260.68023869302124
122,32,0,0,0,10.0,20,10.0,25.416433642467876,29,26.0,12.198430460949277,2,12.0,34.38862449517043,9,30.666666666666668,43.00000000000001,11,43.0,13,4.263000000000001,59301,49,10,1.0,744.1643364246788,False,0.4333809461269809,0,0.2,29681,1195,0,0.0,11950.0,False,-0.1435228555643631,2,2.6590000000000007,26391,834,0,0.0,21197.305657818208,False,-0.2891936273005033,0,3.2690000000000006,24715,822,0,0.0,20892.308454108595,False,-0.3243307091401776,3,3.236000000000001,74655,0,1,0.1,34.38862449517043,False,0.01767896848037586,0,1.7390000000000003,81145,0,7,0.1,240.72037146619303,False,0.10753472144099617,0,0.5780000000000001,85232,7,465,1.0,20235.720371466196,False,0.0012481249355051833,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,476351,0.0,0.0,13,0,0,13,6,4.766666666666667,4,17,35,261.0,93.0,17,15,35,1155,2.315448853187263,262.9956875462085
123,35,0,0,0,10.000000000000002,20,10.0,25.454095443710692,12,26.0,12.198430460949277,0,,34.244821364400295,10,33.0,43.00000000000001,8,43.0,2,4.270000000000001,59481,48,10,1.0,734.5409544371071,False,0.43758906769519235,0,0.2,29571,1206,0,0.0,12060.000000000002,False,-0.14484398645240326,0,2.6570000000000005,26079,846,0,0.0,21534.164745379247,False,-0.2919525284365645,0,3.269,24715,822,0,0.0,20923.26645473019,False,-0.32403325914477427,9,3.323000000000001,74594,0,0,0.0,0.0,False,0.01661328790459966,0,1.7390000000000003,81145,0,7,0.0,239.71374955080205,False,0.10752786200716052,0,0.5780000000000001,85246,7,467,1.0,20320.713749550807,False,0.0018413843682771724,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,476062,0.0,0.0,10,0,0,15,4,2.9166666666666665,5,20,32,300.0,120.0,20,15,32,544,2.3289862843230367,265.32467383053154
124,32,0,0,0,10.000000000000002,20,10.0,25.441096269000116,14,25.285714285714285,12.190243126350964,2,12.0,34.89405810939066,4,49.0,43.00000000000001,11,43.0,4,4.308000000000001,59609,52,10,1.0,774.4109626900013,False,0.441142549574716,0,0.2,29511,1212,0,0.0,12120.000000000002,False,-0.14556460330042517,2,2.6770000000000005,25796,856,0,0.0,21777.5784062641,False,-0.295051995558484,0,3.2690000000000006,24611,826,0,0.0,21014.345518194095,False,-0.32515665637123986,0,3.314000000000001,74582,0,1,0.1,34.89405810939066,False,0.016687523394271736,0,1.7390000000000005,81329,0,4,0.1,139.57623243756265,False,0.10935316001661034,0,0.5780000000000001,85523,1,466,1.0,20072.894058109396,False,0.0034489507519054018,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,476192,0.0,0.0,13,0,0,15,4,3.2,4,19,31,282.0,115.0,19,13,31,921,2.472262422554195,267.79693625308573
125,31,0,0,0,10.000000000000002,20,10.0,25.180670990592702,36,24.0,12.181903754272945,2,12.0,33.73790801378499,13,26.46153846153846,43.000000000000014,12,43.0,26,4.564000000000001,59709,53,10,1.0,781.8067099059272,False,0.44363343073558076,0,0.2,29421,1221,0,0.0,12210.000000000002,False,-0.14664552857245802,0,2.6750000000000003,24932,892,0,0.0,22461.15852360869,False,-0.3050869682006889,2,3.289,24578,826,0,0.0,20799.234238229572,False,-0.3278576237223085,8,3.394000000000002,74377,0,1,0.1,33.73790801378499,False,0.01388577790810069,0,1.7390000000000005,81517,0,1,0.1,33.73790801378499,False,0.1111941254379133,0,0.5780000000000001,85695,4,464,1.0,20086.95163205515,False,0.005328893070823381,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,475460,0.0,0.0,11,0,0,15,6,5.194444444444445,4,19,26,312.0,96.0,19,12,26,916,2.3872979804873466,270.1842342335731
126,26,0,0,0,10.0,20,10.0,25.07295072494355,18,24.0,12.181903754272945,0,,34.46604490081124,4,50.0,43.000000000000014,10,43.0,8,4.618000000000001,59843,56,10,1.0,810.7295072494355,False,0.4471995569077062,0,0.2,29351,1228,0,0.0,12280.0,False,-0.14748624822848358,0,2.6750000000000007,24500,910,0,0.0,22816.38515969863,False,-0.3099753534877819,0,3.287,24578,826,0,0.0,20710.25729880337,False,-0.32871253003705525,3,3.4160000000000017,74460,0,0,0.0,0.0,False,0.014787052810902895,0,1.7390000000000003,81517,0,1,0.0,34.46604490081124,False,0.11119908718842128,0,0.5780000000000001,85925,0,462,0.8,19866.000000000007,False,0.006583990507292793,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.225,475405,0.0,0.0,9,0,0,10,2,1.1944444444444444,4,14,30,222.0,49.0,14,12,30,630,2.0423926478251815,272.22662688139826
127,30,0,0,0,10.0,20,10.0,25.07295072494355,0,,12.177579174578751,1,12.0,35.72964794536328,17,41.705882352941174,43.0,10,43.0,0,4.610000000000001,59753,55,20,1.0,1051.459014498871,False,0.44792893534263983,0,0.2,29241,1239,0,0.0,12390.0,False,-0.14880737911652375,0,2.6750000000000007,24500,910,0,0.0,22816.38515969863,False,-0.3099753534877819,1,3.2970000000000006,24562,826,0,0.0,20710.25729880337,False,-0.32901999174846397,5,3.463000000000001,74495,0,1,0.1,35.72964794536328,False,0.015507527413596938,11,1.8490000000000004,81480,0,0,0.0,0.0,False,0.11045996592844974,0,0.5780000000000001,85646,7,462,1.0,20116.107535617542,False,0.004967434635872471,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,474908,0.0,0.0,10,0,0,15,6,5.75,1,16,29,258.0,42.0,16,14,29,630,2.291226084344089,274.51785296574235
128,29,0,0,0,10.0,20,10.0,25.07295072494355,0,,12.168668244160072,2,12.0,36.35238837736249,4,50.0,42.99999999999999,11,43.0,0,4.610000000000001,59633,57,30,1.0,1322.1885217483064,False,0.44829800535356235,0,0.2,29161,1247,0,0.0,12470.0,False,-0.14976820158055296,1,2.6850000000000005,24484,910,0,0.0,22816.38515969863,False,-0.31028281519919065,1,3.306000000000001,24546,826,0,0.0,20710.25729880337,False,-0.32932745345987274,0,3.458000000000001,74483,0,2,0.1,72.70477675472497,False,0.015595943964257031,4,1.8780000000000003,81512,0,1,0.1,36.35238837736249,False,0.11114379821722221,0,0.5780000000000001,85919,1,461,1.0,19859.35238837736,False,0.006486083252183425,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,474969,0.0,0.0,11,0,0,12,3,3.0,4,16,34,213.0,113.0,16,13,34,673,2.5912666022777557,277.1091195680201
129,34,0,0,0,10.0,20,10.0,25.07295072494355,0,,12.168668244160072,0,,36.84339353503571,16,39.375,42.99999999999999,8,43.0,0,4.610000000000001,59533,57,40,1.0,1572.918028997742,False,0.44890728098049215,0,0.2,29061,1257,0,0.0,12570.0,False,-0.15096922966058945,0,2.6840000000000006,24484,910,0,0.0,22816.38515969863,False,-0.31028281519919065,0,3.3050000000000006,24546,826,0,0.0,20710.25729880337,False,-0.32932745345987274,3,3.488000000000001,74612,0,0,0.0,0.0,False,0.016858603066439524,10,1.9740000000000004,81502,0,0,0.0,0.0,False,0.11075979557069847,0,0.5780000000000001,85633,7,463,1.0,20166.903754745246,False,0.005097624485436784,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,474602,0.0,0.0,10,0,0,17,3,2.5,3,20,36,270.0,68.0,20,14,36,594,2.747164437547326,279.85628400556743
130,36,0,0,0,10.0,20,10.0,25.06426441522795,24,25.0,12.164093673380256,1,12.0,35.317936473615404,7,16.0,42.999999999999986,13,43.0,0,4.610000000000001,60063,54,26,1.0,1191.6708747959267,False,0.45705929325257527,0,0.2,28931,1270,0,0.0,12700.0,False,-0.15253056616463692,0,2.6840000000000006,24184,922,0,0.0,23109.251790840168,False,-0.31323380742481444,1,3.315000000000001,24230,838,0,0.0,21003.85357996102,False,-0.33257889678932123,7,3.555000000000001,74451,0,0,0.0,0.0,False,0.014664395229982963,0,1.9640000000000004,81490,0,1,0.1,35.317936473615404,False,0.1108369194989684,0,0.5780000000000001,86080,4,460,1.0,19921.271745894453,False,0.008501810050794666,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,474660,0.0,0.0,12,0,0,17,2,2.0,3,20,39,315.0,108.0,20,16,39,1359,2.262441427446902,282.11872543301433
131,39,0,0,0,10.0,20,10.0,25.06090689669037,10,25.0,12.164093673380256,0,,33.35569210835996,11,18.0,42.99999999999999,11,43.0,0,4.610000000000001,60213,54,26,1.0,1191.5835793139495,False,0.4606613290494338,0,0.2,28831,1280,0,0.0,12800.0,False,-0.15373159424467345,0,2.6840000000000006,24184,922,0,0.0,23106.15615874852,False,-0.3132635508104641,0,3.3140000000000005,23980,848,0,0.0,21251.649048393432,False,-0.33500212294247167,11,3.6580000000000004,74220,0,0,0.0,0.0,False,0.01151618398637138,0,1.9640000000000004,81490,0,1,0.0,33.35569210835996,False,0.11082354815746756,0,0.5780000000000001,86355,5,459,1.0,19903.778460541795,False,0.011297678594899762,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,474504,0.0,0.0,11,0,0,12,1,1.0,8,20,41,360.0,177.0,20,19,41,923,1.8829276384785771,284.0016530714929
132,41,0,0,0,10.0,20,10.0,24.807711690749926,54,24.0,12.159293332094595,1,12.0,33.35569210835996,0,,42.999999999999986,5,43.0,28,4.8900000000000015,60697,52,10,1.0,768.0771169074992,False,0.4672008493299164,0,0.2,28711,1292,0,0.0,12920.0,False,-0.15517282794071727,1,2.6940000000000004,22872,976,0,0.0,24212.326610171927,False,-0.3278471280177181,0,3.314000000000001,23980,848,0,0.0,21036.939513755937,False,-0.33706509047295363,0,3.6470000000000007,74220,0,0,0.0,0.0,False,0.01151618398637138,0,1.964,81478,0,2,0.1,66.71138421671992,False,0.11088730074423667,0,0.5780000000000001,86570,0,459,0.5,19736.999999999993,False,0.012679694637250475,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2,473759,0.0,0.0,10,0,0,14,3,2.5555555555555554,5,19,38,297.0,186.0,19,22,38,847,3.0713862450793386,287.07303931657225
133,38,0,0,0,10.0,20,10.0,24.868815470891814,11,26.0,12.154278647849434,1,12.0,34.709892889605904,8,49.5,42.999999999999986,11,43.0,1,4.872000000000002,60822,56,10,1.0,808.6881547089181,False,0.47069116949759693,0,0.2,28651,1298,0,0.0,12980.0,False,-0.15589344478873915,0,2.693000000000001,22586,987,0,0.0,24545.520869770222,False,-0.33014161619391014,1,3.3240000000000007,23964,848,0,0.0,21088.75551931626,False,-0.3368746947547392,4,3.6870000000000007,74252,0,1,0.1,34.709892889605904,False,0.012188823801632716,2,1.9840000000000004,81596,0,0,0.0,0.0,False,0.11204088586030664,0,0.5780000000000001,86647,0,456,0.8,19607.999999999993,False,0.012810954416104,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2375,473749,0.0,0.0,11,0,0,15,4,2.590909090909091,7,22,39,336.0,107.0,22,16,39,673,2.0372529961168766,289.1102923126891
134,39,0,0,0,10.0,20,10.0,24.940140698484697,13,26.0,12.149064565284382,1,12.0,32.350136435681655,13,16.76923076923077,42.99999999999999,11,43.0,3,4.901000000000002,60987,57,10,1.0,819.401406984847,False,0.4747832313298365,0,0.2,28561,1307,0,0.0,13070.0,False,-0.15697437006077203,1,2.7030000000000003,22232,1000,0,0.0,24940.140698484698,False,-0.3331526288121918,0,3.3230000000000013,23964,848,0,0.0,21149.239312315025,False,-0.3362935556763675,4,3.723000000000001,74174,0,1,0.1,32.350136435681655,False,0.01110971132153784,8,2.0620000000000003,81384,0,0,0.0,0.0,False,0.10915161839863714,0,0.5780000000000001,86902,3,455,1.0,19662.05040930704,False,0.015772439695619252,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,473435,0.0,0.0,11,0,0,14,5,4.030769230769231,9,23,38,354.0,96.0,23,16,38,673,1.81849779561162,290.92879010830075
135,38,0,0,0,10.0,20,10.0,24.940140698484697,0,,12.13865137628062,2,12.0,30.72554713779073,20,23.5,42.99999999999999,9,43.0,0,4.8980000000000015,60917,54,20,1.0,1038.802813969694,False,0.47573686452366865,0,0.2,28431,1320,0,0.0,13200.0,False,-0.1585357065648195,2,2.7220000000000004,22199,1000,0,0.0,24940.140698484698,False,-0.33378676859197237,0,3.323000000000001,23964,848,0,0.0,21149.239312315025,False,-0.3362935556763675,8,3.799000000000001,73969,0,1,0.1,30.72554713779073,False,0.008304773745402293,11,2.1640000000000006,81220,0,1,0.1,30.72554713779073,False,0.10712589810656073,0,0.5780000000000001,86819,13,456,1.0,20007.432112791277,False,0.016714263804807703,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,472750,0.0,0.0,7,0,0,18,6,5.75,5,23,36,324.0,105.0,23,15,36,587,2.240607563406229,293.169397671707
136,36,0,0,0,10.0,20,10.0,24.99450634426676,16,25.625,12.133471431312165,1,12.0,29.419801180505353,12,18.75,42.99999999999999,9,43.0,0,4.8980000000000015,61217,55,14,1.0,899.9230888197346,False,0.48127504850735914,0,0.2,28341,1329,0,0.0,13290.0,False,-0.15961663183685235,1,2.730000000000001,21773,1016,0,0.0,25394.418445775027,False,-0.3376081549820805,0,3.3230000000000004,23964,848,0,0.0,21195.341379938214,False,-0.33585059878227663,10,3.891000000000001,73708,0,1,0.1,29.419801180505353,False,0.0047388061409234265,0,2.1530000000000005,81269,0,0,0.0,0.0,False,0.10758432708688245,0,0.5780000000000001,86981,15,457,1.0,20092.297017707577,False,0.018860964484818898,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,472484,0.0,0.0,13,0,0,14,3,2.75,5,19,41,282.0,125.0,19,17,41,1046,1.7102718828245997,294.8796695545316
