index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
107,29,0,0,0,10.0,20,10.0,21.11691575245823,22,26.227272727272727,35.02282185040207,0,,29.346030011861462,16,24.5,48.0,0,,0,2.2250000000000005,53147,14,81,1.0,1850.4701759491165,False,0.6451831651192551,5,11.257000000000001,4364,1075,0,0.0,10750.0,False,-0.7036845468098701,0,0.20900000000000002,47210,708,262,1.0,24126.755677545767,False,0.22142634847454834,0,8.714000000000002,-57065.0,675,0,0.0,14253.918132909304,True,-2.0290562342059295,0,0.2,53454,46,559,1.0,18015.480581749052,False,0.137570851075882,12,6.188000000000001,18106,661,0,0.0,23150.085243115765,False,-0.4594404709412493,0,0.37100000000000005,80690,102,297,1.0,17249.29506120987,False,0.184528687028089,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332651,0.0,0.1,7,0,0,10,2,2.0,5,15,32,225.0,162.0,15,14,32,915,5.324360375991091,544.3523667170666
108,32,0,0,0,10.0,20,10.0,21.51760017950402,22,24.90909090909091,35.02282185040207,0,,29.346030011861462,0,,48.00000000000001,5,48.0,0,2.2250000000000005,53615,12,69,1.0,1604.7144123857772,False,0.655683731590741,0,11.252000000000002,4244,1087,0,0.0,10870.0,False,-0.7055100861046034,0,0.20900000000000002,46662,720,272,1.0,25018.879672552255,False,0.21932574670862445,0,8.714,-57065.0,675,0,0.0,14524.380121165212,True,-2.026269575078664,0,0.2,53454,36,569,1.0,17958.712663363647,False,0.1370539143964782,0,6.176000000000002,18106,661,0,0.0,23150.085243115765,False,-0.4594404709412493,0,0.37100000000000005,80930,92,302,1.0,17195.834761091257,False,0.18735716211383965,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332691,0.0,0.1,9,0,0,8,0,0.0,7,15,27,255.0,126.0,15,17,27,988,3.558578936033882,547.9109456531005
109,27,0,0,0,10.0,20,10.0,21.59620099413597,34,22.029411764705884,35.02282185040207,0,,28.911042270818417,5,15.0,48.00000000000001,10,48.0,0,2.2250000000000005,54094,13,60,1.0,1425.7720596481581,False,0.6675354011569075,15,11.402000000000003,3879,1096,0,0.0,10960.0,False,-0.7152462956765144,0,0.20900000000000002,45913,744,282,1.0,25944.009301450547,False,0.2134232742071643,0,8.714000000000002,-57065.0,675,0,0.0,14577.43567104178,True,-2.02572292623803,0,0.2,53529,26,574,1.0,17505.531631560225,False,0.13429310511728915,0,6.176000000000002,18106,661,0,0.0,23150.085243115765,False,-0.4594404709412493,0,0.37100000000000005,81335,87,302,1.0,17011.260677561204,False,0.19150449382343201,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,332536,0.0,0.1,9,0,0,7,3,3.0,7,14,25,207.0,69.0,14,13,25,1344,4.116990266018547,552.027935919119
110,25,0,0,0,10.0,20,10.0,20.831016154656204,15,10.666666666666666,35.76022151160257,42,39.0,28.032883047747188,10,15.0,48.00000000000001,0,,0,2.2250000000000005,53974,15,70,1.0,1608.1711308259344,False,0.6666591281654234,15,11.537000000000003,3524,1104,0,0.0,11040.0,False,-0.7248303769738643,0,0.20900000000000002,47391,749,250,1.0,24542.48647773814,False,0.22943956558830103,0,8.714,-57065.0,675,0,0.0,14060.935904392938,True,-2.031044593797468,0,0.2,52824,36,579,1.0,17518.407259063315,False,0.12157069333305998,5,6.226000000000002,17138,683,0,0.0,24424.231292424556,False,-0.46546740645785173,0,0.37100000000000005,81185,87,312,1.0,17414.860825154006,False,0.19219148834335087,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,331716,0.0,0.1,8,0,0,8,4,4.0,5,13,31,189.0,97.0,13,12,31,1913,3.8222714440198615,555.8502073631389
111,31,0,0,0,10.0,20,10.0,20.32166639164734,10,10.5,35.86171233363665,5,40.0,27.591300716584467,5,15.0,48.00000000000001,0,,0,2.2250000000000005,53894,13,80,1.0,1755.7333113317873,False,0.6664699137635286,10,11.622000000000002,3244,1116,0,0.0,11160.0,False,-0.7315240210545532,0,0.20900000000000002,47486,749,255,1.0,24365.6647724212,False,0.22957534590773584,0,8.714000000000002,-57065.0,675,0,0.0,13717.124814361956,True,-2.034586992928186,0,0.2,52824,26,589,1.0,17183.680642742806,False,0.11852262550760188,5,6.271000000000001,16828,688,0,0.0,24672.85808554202,False,-0.46884918331079245,0,0.37100000000000005,81110,82,322,1.0,17718.486658759928,False,0.19321021378204492,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,331066,0.0,0.1,6,0,0,9,3,3.0,6,15,35,213.0,96.0,15,16,35,400,6.704674787004478,562.5548821501434
112,35,0,0,0,10.0,20,10.0,19.53792010261837,15,10.0,35.994837234915984,5,41.0,27.591300716584467,0,,48.00000000000001,0,,0,2.2250000000000005,53784,14,90,1.0,1898.4128092356532,False,0.6652936503063203,15,11.762000000000002,2869,1125,0,0.0,11250.0,False,-0.7415644871755864,0,0.20900000000000002,47541,754,260,1.0,24090.249438452403,False,0.2278710171287958,0,8.714,-57065.0,675,0,0.0,13188.096069267398,True,-2.040037750687568,0,0.2,52824,16,599,1.0,17103.106524992752,False,0.11778890621578594,0,6.266000000000002,16623,693,0,0.0,24944.422203796777,False,-0.47010979999456565,0,0.37100000000000005,81110,72,332,1.0,17922.573651594084,False,0.19456355785463111,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,330431,0.0,0.1,6,0,0,9,3,3.0,6,15,35,255.0,120.0,15,20,35,405,4.393884560966399,566.9487667111098
113,35,0,0,0,10.0,20,10.0,19.27702224477486,5,10.0,35.994837234915984,0,,27.235214200109255,14,23.857142857142858,48.00000000000001,0,,0,2.2250000000000005,53694,13,100,1.0,2057.702224477486,False,0.6649785837538791,5,11.797000000000004,2689,1136,0,0.0,11360.0,False,-0.7453676940396142,0,0.20900000000000002,47491,749,270,1.0,24157.095714763687,False,0.22752942337169962,0,8.714000000000002,-57065.0,675,0,0.0,13011.99001522303,True,-2.041852229483772,0,0.2,53083,6,600,1.0,16557.097543475047,False,0.11753385247573253,5,6.316000000000002,16513,693,0,0.0,24944.422203796777,False,-0.4721131510545205,0,0.37100000000000005,80776,76,342,1.0,18485.876279208307,False,0.19386928740473147,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,329926,0.0,0.1,7,0,0,9,2,2.0,4,13,28,209.0,111.0,13,22,28,459,3.406767791020684,570.3555345021305
114,28,0,0,0,10.0,20,10.0,19.827107372580898,26,23.307692307692307,36.10750983668393,4,41.0,27.235214200109255,0,,48.00000000000001,0,,0,2.2250000000000005,54080,14,94,1.0,2003.7480930226043,False,0.6759020916576293,10,11.892000000000001,2444,1145,0,0.0,11450.0,False,-0.7514528250220586,0,0.20900000000000002,47049,765,276,1.0,25133.409854949154,False,0.22848056642504494,0,8.714000000000002,-57065.0,675,0,0.0,13383.297476492105,True,-2.0380265261653876,0,0.2,53083,0,606,0.6,16504.53980526621,False,0.11705525429141661,0,6.311000000000002,16349,697,0,0.0,25166.934356168702,False,-0.47307373828796623,0,0.37100000000000005,80776,66,352,1.0,18693.524137207216,False,0.19524624432837243,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.45,329461,0.0,0.1,8,0,0,9,2,2.0,4,13,25,204.0,75.0,13,15,25,860,3.4475051159970462,573.8030396181275
115,25,0,0,0,10.0,20,10.0,20.120105860583845,23,22.304347826086957,36.10750983668393,0,,26.68953808405304,19,22.894736842105264,48.00000000000001,0,,0,2.2250000000000005,54393,13,91,1.0,1960.92963331313,False,0.6847739318056582,10,11.982000000000003,2179,1156,0,0.0,11560.0,False,-0.7578422125536253,0,0.20900000000000002,46536,778,286,1.0,25980.190172825834,False,0.22663400689113333,0,8.714000000000002,-57065.0,675,0,0.0,13581.071455894094,True,-2.035988795583023,0,0.2,53271,0,602,0.0,16067.101926599931,False,0.11649579229438274,15,6.461,15975,697,0,0.0,25166.934356168702,False,-0.4798851318918127,0,0.37100000000000005,80341,75,362,1.0,19377.715356303983,False,0.19401410695019952,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.375,328375,0.0,0.1,7,0,0,7,4,4.0,3,10,28,180.0,75.0,10,15,28,791,3.1334426919929683,576.9364823101205
116,28,0,0,0,10.0,20,10.0,19.86678948122898,5,11.0,36.15558905713951,2,40.0,26.886667701424678,16,28.5625,48.00000000000001,0,,0,2.2250000000000005,54323,10,101,1.0,2106.5457376041268,False,0.6848593686312127,5,12.022000000000002,1984,1169,0,0.0,11690.0,False,-0.7617975476922141,0,0.20900000000000002,46561,773,294,1.0,25986.771451789016,False,0.22721698248216507,0,8.714,-57065.0,675,0,0.0,13410.082899829562,True,-2.037750547108581,0,0.2,53553,0,596,0.1,16024.453950049108,False,0.12124329742523046,9,6.536000000000001,15737,698,0,0.0,25236.601161883376,False,-0.4835852593257506,0,0.37100000000000005,79884,81,372,1.0,20033.8200838154,False,0.19230394877929605,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.3875,327722,0.0,0.1,11,0,0,5,2,2.0,3,8,21,144.0,60.0,8,20,21,602,2.7656906889751554,579.7021729990956
117,21,0,0,0,10.0,20,10.0,19.293181359963558,10,10.0,36.61895965082272,25,39.31999999999999,26.886667701424678,0,,48.00000000000001,0,,0,2.2250000000000005,54243,8,111,1.0,2221.543130955955,False,0.6841747517411986,10,12.117000000000003,1699,1181,0,0.0,11810.0,False,-0.768643320047464,0,0.20900000000000002,47444,773,279,1.0,25130.318933831368,False,0.23658835037330375,0,8.714000000000002,-57065.0,675,0,0.0,13022.897417975402,True,-2.0417398469133756,0,0.2,53471,0,598,0.2,16078.227285451958,False,0.12023955785543049,0,6.527000000000001,14836,721,0,0.0,26402.26990824318,False,-0.48937978155967093,0,0.37100000000000005,79884,71,382,1.0,20244.953406801156,False,0.19370401855944322,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.4,327257,0.0,0.1,10,0,0,4,2,2.0,0,4,18,57.0,51.0,4,17,18,1183,1.3468365680309944,581.0490095671266
118,18,0,0,0,10.0,20,10.0,19.033713676995763,5,11.0,37.56128849013717,36,41.583333333333336,26.308107686364878,7,15.0,48.0,11,48.0,0,2.2250000000000005,54133,9,121,1.0,2393.0793549164873,False,0.6834374806784386,5,12.157000000000002,1544,1190,0,0.0,11900.0,False,-0.7719901420878085,0,0.20900000000000002,48886,768,253,1.0,24120.89809193745,False,0.25590275811837954,0,8.714,-57065.0,675,0,0.0,12847.75673197214,True,-2.0435443792040457,0,0.2,53266,0,603,0.5,15863.78893487802,False,0.11455333407589072,7,6.597,13390,752,0,0.0,28246.088944583153,False,-0.4989246653986381,0,0.37100000000000005,80307,68,381,1.0,20076.951322672812,False,0.19819996633116804,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.4375,327206,0.0,0.1,12,0,0,2,2,2.0,0,2,15,21.0,48.0,2,16,15,2225,1.1102781330118887,582.1592877001385
119,15,0,0,0,10.0,0,,19.033713676995763,0,,37.56128849013717,0,,26.622968531042627,2,47.0,48.0,0,,0,2.2250000000000005,54133,0,130,0.9,2474.3827780094493,False,0.684674335625543,0,12.152000000000005,1544,1190,0,0.0,11900.0,False,-0.7719901420878085,0,0.20900000000000002,48886,758,263,1.0,24306.173840068863,False,0.25781171529909397,0,8.714000000000002,-57065.0,675,0,0.0,12847.75673197214,True,-2.0435443792040457,0,0.2,53360,0,601,0.0,16000.40408715662,False,0.1175093254822305,0,6.590000000000002,13390,752,0,0.0,28246.088944583153,False,-0.4989246653986381,0,0.37100000000000005,80213,60,391,1.0,20365.37811186256,False,0.19886591763943812,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.3625,327206,0.0,0.1,2,0,0,1,0,0.0,0,1,12,18.0,42.0,1,14,12,94,0.9557204559678212,583.1150081561063
120,12,0,0,0,10.0,0,,19.033713676995763,0,,37.56128849013717,0,,26.15160776446609,5,15.0,48.00000000000001,7,48.0,0,2.2250000000000005,54133,0,130,0.0,2474.3827780094493,False,0.684674335625543,0,12.152000000000003,1544,1190,0,0.0,11900.0,False,-0.7719901420878085,0,0.20900000000000002,48886,748,273,1.0,24491.44958820028,False,0.25972067247980835,0,8.714,-57065.0,675,0,0.0,12847.75673197214,True,-2.0435443792040457,0,0.2,53360,0,601,0.0,15717.11626644412,False,0.114929666591791,5,6.6400000000000015,13280,752,0,0.0,28246.088944583153,False,-0.500928016458593,0,0.37100000000000005,80474,55,394,1.0,20350.338427045637,False,0.20222767885734702,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.25,327357,0.0,0.1,2,0,0,2,1,1.0,0,2,6,6.0,30.0,2,10,6,336,0.7315554050146602,583.846563561121
121,6,0,0,0,10.0,0,,19.033713676995763,0,,37.56128849013717,0,,26.15160776446609,0,,48.0,3,48.0,0,2.2250000000000005,54133,0,130,0.0,2474.3827780094493,False,0.684674335625543,0,12.152000000000005,1544,1190,0,0.0,11900.0,False,-0.7719901420878085,0,0.20900000000000002,48886,738,283,1.0,24676.725336331692,False,0.2616296296605228,0,8.714000000000002,-57065.0,675,0,0.0,12847.75673197214,True,-2.0435443792040457,0,0.2,53360,0,601,0.0,15717.11626644412,False,0.114929666591791,0,6.6350000000000025,13280,752,0,0.0,28246.088944583153,False,-0.500928016458593,0,0.37100000000000005,80618,45,401,1.0,20424.822349400973,False,0.2046313865161003,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.25,327501,0.0,0.1,1,0,0,0,0,0.0,0,0,2,0.0,18.0,0,6,2,144,0.6699432660243474,584.5165068271453
122,2,0,0,0,10.0,0,,19.033713676995763,0,,37.56128849013717,0,,26.15160776446609,0,,48.0,0,,0,2.2250000000000005,54133,0,130,0.0,2474.3827780094493,False,0.684674335625543,0,12.152000000000003,1544,1190,0,0.0,11900.0,False,-0.7719901420878085,0,0.20900000000000002,48886,728,293,1.0,24862.001084463107,False,0.26353858684123704,0,8.714000000000002,-57065.0,675,0,0.0,12847.75673197214,True,-2.0435443792040457,0,0.2,53360,0,601,0.0,15717.11626644412,False,0.114929666591791,0,6.635000000000002,13280,752,0,0.0,28246.088944583153,False,-0.500928016458593,0,0.37100000000000005,80618,35,411,1.0,20643.30627175631,False,0.20608019967743332,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.25,327501,0.0,0.1,0,0,0,0,0,0.0,0,0,0,0.0,6.0,0,2,0,0,0.4686792379943654,584.9851860651397
