index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
107,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.731432667549269,0,,45.117551645701674,5,55.0,44.00000000000001,20,44.0,0,2.9450000000000007,24609,1080,0,0.0,10800.0,False,-0.28526175391797265,0,2.891000000000001,25819,1080,0,0.0,10800.0,False,-0.2564426237317201,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.579000000000002,35606,581,0,0.0,4021.890469634757,False,-0.4014615383971267,1,2.2350000000000008,86188,0,0,0.0,0.0,False,0.12098431443955987,0,17.273000000000003,-57478.333333333336,678,0,0.0,9987.911348598405,True,-1.682625935268243,0,0.5150000000000001,109597,0,89,0.0,3916.0000000000005,False,0.07624551383475475,0,0.36200000000000004,84553,562,354,1.0,40932.06402488434,False,0.013188669899685201,0.125,430040,0.0,0.1,20,0,0,2,1,0.2,22,24,9,54.0,42.0,3,4,9,1080,1.5704615379800089,286.58085724757984
108,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.731432667549269,0,,44.87257408310322,14,43.285714285714285,44.00000000000001,20,44.0,0,2.9450000000000007,24519,1089,0,0.0,10890.0,False,-0.2863335397513457,0,2.891000000000001,25709,1091,0,0.0,10910.0,False,-0.25775258419473157,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.579,35606,581,0,0.0,4021.890469634757,False,-0.4014615383971267,14,2.374000000000001,86075,0,0,0.0,0.0,False,0.11951460604011134,0,17.273000000000003,-57478.333333333336,678,0,0.0,9987.911348598405,True,-1.682625935268243,0,0.5150000000000001,109816,0,83,0.5,3652.0000000000005,False,0.07708486088063907,0,0.3620000000000001,84608,561,355,1.0,40793.51406062091,False,0.013050949622877114,0.1875,430001,0.0,0.1,20,0,0,8,3,3.0,17,25,12,75.0,42.0,5,4,12,1080,2.3333018890116364,288.9141591365915
109,12,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.731432667549269,0,,45.65242709865925,10,53.0,44.00000000000001,20,44.0,0,2.9450000000000007,24419,1099,0,0.0,10990.0,False,-0.28752441289953795,0,2.891000000000001,25609,1101,0,0.0,11010.0,False,-0.25894345734292384,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.579000000000002,35606,581,0,0.0,4021.890469634757,False,-0.4014615383971267,10,2.460000000000001,86130,0,0,0.0,0.0,False,0.1202299508363031,0,17.273,-57478.333333333336,678,0,0.0,9987.911348598405,True,-1.682625935268243,0,0.5150000000000001,109903,0,80,0.5,3520.0000000000005,False,0.07728746189171458,0,0.3620000000000001,84871,556,353,1.0,40914.74946685455,False,0.016173105520658333,0.1875,430206,0.0,0.1,21,0,0,2,2,2.0,26,28,13,97.0,68.0,6,6,13,1080,2.1183000140008517,291.03245915059233
110,13,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.751265580721512,4,15.0,46.360315313982056,10,53.0,44.0,20,44.0,0,2.9450000000000007,24339,1107,0,0.0,11070.0,False,-0.28847711141809174,0,2.891000000000001,25489,1113,0,0.0,11130.0,False,-0.26037250512075455,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.619000000000002,35530,581,0,0.0,4021.890469634757,False,-0.4026708051995707,10,2.5500000000000007,86125,0,4,0.4,185.44126125592823,False,0.12137086895700087,0,17.273000000000003,-57478.333333333336,678,0,0.0,10001.358063729185,True,-1.6825384894710187,0,0.5150000000000001,109637,0,84,1.0,3696.0,False,0.07557017713116969,0,0.36200000000000004,85487,546,349,1.0,40668.73216143421,False,0.020929321968867907,0.3,430275,0.0,0.1,22,0,0,10,3,3.0,9,19,12,114.0,60.0,8,5,12,1080,1.978434136020951,293.0108932866133
111,12,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.751265580721512,0,,46.360315313982056,0,,44.0,20,44.0,0,2.9450000000000007,24219,1119,0,0.0,11190.0,False,-0.28990615919592244,0,2.891000000000001,25409,1121,0,0.0,11210.0,False,-0.26132520363930833,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.615,35530,581,0,0.0,4021.890469634757,False,-0.4026708051995707,0,2.5400000000000005,86125,0,4,0.0,185.44126125592823,False,0.12137086895700087,0,17.273000000000003,-57478.333333333336,678,0,0.0,10001.358063729185,True,-1.6825384894710187,0,0.5150000000000001,109945,0,77,0.0,3388.0,False,0.07705591787905684,0,0.36200000000000004,86059,536,346,1.0,40073.12900829438,False,0.023574697103260787,0.125,430955,0.0,0.1,20,0,0,10,0,0.0,6,16,6,111.0,60.0,7,5,6,1080,2.273616198974196,295.2845094855875
112,6,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.770127177002937,4,15.0,46.360315313982056,0,,44.00000000000001,20,44.0,0,2.9450000000000007,24099,1131,0,0.0,11310.0,False,-0.29133520697375315,0,2.891000000000001,25329,1129,0,0.0,11290.0,False,-0.2622779021578621,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.655000000000001,35454,581,0,0.0,4021.890469634757,False,-0.4038800720020147,0,2.540000000000001,86065,0,8,0.4,370.88252251185645,False,0.1217964422815067,0,17.273000000000003,-57478.333333333336,678,0,0.0,10014.146226007992,True,-1.6824553263315731,0,0.5150000000000001,110385,0,67,0.0,2948.0000000000005,False,0.07917840466175279,0,0.3620000000000001,86499,526,346,1.0,39609.52585515456,False,0.025583326202844883,0.175,431499,0.0,0.1,19,0,0,5,1,1.0,6,11,3,54.0,38.0,3,3,3,1080,1.3990501619991846,296.68355964758666
113,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.787990239010574,4,15.0,46.79925186555949,5,55.0,44.0,20,44.0,0,2.9450000000000007,23989,1142,0,0.0,11420.0,False,-0.2926451674367646,0,2.891000000000001,25239,1138,0,0.0,11380.0,False,-0.26334968799123515,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.691,35378,581,0,0.0,4021.890469634757,False,-0.4050893388044587,0,2.5400000000000005,86280,0,7,0.4,327.59476305891644,False,0.1243112839987703,0,17.273000000000003,-57478.333333333336,678,0,0.0,10026.257382049169,True,-1.6823765658547558,0,0.5150000000000001,110374,0,66,0.5,2904.0,False,0.07886003164434839,0,0.3620000000000001,87115,516,342,1.0,39196.41396262869,False,0.029533506167892045,0.2375,432043,0.0,0.1,23,0,0,1,1,1.0,10,11,5,36.0,18.0,2,1,5,1355,1.381664855987765,298.0652245035744
114,5,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.787990239010574,0,,46.35588871751783,12,43.083333333333336,44.0,20,44.0,0,2.9450000000000007,23879,1153,0,0.0,11530.0,False,-0.2939551278997761,0,2.891000000000001,25149,1147,0,0.0,11470.0,False,-0.2644214738246082,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.687000000000001,35378,581,0,0.0,4021.890469634757,False,-0.4050893388044587,5,2.5900000000000007,86582,0,0,0.0,0.0,False,0.12610878443409723,0,17.273000000000003,-57478.333333333336,678,0,0.0,10026.257382049169,True,-1.6823765658547558,0,0.5150000000000001,110637,0,59,0.5,2596.0,False,0.0799116273685023,0,0.36200000000000004,87215,513,344,1.0,38916.570912086645,False,0.029148356578197417,0.1875,432508,0.0,0.1,23,0,0,2,1,0.7142857142857143,1,3,9,54.0,36.0,3,2,9,1345,1.5041803720523603,299.5694048756268
115,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.787990239010574,0,,47.016882239756484,10,53.0,43.99999999999999,20,44.0,0,2.9450000000000007,23779,1163,0,0.0,11630.0,False,-0.29514600104796834,0,2.891000000000001,25049,1157,0,0.0,11570.0,False,-0.26561234697280045,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.687000000000001,35378,581,0,0.0,4021.890469634757,False,-0.4050893388044587,10,2.6850000000000005,86637,0,0,0.0,0.0,False,0.126824129230289,0,17.273000000000003,-57478.333333333336,678,0,0.0,10026.257382049169,True,-1.6823765658547558,0,0.5150000000000001,110988,0,50,0.5,2199.9999999999995,False,0.08138772044919539,0,0.36200000000000004,87214,508,348,1.0,39196.57617779629,False,0.030489407719080628,0.1875,432713,0.0,0.1,21,0,0,2,2,2.0,3,5,10,90.0,57.0,5,4,10,1080,1.767770587990526,301.3371754636173
116,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.787990239010574,0,,47.33024821988063,5,53.0,44.0,20,44.0,0,2.9450000000000007,23659,1175,0,0.0,11750.0,False,-0.2965750488257991,0,2.891000000000001,24969,1165,0,0.0,11650.0,False,-0.26656504549135424,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.687000000000001,35378,581,0,0.0,4021.890469634757,False,-0.4050893388044587,5,2.725000000000001,86687,0,0,0.0,0.0,False,0.12747444268137242,0,17.273000000000003,-57478.333333333336,678,0,0.0,10026.257382049169,True,-1.6823765658547558,0,0.5150000000000001,111472,0,39,0.0,1716.0,False,0.08372245591016092,0,0.3620000000000001,87345,503,349,1.0,39163.11485459996,False,0.03159184026646838,0.125,433178,0.0,0.1,21,0,0,4,1,1.0,2,6,8,81.0,57.0,6,4,8,1080,2.0729021809529513,303.41007764457026
117,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.804840815437736,4,15.0,47.6420512568468,5,53.0,43.99999999999999,20,44.0,0,2.9450000000000007,23549,1186,0,0.0,11860.0,False,-0.29788500928881056,0,2.891000000000001,24879,1174,0,0.0,11740.0,False,-0.26763683132472726,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.727000000000002,35302,581,0,0.0,4021.890469634757,False,-0.4062986056069027,5,2.7700000000000005,86677,0,4,0.4,190.5682050273872,False,0.128583670661937,0,17.273,-57478.333333333336,678,0,0.0,10037.682072866784,True,-1.682302269553624,0,0.5150000000000001,111912,0,29,0.0,1275.9999999999998,False,0.08584494269285686,0,0.3620000000000001,87520,498,349,1.0,39081.7415259097,False,0.03288765062859225,0.175,433507,0.0,0.1,22,0,0,4,2,2.0,1,5,8,60.0,24.0,5,3,8,1080,1.870340576977469,305.28041822154773
118,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.804840815437736,0,,47.6420512568468,0,,43.99999999999999,20,44.0,0,2.9450000000000007,23439,1197,0,0.0,11970.0,False,-0.299194969751822,0,2.891000000000001,24789,1183,0,0.0,11830.0,False,-0.2687086171581003,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.723,35302,581,0,0.0,4021.890469634757,False,-0.4062986056069027,0,2.7650000000000006,86677,0,4,0.0,190.5682050273872,False,0.128583670661937,0,17.273000000000003,-57478.333333333336,678,0,0.0,10037.682072866784,True,-1.682302269553624,0,0.5150000000000001,112220,0,22,0.0,967.9999999999999,False,0.08733068344074403,0,0.36200000000000004,88092,488,346,1.0,38473.321013341236,False,0.03547119695394807,0.125,434187,0.0,0.1,21,0,0,4,0,0.0,1,5,8,80.0,45.0,5,3,8,1080,2.0157041029888205,307.29612232453655
119,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.804840815437736,0,,47.6420512568468,0,,43.999999999999986,13,44.0,0,2.9450000000000007,23359,1205,0,0.0,12050.0,False,-0.30014766827037587,0,2.891000000000001,24669,1195,0,0.0,11950.0,False,-0.270137664935931,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.723,35302,581,0,0.0,4021.890469634757,False,-0.4062986056069027,0,2.7650000000000006,86677,0,4,0.0,190.5682050273872,False,0.128583670661937,0,17.273000000000003,-57478.333333333336,678,0,0.0,10037.682072866784,True,-1.682302269553624,0,0.5150000000000001,112528,0,15,0.0,659.9999999999998,False,0.08881642418863119,0,0.36200000000000004,88356,478,350,1.0,38172.90050077276,False,0.03656900253141644,0.125,434559,0.0,0.1,17,0,0,3,0,0.0,1,4,8,72.0,42.0,4,4,8,772,1.8136760939960368,309.1097984185326
120,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.820677061557642,4,15.0,47.40878075258356,10,45.5,43.999999999999986,7,44.0,0,2.9450000000000007,23249,1216,0,0.0,12160.0,False,-0.30145762873338733,0,2.891000000000001,24579,1204,0,0.0,12040.0,False,-0.27120945076930403,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.763000000000002,35226,581,0,0.0,4021.890469634757,False,-0.40750787240934666,6,2.8250000000000006,86804,0,4,0.4,189.63512301033424,False,0.13022939886982252,0,17.273000000000003,-57478.333333333336,678,0,0.0,10048.41904773608,True,-1.6822324455618096,0,0.5150000000000001,112528,0,15,0.0,659.9999999999998,False,0.08881642418863119,0,0.3620000000000001,88209,478,353,1.0,38193.397199734936,False,0.03524966811896987,0.175,434263,0.0,0.1,15,0,0,3,3,2.2,1,4,9,72.0,57.0,4,4,9,508,1.922568643989507,311.0323670625221
121,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.820677061557642,0,,48.01229585765073,10,53.0,43.999999999999986,0,,0,2.9450000000000007,23129,1228,0,0.0,12280.0,False,-0.30288667651121803,0,2.891000000000001,24499,1212,0,0.0,12120.0,False,-0.27216214928785787,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.759000000000002,35226,581,0,0.0,4021.890469634757,False,-0.40750787240934666,6,2.8790000000000004,87066,0,0,0.0,0.0,False,0.13240381864058476,0,17.273000000000003,-57478.333333333336,678,0,0.0,10048.41904773608,True,-1.6822324455618096,0,0.5150000000000001,111998,0,25,1.0,1099.9999999999995,False,0.08582564735846872,0,0.3620000000000001,88209,468,363,1.0,38441.75446138054,False,0.03644770222176387,0.25,433795,0.0,0.1,9,0,0,3,2,1.2,2,5,10,90.0,57.0,5,4,10,200,1.8593488059705123,312.8917158684926
122,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.820677061557642,0,,48.65351630013402,10,54.0,43.999999999999986,0,,0,2.9450000000000007,23039,1237,0,0.0,12370.0,False,-0.30395846234459106,0,2.891000000000001,24389,1223,0,0.0,12230.0,False,-0.27347210975086933,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.759000000000002,35226,581,0,0.0,4021.890469634757,False,-0.40750787240934666,10,2.9730000000000008,87131,0,0,0.0,0.0,False,0.13324922612699322,0,17.273000000000003,-57478.333333333336,678,0,0.0,10048.41904773608,True,-1.6822324455618096,0,0.5150000000000001,111733,0,30,0.5,1319.9999999999995,False,0.08433025894338748,0,0.36200000000000004,87934,463,373,1.0,38938.57804696205,False,0.036191188047321986,0.1875,433120,0.0,0.1,11,0,0,5,2,2.0,1,6,10,93.0,57.0,6,4,10,200,1.668946560996119,314.56066242948873
123,10,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.835507902492557,4,15.0,48.65351630013402,0,,43.999999999999986,0,,0,2.9450000000000007,22899,1251,0,0.0,12510.000000000002,False,-0.3056256847520602,0,2.891000000000001,24329,1229,0,0.0,12290.000000000002,False,-0.2741866336397847,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.799000000000001,35150,581,0,0.0,4021.890469634757,False,-0.40871713921179065,0,2.963000000000001,87071,0,4,0.4,194.6140652005361,False,0.1337344514293924,0,17.273000000000003,-57478.333333333336,678,0,0.0,10058.474357889954,True,-1.6821670545273308,0,0.5150000000000001,111733,0,30,0.0,1319.9999999999995,False,0.08433025894338748,0,0.36200000000000004,87934,453,383,1.0,38892.042883960705,False,0.0359667101645926,0.175,432784,0.0,0.1,9,0,0,3,1,1.0,2,5,12,90.0,60.0,5,5,12,200,1.7849301199894398,316.34559254947817
124,12,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.835507902492557,0,,48.65351630013402,0,,43.999999999999986,4,44.0,0,2.9450000000000007,22789,1262,0,0.0,12620.000000000002,False,-0.3069356452150717,0,2.891000000000001,24239,1238,0,0.0,12380.000000000002,False,-0.2752584194731577,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.795000000000002,35150,581,0,0.0,4021.890469634757,False,-0.40871713921179065,0,2.9630000000000014,87071,0,4,0.0,194.6140652005361,False,0.1337344514293924,0,17.273000000000003,-57478.333333333336,678,0,0.0,10058.474357889954,True,-1.6821670545273308,0,0.5150000000000001,111909,0,26,0.0,1143.9999999999995,False,0.08517925365646586,0,0.3620000000000001,87934,443,393,1.0,38845.507720959366,False,0.03574223228186322,0.125,432760,0.0,0.1,15,0,0,4,0,0.0,2,6,11,96.0,63.0,6,6,11,376,2.2087415090063587,318.5543340584845
125,11,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.835507902492557,0,,47.68061607014413,7,36.0,43.999999999999986,0,,0,2.9450000000000007,22689,1272,0,0.0,12720.000000000002,False,-0.30812651836326393,0,2.891000000000001,24139,1248,0,0.0,12480.000000000002,False,-0.27644929262135,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.795000000000002,35150,581,0,0.0,4021.890469634757,False,-0.40871713921179065,3,2.9930000000000003,87194,0,0,0.0,0.0,False,0.13406862107535833,0,17.273,-57478.333333333336,678,0,0.0,10058.474357889954,True,-1.6821670545273308,0,0.5150000000000001,111909,0,26,0.0,1143.9999999999995,False,0.08517925365646586,0,0.3620000000000001,87682,440,403,1.0,38711.47107086341,False,0.032664449652989924,0.125,432431,0.0,0.1,9,0,0,3,1,0.42857142857142855,1,4,12,72.0,65.0,4,7,12,200,1.862920692015905,320.41725475050043
126,12,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.849351595421396,4,15.0,48.5037303491458,15,53.0,43.999999999999986,0,,0,2.9450000000000007,22589,1282,0,0.0,12820.0,False,-0.3093173915114562,0,2.891000000000001,24039,1258,0,0.0,12580.0,False,-0.2776401657695422,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.835000000000003,35074,581,0,0.0,4021.890469634757,False,-0.40992640601423463,15,3.1400000000000006,87149,0,4,0.4,194.0149213965832,False,0.13474504410033422,0,17.273000000000003,-57478.333333333336,678,0,0.0,10067.860381695707,True,-1.682106015952,0,0.5150000000000001,111379,0,36,1.0,1583.9999999999995,False,0.0821884768263034,0,0.36200000000000004,87417,435,413,1.0,39271.12270187841,False,0.03280748418688702,0.3,431315,0.0,0.1,10,0,0,2,4,4.0,2,4,10,72.0,69.0,4,8,10,200,1.709414443001151,322.1266691935016
127,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.862234258359697,4,15.0,48.855855047235664,5,55.0,43.999999999999986,0,,0,2.9450000000000007,22469,1294,0,0.0,12940.0,False,-0.3107464392892869,0,2.891000000000001,23959,1266,0,0.0,12660.0,False,-0.27859286428809604,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.871,34998,581,0,0.0,4021.890469634757,False,-0.4111356728166787,1,3.1350000000000007,87321,0,4,0.4,195.42342018894266,False,0.13699128202916622,0,17.273000000000003,-57478.333333333336,678,0,0.0,10076.594827167875,True,-1.682049214678217,0,0.5150000000000001,111379,0,36,0.0,1583.9999999999995,False,0.0821884768263034,0,0.36200000000000004,87142,430,423,1.0,39620.017670311325,False,0.031837386979080604,0.175,430936,0.0,0.1,7,0,0,3,2,1.2,2,5,11,75.0,45.0,5,5,11,200,1.7551043619751,323.8817735554767
128,11,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.862234258359697,0,,49.091265686152774,5,53.0,43.999999999999986,1,44.0,0,2.9450000000000007,22339,1307,0,0.0,13070.0,False,-0.31229457438193686,0,2.891000000000001,23889,1273,0,0.0,12730.0,False,-0.2794264754918306,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.867,34998,581,0,0.0,4021.890469634757,False,-0.4111356728166787,1,3.1440000000000006,87543,0,0,0.0,0.0,False,0.1386078089639206,0,17.273000000000003,-57478.333333333336,678,0,0.0,10076.594827167875,True,-1.682049214678217,0,0.5150000000000001,111158,0,40,0.5,1759.9999999999995,False,0.08090533708949176,0,0.3620000000000001,87142,420,433,1.0,39670.331588184155,False,0.032080092946514156,0.1875,430737,0.0,0.1,13,0,0,2,1,0.2,3,5,8,80.0,54.0,5,6,8,244,1.796076386992354,325.67784994246904
129,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.862234258359697,0,,49.091265686152774,0,,43.999999999999986,0,,0,2.9450000000000007,22199,1321,0,0.0,13210.0,False,-0.313961796789406,0,2.891000000000001,23829,1279,0,0.0,12790.0,False,-0.28014099938074594,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.867,34998,581,0,0.0,4021.890469634757,False,-0.4111356728166787,0,3.1430000000000007,87543,0,0,0.0,0.0,False,0.1386078089639206,0,17.273000000000003,-57478.333333333336,678,0,0.0,10076.594827167875,True,-1.682049214678217,0,0.5150000000000001,111158,0,40,0.0,1759.9999999999995,False,0.08090533708949176,0,0.3620000000000001,87142,410,443,1.0,39619.41893132263,False,0.031834498761831115,0.125,430537,0.0,0.1,11,0,0,2,0,0.0,2,4,7,72.0,42.0,4,4,7,200,1.6505908459657803,327.3284407884348
130,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.874188422273967,4,15.0,49.091265686152774,0,,43.999999999999986,0,,0,2.9450000000000007,22129,1328,0,0.0,13280.0,False,-0.3147954079931406,0,2.891000000000001,23699,1292,0,0.0,12920.0,False,-0.2816891344733959,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.907000000000002,34922,581,0,0.0,4021.890469634757,False,-0.41234493961912266,0,3.1430000000000007,87483,0,4,0.4,196.3650627446111,False,0.13910442123887715,0,17.273000000000003,-57478.333333333336,678,0,0.0,10084.69975030175,True,-1.6819965072728775,0,0.5150000000000001,111158,0,40,0.0,1759.9999999999995,False,0.08090533708949176,0,0.36200000000000004,87142,400,453,1.0,39568.506274461106,False,0.03158890457714808,0.175,430201,0.0,0.1,9,0,0,3,1,1.0,1,4,6,57.0,39.0,4,3,6,200,1.4681435659877025,328.7965843544225
131,6,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.885251651393528,4,15.0,49.44206755831703,5,55.0,43.999999999999986,0,,0,2.9450000000000007,22039,1337,0,0.0,13370.0,False,-0.3158671938265136,0,2.891000000000001,23589,1303,0,0.0,13030.0,False,-0.28299909493640735,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.943000000000003,34846,581,0,0.0,4021.890469634757,False,-0.41355420642156665,1,3.153000000000001,87655,0,4,0.4,197.7682702332681,False,0.14135062475764942,0,17.273000000000003,-57478.333333333336,678,0,0.0,10092.200619644811,True,-1.6819477281105912,0,0.5150000000000001,110883,0,45,0.5,1979.9999999999993,False,0.0793134720024698,0,0.36200000000000004,87142,390,463,1.0,39654.40634774363,False,0.03200327223663626,0.2375,429822,0.0,0.1,11,0,0,3,2,1.2,0,3,5,54.0,39.0,3,3,5,200,1.4126519749988802,330.2092363294214
132,5,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.885251651393528,0,,50.13999626032449,15,53.666666666666664,43.999999999999986,0,,0,2.9450000000000007,21899,1351,0,0.0,13510.0,False,-0.31753441623398276,0,2.891000000000001,23529,1309,0,0.0,13090.0,False,-0.2837136188253227,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.939,34846,581,0,0.0,4021.890469634757,False,-0.41355420642156665,11,3.2620000000000005,87922,0,0,0.0,0.0,False,0.14353718492313294,0,17.273000000000003,-57478.333333333336,678,0,0.0,10092.200619644811,True,-1.6819477281105912,0,0.5150000000000001,110343,0,55,1.0,2419.999999999999,False,0.07622621850036661,0,0.3620000000000001,86877,385,473,1.0,40115.898560224916,False,0.0316728020695448,0.25,429084,0.0,0.1,13,0,0,3,3,2.2,0,3,7,54.0,36.0,3,2,7,200,1.5267862869659439,331.73602261638734
133,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.885251651393528,0,,49.70470269201735,15,47.333333333333336,43.999999999999986,0,,0,2.9450000000000007,21799,1361,0,0.0,13610.0,False,-0.31872528938217504,0,2.891000000000001,23429,1319,0,0.0,13190.0,False,-0.284904491973515,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.939,34846,581,0,0.0,4021.890469634757,False,-0.41355420642156665,15,3.401000000000001,87852,0,0,0.0,0.0,False,0.14262674609161616,0,17.273000000000003,-57478.333333333336,678,0,0.0,10092.200619644811,True,-1.6819477281105912,0,0.5150000000000001,110343,0,55,0.0,2419.999999999999,False,0.07622621850036661,0,0.3620000000000001,86167,390,483,1.0,40636.83404988676,False,0.027335864478672683,0.125,428104,0.0,0.1,10,0,0,3,3,3.0,1,4,11,72.0,54.0,4,3,11,200,1.6313195810071193,333.36734219739446
134,11,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.895465264729307,4,15.0,49.88370818071409,5,53.0,43.999999999999986,0,,0,2.9450000000000007,21659,1375,0,0.0,13750.0,False,-0.3203925117896442,0,2.891000000000001,23369,1325,0,0.0,13250.0,False,-0.2856190158624303,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.979000000000003,34770,581,0,0.0,4021.890469634757,False,-0.41476347322401064,5,3.436000000000001,87842,0,4,0.4,199.53483272285635,False,0.14379428525819302,0,17.273,-57478.333333333336,678,0,0.0,10099.12544948647,True,-1.6819026950106664,0,0.5150000000000001,110343,0,55,0.0,2419.999999999999,False,0.07622621850036661,0,0.36200000000000004,85902,385,493,1.0,40897.22764957492,False,0.02603532806687244,0.175,427553,0.0,0.1,11,0,0,5,2,2.0,2,7,9,126.0,72.0,7,4,9,200,1.7974198780138977,335.16476207540836
