index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
106,22,0,0,0,10.0,20,10.0,28.41272755020261,12,29.0,15.348690218067954,5,15.0,42.515316495705605,5,56.0,52.0,7,52.0,0,4.673000000000001,65741,14,16,1.0,594.6036408032418,False,0.343880785925959,0,3.440000000000001,67816,20,20,1.0,768.2545510040522,False,0.3878739779304443,5,9.781000000000002,21828,1444,0,0.0,41027.97858249257,False,-0.503843575213894,0,10.046000000000001,16921,1483,0,0.0,42136.07495695047,False,-0.5548507443347171,0,0.2,119952,0,325,0.5,13817.477861104322,False,0.1339406032621131,0,11.882000000000001,-104637,1404,0,0.0,21549.561066167407,True,-1.8389844065475731,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,9.549000000000001,99321,1723,0,0.0,73253.89032210076,False,-0.04821019392406297,0.3125,534617,0.0,0.1,7,0,0,5,3,3.0,7,12,26,216.0,135.0,12,10,26,828,1.6663876380189322,342.0198537497199
107,26,0,0,0,10.0,20,10.0,28.40323615527585,6,28.0,15.33174438557881,6,15.166666666666666,44.59426222820647,11,56.90909090909091,52.00000000000001,10,52.0,0,4.673000000000001,65799,15,20,1.0,718.064723105517,False,0.34631730487490353,0,3.440000000000001,67726,19,30,1.0,1042.0970846582754,False,0.38882882666522467,6,9.836000000000002,21689,1444,0,0.0,41014.273008218326,False,-0.5055526540413737,0,10.046000000000001,16753,1489,0,0.0,42292.41863520574,False,-0.5559033358612272,0,0.2,120487,0,320,0.6,14270.16391302607,False,0.14074584322386424,0,11.882,-104637,1404,0,0.0,21525.76911735265,True,-1.8390907383292543,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,9.642000000000001,98509,1734,0,0.0,77326.45070371001,False,-0.039638844029747725,0.325,534001,0.0,0.1,9,0,0,6,5,5.0,7,13,25,219.0,145.0,13,13,25,994,1.6295539729762822,343.6494077226962
108,25,0,0,0,10.0,20,10.0,28.364063057760745,39,28.128205128205128,15.326787607928082,7,15.285714285714286,45.36970306193526,5,56.0,52.00000000000001,12,52.0,2,4.693000000000001,66271,17,10,1.0,453.64063057760745,False,0.35323199664812377,0,3.440000000000001,68105,17,23,1.0,822.3734503284971,False,0.39430579416288675,6,9.890000000000002,21376,1450,0,0.0,41127.89143375308,False,-0.5085546552979079,1,10.056000000000001,15809,1522,0,0.0,43170.10397391186,False,-0.5618226858805258,0,0.2,120660,0,322,0.7,14609.044385943154,False,0.1438067341786583,0,11.882000000000001,-104637,1404,0,0.0,21518.809801531028,True,-1.8391218411387116,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,9.752000000000002,97995,1739,0,0.0,78897.91362470543,False,-0.03773641561286039,0.3375,533254,0.0,0.1,8,0,0,5,7,6.333333333333333,9,14,25,252.0,138.0,14,11,25,1403,1.43196831503883,345.081376037735
109,25,0,0,0,10.0,20,10.0,28.469633758648193,17,30.0,15.289456282835614,11,15.090909090909092,45.36970306193526,0,,52.0,8,52.0,7,4.761000000000001,66550,14,10,1.0,424.69633758648195,False,0.3586151438500862,0,3.440000000000001,67975,20,33,1.0,1139.4979140353903,False,0.3948870361623463,6,9.944000000000003,20727,1467,0,0.0,41764.9527239369,False,-0.5124270405206415,5,10.105000000000002,15699,1522,0,0.0,43330.78258066255,False,-0.5621702450160385,0,0.2,120494,1,332,1.0,15078.030872845342,False,0.14441895881531944,0,11.882,-104637,1404,0,0.0,21466.3966211012,True,-1.8393560878959687,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,9.820000000000002,97885,1739,0,0.0,78897.91362470543,False,-0.038506540373071545,0.375,532368,0.0,0.1,5,0,0,10,6,5.411764705882353,3,13,23,219.0,171.0,13,12,23,200,1.2863379629561678,346.3677140006912
110,23,0,0,0,10.0,20,10.0,28.60401105840606,35,29.514285714285716,15.26803199174906,5,15.0,45.36970306193526,0,,52.0,7,52.0,7,4.824000000000002,66806,11,10,1.0,396.0401105840606,False,0.36353317165836446,0,3.440000000000001,68385,23,25,1.0,945.1002764601515,False,0.4012525465655285,0,9.938000000000002,20013,1491,0,0.0,42648.58048808343,False,-0.5156164724157286,5,10.150000000000004,15270,1533,0,0.0,43849.948952536484,False,-0.5641554432122307,0,0.2,120419,0,338,0.6,15334.95963493412,False,0.14489684845245682,0,11.882000000000001,-104637,1404,0,0.0,21436.316916415682,True,-1.8394905211286796,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,9.882000000000001,97785,1739,0,0.0,78897.91362470543,False,-0.03920665379144532,0.325,531716,0.0,0.1,6,0,0,8,5,4.090909090909091,5,13,19,219.0,135.0,13,10,19,740,1.3377293840167113,347.7054433847079
111,19,0,0,0,10.0,20,10.0,28.578680262758862,28,28.357142857142858,15.240895401690082,11,15.090909090909092,45.36970306193526,0,,52.0,13,52.0,0,4.817,66946,15,10,1.0,435.7868026275886,False,0.36678659750333314,0,3.440000000000001,68839,19,17,1.0,675.8375644669006,False,0.40775170497015567,0,9.938000000000002,19509,1509,0,0.0,43125.22851650312,False,-0.5187296196595786,11,10.255000000000003,14683,1543,0,0.0,44096.90364543693,False,-0.5695869249740044,0,0.2,120253,1,348,1.0,15803.897560955162,False,0.14550885605918681,0,11.882000000000001,-104637,1404,0,0.0,21398.217143972874,True,-1.839660797919246,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,13,10.005,97513,1739,0,0.0,78897.91362470543,False,-0.041110962289421994,0.375,530781,0.0,0.1,9,0,0,6,6,6.0,5,11,21,198.0,114.0,11,8,21,994,1.2751223440282047,348.9805657287361
112,21,0,0,0,10.0,20,10.0,28.623176117672536,29,29.0,15.252463914324933,1,16.0,46.896204805765684,10,57.0,52.0,7,52.0,8,4.897,67184,15,10,1.0,436.23176117672534,False,0.3716344298044029,0,3.440000000000001,69058,19,16,1.0,647.9708178827606,False,0.4119248149967722,0,9.938000000000002,18929,1529,0,0.0,43764.83628392131,False,-0.5217785546993127,1,10.254000000000001,14401,1552,0,0.0,44423.169334627775,False,-0.5709797906337721,0,0.2,120807,0,340,0.2,15944.709633960332,False,0.15109008917891384,0,11.882000000000005,-104637,1404,0,0.0,21414.459335712207,True,-1.839588207767027,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,10.062000000000001,96841,1749,0,0.0,82021.46220528419,False,-0.034881533089866,0.275,530258,0.0,0.1,10,0,0,7,4,3.888888888888889,6,13,23,234.0,114.0,13,8,23,1350,1.3964975259732455,350.37706325470936
113,23,0,0,0,10.0,20,10.0,28.573818971001327,23,28.043478260869566,15.227097148264628,11,15.090909090909092,48.182160955048,10,57.0,51.99999999999999,9,52.0,0,4.889000000000001,67113,15,19,1.0,692.9025604490253,False,0.3728012063537752,6,3.500000000000001,69436,19,10,1.0,475.7381897100133,False,0.4178646539449533,0,9.938000000000002,18621,1540,0,0.0,44003.68121534204,False,-0.5239882750448673,11,10.363000000000001,13767,1564,0,0.0,44689.45287064608,False,-0.5768487645263295,0,0.2,121211,1,340,1.0,16397.16182186458,False,0.1567233446935204,0,11.882000000000001,-104637,1404,0,0.0,21378.84439616354,True,-1.839747379258449,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,10.145000000000001,96136,1759,0,0.0,84752.42111992942,False,-0.030257427783548008,0.375,529322,0.0,0.1,10,0,0,8,6,5.545454545454545,4,12,26,201.0,124.0,12,11,26,1107,1.5535398310166784,351.93060308572603
114,26,0,0,0,10.0,20,10.0,28.490548382929358,27,27.74074074074074,15.206866842326795,11,15.090909090909092,48.182160955048,0,,52.0,9,52.0,0,4.889000000000001,67472,15,12,1.0,491.8865805951523,False,0.37806152401907983,0,3.4940000000000007,69626,19,10,1.0,474.9054838292936,False,0.4217226850206481,0,9.938000000000002,18621,1540,0,0.0,43875.44450971121,False,-0.5247396032944035,11,10.462000000000002,12721,1591,0,0.0,45328.46247724061,False,-0.5853617150384309,0,0.2,121045,2,350,1.0,16894.170067951454,False,0.1574608051233127,0,11.882000000000001,-104637,1404,0,0.0,21350.44104662682,True,-1.839874320468077,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,10.226,96001,1759,0,0.0,84752.42111992942,False,-0.031202580898352605,0.375,528524,0.0,0.1,8,0,0,7,5,5.0,7,14,20,237.0,127.0,14,12,20,949,1.5989881179993972,353.52959120372543
115,20,0,0,0,10.0,20,10.0,28.286984055640996,47,27.23404255319149,15.179876809822144,10,15.0,48.83051756517537,5,58.0,52.0,6,52.0,0,4.889000000000001,67680,15,11,1.0,461.15682461205097,False,0.3819816526720804,26,3.7540000000000013,69756,19,10,1.0,472.86984055640994,False,0.4243474749751364,5,9.988000000000001,18203,1551,0,0.0,43873.112270299185,False,-0.5296513225316429,5,10.501000000000003,11639,1627,0,0.0,46022.9230585279,False,-0.5939716249207412,0,0.2,121185,2,355,1.0,17365.1934892569,False,0.1608173043783157,0,11.882,-104637,1404,0,0.0,21312.54704099029,True,-1.8400436776386788,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,6,10.277000000000001,95641,1764,0,0.0,86137.03298496935,False,-0.02887606247472828,0.375,527142,0.0,0.1,8,0,0,6,6,5.444444444444445,6,12,24,216.0,99.0,12,8,24,798,1.3033234080066904,354.8329146117321
116,24,0,0,0,10.0,20,10.0,28.314533371594372,28,28.571428571428573,15.189627425831098,7,15.285714285714286,48.83051756517537,0,,52.000000000000014,10,52.0,1,4.899000000000002,67873,17,10,1.0,453.1453337159437,False,0.38582768959824937,6,3.788000000000001,70002,17,10,1.0,453.1453337159437,False,0.42915288292344267,6,10.043000000000003,17804,1560,0,0.0,44170.67205968722,False,-0.5325833603252448,1,10.506000000000002,11078,1646,0,0.0,46605.721929644336,False,-0.5971307597278864,0,0.2,121078,0,364,0.9,17774.308393723833,False,0.16168931850318133,0,11.882000000000001,-104637,1404,0,0.0,21326.236905866863,True,-1.8399824944319296,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,10.371000000000002,95487,1764,0,0.0,86137.03298496935,False,-0.02995423713902389,0.3625,526360,0.0,0.1,7,0,0,8,7,5.840909090909091,5,13,22,219.0,109.0,13,11,22,460,1.6555524219875224,356.48846703371964
117,22,0,0,0,10.0,20,10.0,28.509326710170505,34,30.0,15.187775327804783,6,15.166666666666666,48.83051756517537,0,,52.00000000000001,11,52.0,24,5.138000000000002,68082,21,10,1.0,495.09326710170507,False,0.39050766450042435,0,3.7820000000000014,69942,13,20,1.0,700.1865342034101,False,0.43044552843104816,6,10.097000000000003,17155,1577,0,0.0,44959.20822193889,False,-0.5355682668037327,0,10.505,10568,1663,0,0.0,47411.01031901355,False,-0.598388737291929,0,0.2,120987,0,370,0.6,18067.291499114886,False,0.16218532794842005,0,11.882,-104637,1404,0,0.0,21323.636560237916,True,-1.8399941159844921,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,10.471000000000002,95281,1764,0,0.0,86137.03298496935,False,-0.031396470780873875,0.325,525053,0.0,0.1,6,0,0,6,7,6.411764705882353,6,12,25,216.0,135.0,12,10,25,200,1.4317968700197525,357.9202639037394
118,25,0,0,0,10.0,20,10.0,28.546969566902348,22,29.0,15.163371387043544,10,15.0,48.83051756517537,0,,52.00000000000001,8,52.0,12,5.234000000000002,68333,21,10,1.0,495.4696956690235,False,0.395619349772782,0,3.782000000000001,69842,13,30,1.0,986.4090870070704,False,0.43132284378314084,5,10.141000000000002,16726,1588,0,0.0,45332.58767224093,False,-0.538407618512767,5,10.555000000000003,10139,1674,0,0.0,47787.62705499453,False,-0.6012091220119842,0,0.2,120837,0,380,1.0,18555.59667476664,False,0.16302690780313303,0,11.882000000000001,-104637,1404,0,0.0,21289.373427409137,True,-1.840147245935638,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,10.540000000000001,95171,1764,0,0.0,86137.03298496935,False,-0.03216659554108503,0.375,524086,0.0,0.1,6,0,0,5,6,5.090909090909091,7,12,24,216.0,158.0,12,13,24,200,1.4685593650210649,359.38882326876046
119,24,0,0,0,10.0,20,10.0,28.50400754740771,22,28.0,15.175280656044157,1,16.0,47.57248406091256,10,39.0,52.0,11,52.0,0,5.222000000000001,68223,22,20,1.0,790.0801509481541,False,0.39637851191440954,0,3.782000000000001,70368,12,18,1.0,633.0721358533388,False,0.4384317474140552,1,10.146000000000003,16397,1599,0,0.0,45577.908068304925,False,-0.5408254741721061,0,10.55,9831,1685,0,0.0,48029.25271738199,False,-0.6034025502848489,0,0.2,121211,0,371,0.1,17649.39158659856,False,0.16231985227662127,0,11.882000000000001,-104637,1404,0,0.0,21306.094041085995,True,-1.8400725176039274,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,10.642000000000001,94568,1774,0,0.0,84393.58672405887,False,-0.04249133006126398,0.2625,523636,0.0,0.1,8,0,0,5,4,4.0,9,14,22,252.0,135.0,14,10,22,1206,1.396605811023619,360.7854290797841
120,22,0,0,0,10.0,20,10.0,28.524745929182174,11,29.0,15.162776986301726,11,15.090909090909092,48.74611542202498,10,57.0,52.0,9,52.0,0,5.222000000000001,68452,21,19,1.0,751.9701726544613,False,0.4006508971576563,0,3.7820000000000014,70258,13,28,1.0,928.6928860171008,False,0.43920118931641317,11,10.255000000000003,16100,1599,0,0.0,45611.0687407623,False,-0.5441113853951118,0,10.55,9512,1696,0,0.0,48377.969095892964,False,-0.6050974390913231,0,0.2,121615,1,371,1.0,18099.971598557568,False,0.16794474059922404,0,11.882000000000005,-104637,1404,0,0.0,21288.538888767624,True,-1.8401509756839376,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,10.721,93858,1784,0,0.0,86963.06991289256,False,-0.038467487037776256,0.375,522833,0.0,0.1,8,0,0,6,5,5.0,6,12,23,216.0,135.0,12,10,23,1089,1.2789791600080207,362.0644082397921
121,23,0,0,0,10.0,20,10.0,28.54584490983411,11,29.0,15.175124922483224,1,16.0,48.74611542202498,0,,51.99999999999999,10,52.0,0,5.222000000000001,68671,21,18,1.0,723.825208377014,False,0.40482117631641235,0,3.7820000000000014,70158,13,38,1.0,1214.7421065736962,False,0.44007674101112826,0,10.244000000000002,15781,1610,0,0.0,45958.810304832914,False,-0.5458119855587479,1,10.56,9491,1696,0,0.0,48413.752967078646,False,-0.6051338588757988,0,0.2,121599,0,373,0.2,18182.301052415318,False,0.16816967469526667,0,11.882000000000001,-104637,1404,0,0.0,21305.875391166446,True,-1.8400734948015374,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,10.812,93672,1784,0,0.0,86963.06991289256,False,-0.039769697995951474,0.275,522410,0.0,0.1,7,0,0,6,4,4.0,6,12,24,216.0,123.0,12,11,24,519,1.3279710869537666,363.39237932674587
122,24,0,0,0,10.0,20,10.0,28.553459813461178,15,28.666666666666668,15.174367719903266,6,15.166666666666666,48.74611542202498,0,,51.99999999999999,12,52.0,0,5.222000000000001,68711,21,23,1.0,866.729575709607,False,0.40708923052207585,0,3.782000000000001,70348,13,38,1.0,1215.0314729115248,False,0.44394618918306405,6,10.304000000000002,15352,1620,0,0.0,46256.604897807105,False,-0.5490941826938885,0,10.559000000000003,9351,1701,0,0.0,48569.43514269746,False,-0.6058622267242942,0,0.2,121508,0,379,0.6,18474.777744947467,False,0.16866342086304242,0,11.882000000000001,-104637,1404,0,0.0,21304.812278744186,True,-1.8400782460995022,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,10.922000000000002,93438,1784,0,0.0,86963.06991289256,False,-0.041407963394946116,0.325,521746,0.0,0.1,8,0,0,6,5,5.0,5,11,27,198.0,144.0,11,13,27,630,1.3504298260086216,364.7428091527545
123,27,0,0,0,10.000000000000002,20,10.0,28.591593447423065,20,29.0,15.187832007485431,1,16.0,47.60077534362763,3,20.0,52.0,11,52.0,0,5.222000000000001,68950,19,22,1.0,819.0150558433074,False,0.4114673896605953,0,3.782000000000001,70489,15,39,1.0,1265.0721444494995,False,0.4473247063944802,0,10.298000000000004,15120,1628,0,0.0,46547.11413240475,False,-0.5501106507358522,1,10.569000000000003,8982,1713,0,0.0,48977.39957543571,False,-0.6077958778097275,0,0.2,121552,0,377,0.1,17945.492304547617,False,0.16669121305976095,0,11.882,-104637,1404,0,0.0,21323.716138509546,True,-1.8399937603305911,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,11.020000000000001,93173,1787,0,0.0,85062.58553906258,False,-0.049916037011276844,0.2625,521304,0.0,0.1,10,0,0,9,4,4.0,5,14,24,252.0,129.0,14,13,24,840,1.4759755980339833,366.2187847507885
124,24,0,0,0,10.000000000000002,20,10.0,28.547646985363333,37,28.2972972972973,15.198849797939191,7,15.285714285714286,46.996341354463496,11,43.27272727272727,52.0,8,52.0,0,5.222000000000001,69149,21,21,1.0,809.50058669263,False,0.41542023388983135,0,3.7820000000000014,71137,13,23,1.0,786.5958806633566,False,0.4556430187287682,6,10.358000000000002,14522,1644,0,0.0,46932.331643937316,False,-0.5548609582614407,1,10.578000000000003,8373,1734,0,0.0,49501.61987262002,False,-0.6118606756935786,0,0.2,121921,0,373,0.7,17529.635325214884,False,0.1681309455344081,0,11.882000000000001,-104637,1404,0,0.0,21339.185116306624,True,-1.8399246258522532,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,11.089000000000004,92577,1798,0,0.0,84499.42175532537,False,-0.05606010559346725,0.3375,520717,0.0,0.1,13,0,0,6,5,5.0,4,10,27,180.0,131.0,10,14,27,1723,1.2536917440011166,367.4724764947896
125,27,0,0,0,10.000000000000002,20,10.0,28.56321398276372,40,28.65,15.212912631364642,1,16.0,47.72132583692722,5,58.0,52.0,7,52.0,0,5.222000000000001,69401,25,17,1.0,735.5746377069834,False,0.4197962417349102,3,3.812000000000001,71762,9,10,1.0,375.6321398276372,False,0.46418022120296754,1,10.362000000000004,13674,1673,0,0.0,47786.256993163704,False,-0.5597946039772458,0,10.577000000000002,8054,1745,0,0.0,49842.808399922695,False,-0.6135996695575188,0,0.2,122195,0,369,0.1,17609.169233826146,False,0.17093554128600474,0,11.882,-104637,1404,0,0.0,21358.929334435958,True,-1.8398363843253425,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,11.151000000000003,92187,1803,0,0.0,86041.55048397978,False,-0.053392222846171955,0.2625,520311,0.0,0.1,11,0,0,9,4,3.6,5,14,28,237.0,159.0,14,13,28,1491,1.3474994249991141,368.8199759197887
126,28,0,0,0,10.0,20,10.0,28.59021593530892,40,28.75,15.17816409190489,10,15.0,48.422462915290566,5,58.0,52.00000000000001,9,52.0,0,5.222000000000002,69775,23,11,1.0,544.4923752883981,False,0.4254628853814448,14,3.9490000000000007,71992,11,10,1.0,395.9021593530892,False,0.4690669735383911,10,10.461000000000002,13066,1685,0,0.0,48174.51385099553,False,-0.5646442825697473,0,10.577000000000002,7252,1773,0,0.0,50690.45285330271,False,-0.6180310941334503,0,0.2,122335,0,374,1.0,18110.001130318673,False,0.17442526158567823,0,11.882000000000001,-104637,1404,0,0.0,21310.142385034465,True,-1.840054424608341,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,11.234000000000005,91772,1808,0,0.0,87547.81295084534,False,-0.05102492070919619,0.375,519230,0.0,0.1,9,0,0,7,6,5.166666666666667,7,14,30,252.0,177.0,14,14,30,944,1.4032646479899995,370.2232405677787
127,30,0,0,0,10.0,20,10.0,28.629760074782567,32,28.9375,15.17816409190489,0,,48.422462915290566,0,,52.00000000000001,10,52.0,9,5.312000000000001,70032,23,10,1.0,516.2976007478256,False,0.4304059584935675,2,3.955000000000001,72194,11,10,1.0,396.29760074782564,False,0.47318170126931025,0,10.451,12575,1702,0,0.0,48727.85164727993,False,-0.567155778958988,0,10.577000000000002,6817,1788,0,0.0,51190.01101371123,False,-0.6202014822257369,0,0.2,122335,0,374,0.0,18110.001130318673,False,0.17442526158567823,0,11.882000000000001,-104637,1404,0,0.0,21310.142385034465,True,-1.840054424608341,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,11.325000000000001,91599,1808,0,0.0,87547.81295084534,False,-0.05223611692298283,0.25,518590,0.0,0.1,8,0,0,6,6,5.111111111111111,9,15,26,270.0,195.0,15,15,26,635,2.4278910949942656,372.65113166277297
128,26,0,0,0,10.0,20,10.0,28.629760074782567,0,,15.163352916804884,5,15.0,48.422462915290566,0,,52.00000000000001,10,52.0,0,5.303000000000001,69952,21,20,1.0,782.5952014956513,False,0.431487537662756,0,3.9530000000000016,72074,13,20,1.0,702.5952014956513,False,0.4738562800314983,0,10.451000000000002,12575,1702,0,0.0,48727.85164727993,False,-0.567155778958988,5,10.627000000000002,6707,1788,0,0.0,51190.01101371123,False,-0.6214904440255963,0,0.2,122260,0,379,0.5,18352.113444895123,False,0.17483693305487832,0,11.882000000000005,-104637,1404,0,0.0,21289.34749519406,True,-1.84014736183277,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,11.415000000000001,91427,1808,0,0.0,87547.81295084534,False,-0.05344031200258572,0.3125,518033,0.0,0.1,5,0,0,7,4,4.0,3,10,25,180.0,167.0,10,16,25,200,1.2050584949902259,373.8561901577632
129,25,0,0,0,10.0,20,10.0,28.59832863894475,30,28.333333333333332,15.163954226534766,12,15.166666666666666,49.419900606958045,10,56.0,52.0,9,52.0,0,5.303000000000002,70402,22,10,1.0,505.98328638944747,False,0.4378305177695303,0,3.953000000000001,72274,12,20,1.0,691.9665727788949,False,0.4778181376961628,11,10.561,11708,1722,0,0.0,49246.32191626286,False,-0.5742774670947806,1,10.632000000000001,6406,1798,0,0.0,51419.79489282266,False,-0.62367122748522,0,0.2,122638,2,379,1.0,18760.47023849017,False,0.18004071578573666,0,11.882000000000001,-104637,1404,0,0.0,21290.191734054813,True,-1.8401435887319226,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,11.495000000000001,90742,1818,0,0.0,89845.37930344972,False,-0.050193303753134036,0.375,517208,0.0,0.1,10,0,0,8,6,6.0,4,12,22,216.0,128.0,12,13,22,1610,1.299308652000036,375.15549880976323
130,22,0,0,0,10.0,20,10.0,28.588977417390012,38,28.526315789473685,15.16420262767212,6,15.166666666666666,49.419900606958045,0,,52.0,6,52.0,0,5.303000000000002,70602,21,10,1.0,495.88977417390015,False,0.4417978202500397,8,4.033000000000001,72774,13,10,1.0,415.88977417390015,False,0.48518406363628314,1,10.56,11038,1745,0,0.0,49887.76559334557,False,-0.578370250800647,5,10.681000000000001,5861,1813,0,0.0,51831.816057728094,False,-0.6276434493922657,0,0.2,122547,0,387,0.8,19125.501534892763,False,0.18085872544108106,0,11.882000000000001,-104637,1404,0,0.0,21290.540489251656,True,-1.840142030063411,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,6,11.546000000000001,90662,1818,0,0.0,89845.37930344972,False,-0.05075339448783306,0.35,516522,0.0,0.1,9,0,0,8,5,4.888888888888889,3,11,23,198.0,123.0,11,11,23,1032,1.7967060980154201,376.95220490777865
131,23,0,0,0,10.0,20,10.0,28.578613699899268,22,28.454545454545453,15.151367442561284,5,15.0,49.419900606958045,0,,52.0,12,52.0,12,5.423000000000002,70756,27,10,1.0,555.7861369989927,False,0.4455411694851343,0,4.025,72734,7,20,1.0,641.5722739979853,False,0.48666638455431416,0,10.559000000000003,10580,1761,0,0.0,50326.93872552261,False,-0.5811639399723306,5,10.726,5583,1819,0,0.0,51984.49832011677,False,-0.6300064546512961,0,0.2,122472,0,392,0.5,19372.601037927554,False,0.18129268582147892,0,11.882,-104637,1404,0,0.0,21272.519889356045,True,-1.8402225683374627,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,11.660000000000002,90418,1818,0,0.0,89845.37930344972,False,-0.05246167122866507,0.3125,515581,0.0,0.1,6,0,0,5,6,6.0,5,10,22,180.0,127.0,10,13,22,490,1.270603999029845,378.2228089068085
132,22,0,0,0,10.0,20,10.0,28.540717899258336,18,28.0,15.165932085622764,7,15.285714285714286,49.419900606958045,0,,51.99999999999999,14,52.0,0,5.411000000000001,70626,30,20,1.0,870.8143579851667,False,0.4461010821935812,0,4.025,73168,4,12,1.0,382.4886147911,False,0.49286211451761397,1,10.569000000000003,10307,1770,0,0.0,50517.070681687255,False,-0.5832489414009417,6,10.781,5192,1828,0,0.0,52172.432319844236,False,-0.6334870382010532,0,0.2,122365,0,399,0.7,19718.54034217626,False,0.1818823534188578,0,11.882000000000001,-104637,1404,0,0.0,21292.96864821436,True,-1.8401311780533163,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,14,11.788,90096,1818,0,0.0,89845.37930344972,False,-0.05471603643582863,0.3375,514792,0.0,0.1,7,0,0,7,7,7.0,6,13,22,234.0,117.0,13,9,22,704,1.4699177439906634,379.69272665079916
