index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
108,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,23.012129653378192,11,23.90909090909091,53.99999999999999,0,,0,5.384000000000001,31828,1070,0,0.0,10700.0,False,-0.27280195599022006,0,6.455000000000003,28335,1110,0,0.0,11100.0,False,-0.3372127139364303,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,11.317000000000002,49417,1126,0,0.0,11497.072136889294,False,-0.5224259291809972,0,1.1450000000000002,169008,1,85,1.0,4613.012129653377,False,0.11579372958020712,0,1.487,167003,0,15,0.0,809.9999999999999,False,0.09035014589412255,0.125,667439,0.0,0.0,8,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,200,0.8584385085850954,154.8079530671239
109,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,23.28861479768657,11,24.0,53.99999999999999,0,,0,5.384000000000002,31708,1082,0,0.0,10820.0,False,-0.2739755501222494,0,6.455000000000003,28255,1118,0,0.0,11180.0,False,-0.3379951100244499,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,11.416,49109,1126,0,0.0,11497.072136889294,False,-0.5250923188201689,0,1.1450000000000002,168744,2,95,1.0,5176.577229595372,False,0.11590954964827596,0,1.487,167003,0,15,0.0,809.9999999999999,False,0.09035014589412255,0.125,666667,0.0,0.0,9,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,200,0.8471882715821266,155.65514133870602
110,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.20158541401418,32,21.0,53.99999999999999,0,,0,5.384000000000001,31598,1093,0,0.0,10930.0,False,-0.2750513447432763,0,6.455000000000001,28165,1127,0,0.0,11270.0,False,-0.3388753056234719,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,32,11.725000000000001,47369,1126,0,0.0,11497.072136889294,False,-0.5401556888596453,0,1.1450000000000002,168744,0,97,0.2,5237.999999999999,False,0.1161095769070446,0,1.487,166331,22,25,1.0,1838.4348791083116,False,0.08932248749188572,0.15,664055,0.0,0.0,10,0,0,1,3,3.0,1,2,2,36.0,0.0,2,0,2,200,0.8313245950266719,156.4864659337327
111,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.711562524772877,24,24.0,53.99999999999999,15,54.0,0,5.384000000000002,31508,1102,0,0.0,11020.0,False,-0.2759315403422983,0,6.455000000000001,28055,1138,0,0.0,11380.0,False,-0.33995110024449876,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,24,11.933000000000003,46378,1126,0,0.0,11497.072136889294,False,-0.5487348840947724,0,1.1450000000000002,168804,1,101,1.0,5476.711562524772,False,0.11727774451114,0,1.487,166505,25,26,1.0,1971.7890631193218,False,0.09089004879350553,0.25,663098,0.0,0.0,18,0,0,2,2,2.0,0,2,2,36.0,0.0,2,0,2,1010,0.808945219963789,157.29541115369648
112,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.711562524772877,0,,53.99999999999999,11,54.0,0,5.384000000000002,31418,1111,0,0.0,11110.0,False,-0.2768117359413203,0,6.455000000000001,27945,1149,0,0.0,11490.0,False,-0.3410268948655257,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.909000000000002,46378,1126,0,0.0,11497.072136889294,False,-0.5487348840947724,0,1.1450000000000002,169020,0,98,0.1,5291.999999999999,False,0.11808305543976656,0,1.487,166883,15,29,1.0,1906.6734378715928,False,0.09313995883008422,0.1375,663492,0.0,0.0,16,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,794,0.8301011091098189,158.1255122628063
113,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.711562524772877,0,,53.99999999999999,20,54.0,0,5.384000000000002,31318,1121,0,0.0,11210.0,False,-0.27778973105134475,0,6.455000000000001,27845,1159,0,0.0,11590.0,False,-0.3420048899755501,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.909000000000002,46378,1126,0,0.0,11497.072136889294,False,-0.5487348840947724,0,1.1450000000000002,169614,0,87,0.0,4697.999999999999,False,0.12001745518966236,0,1.487,167369,5,30,1.0,1733.5578126238643,False,0.09574157791209832,0.125,664372,0.0,0.0,17,0,0,0,0,0.0,2,2,2,36.0,0.0,2,0,2,1280,0.8400102434679866,158.96552250627428
114,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.711562524772877,0,,53.99999999999999,20,54.0,0,5.384000000000002,31198,1133,0,0.0,11330.0,False,-0.2789633251833741,0,6.455000000000001,27765,1167,0,0.0,11670.0,False,-0.3427872860635697,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,11.909000000000002,46378,1126,0,0.0,11497.072136889294,False,-0.5487348840947724,0,1.1450000000000002,170100,0,78,0.0,4211.999999999999,False,0.12160014589412255,0,1.487,167963,0,24,0.5,1295.9999999999998,False,0.09818544185077116,0.0625,665252,0.0,0.0,19,0,0,1,0,0.0,1,2,2,36.0,0.0,2,0,2,1280,0.8368574315682054,159.8023799378425
115,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.89939916333024,13,24.0,53.99999999999999,20,54.0,0,5.384000000000002,31078,1145,0,0.0,11450.0,False,-0.2801369193154034,0,6.455000000000001,27685,1175,0,0.0,11750.0,False,-0.34356968215158923,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,13,12.039000000000003,46014,1126,0,0.0,11497.072136889294,False,-0.5518860718501571,0,1.1450000000000002,170478,0,71,0.0,3833.9999999999995,False,0.12283112755314715,0,1.487,168353,3,21,1.0,1202.6981974899904,False,0.10042171932800781,0.125,665456,0.0,0.0,19,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,1280,0.8276045117527246,160.6299844495952
116,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.55143325313802,18,21.0,53.999999999999986,17,54.0,0,5.384000000000001,30968,1156,0,0.0,11560.0,False,-0.2812127139364303,0,6.455000000000003,27595,1184,0,0.0,11840.0,False,-0.34444987775061126,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,18,12.206000000000003,45276,1126,0,0.0,11497.072136889294,False,-0.5582750184531075,0,1.1450000000000002,170937,0,68,0.9,3671.999999999999,False,0.12529309087119633,0,1.487,168434,2,26,1.0,1449.1028665062756,False,0.10175171577514805,0.2375,665058,0.0,0.0,18,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1118,0.8310759989544749,161.4610604485497
117,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.42272228337029,8,21.0,53.999999999999986,8,54.0,0,5.384000000000002,30858,1167,0,0.0,11670.0,False,-0.2822885085574572,0,6.455000000000003,27505,1193,0,0.0,11930.0,False,-0.3453300733496332,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,8,12.268,45028,1126,0,0.0,11497.072136889294,False,-0.5604219815391938,0,1.1450000000000002,170769,0,76,0.8,4103.999999999999,False,0.12560572113380575,0,1.487,168866,0,20,0.2,1079.9999999999998,False,0.10336338057523968,0.125,664874,0.0,0.0,13,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,632,0.818856593221426,162.2799170417711
118,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.325483072524197,29,22.03448275862069,53.999999999999986,20,54.0,0,5.384000000000001,30728,1180,0,0.0,11800.0,False,-0.283559902200489,0,6.455000000000001,27435,1200,0,0.0,12000.0,False,-0.34601466992665036,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,29,12.550000000000002,43539,1126,0,0.0,11497.072136889294,False,-0.5733124171649296,0,1.1450000000000002,170964,9,75,1.0,4250.929347652717,False,0.1273542665812992,0,1.487,169112,0,21,1.0,1133.9999999999998,False,0.10514146519383076,0.25,663626,0.0,0.0,18,0,0,1,3,3.0,1,2,2,36.0,0.0,2,0,2,1280,0.8133554011583328,163.09327244292945
119,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.11205257063811,20,21.0,53.999999999999986,20,54.0,0,5.384000000000002,30598,1193,0,0.0,11930.0,False,-0.2848312958435208,0,6.455000000000001,27365,1207,0,0.0,12070.0,False,-0.3466992665036675,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,20,12.721,42699,1126,0,0.0,11497.072136889294,False,-0.5805843889081251,0,1.1450000000000002,171024,9,80,1.0,4519.008473135742,False,0.12861807156997632,0,1.487,169712,0,16,1.0,863.9999999999998,False,0.10817007086285953,0.25,663246,0.0,0.0,18,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,1280,0.8123492794111371,163.90562172234058
120,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.184702126024508,21,22.571428571428573,53.999999999999986,14,54.0,0,5.384000000000002,30498,1203,0,0.0,12030.0,False,-0.28580929095354524,0,6.455000000000001,27265,1217,0,0.0,12170.0,False,-0.34767726161369195,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,21,12.911000000000001,41839,1126,0,0.0,11497.072136889294,False,-0.5880295028356824,0,1.1450000000000002,171354,9,80,1.0,4519.66231913422,False,0.13076953391756402,0,1.487,169664,1,22,1.0,1210.1847021260244,False,0.10898481366626074,0.25,662468,0.0,0.0,13,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,956,0.8099093968048692,164.71553111914545
121,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.093225020036478,10,21.0,53.999999999999986,20,54.0,0,5.384000000000002,30388,1214,0,0.0,12140.0,False,-0.28688508557457215,0,6.455000000000001,27175,1226,0,0.0,12260.0,False,-0.3485574572127139,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,10,12.990000000000002,41529,1126,0,0.0,11497.072136889294,False,-0.5907132066932903,0,1.1450000000000002,171738,9,79,1.0,4464.839025180328,False,0.1330920403852527,0,1.487,170150,0,14,0.1,755.9999999999998,False,0.11067111296373489,0.1375,662828,0.0,0.0,17,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1280,0.815094880759716,165.53062599990517
122,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.384320378907148,21,24.0,53.999999999999986,18,54.0,0,5.384000000000002,30308,1222,0,0.0,12220.0,False,-0.2876674816625917,0,6.455000000000001,27055,1238,0,0.0,12380.0,False,-0.34973105134474325,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,21,13.190000000000001,40699,1126,0,0.0,11497.072136889294,False,-0.5978986073443049,0,1.1450000000000002,172038,9,79,1.0,4467.458883410163,False,0.13505451126579482,0,1.487,170318,1,16,1.0,886.384320378907,False,0.11218992392786996,0.25,662266,0.0,0.0,17,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1172,0.8164865951985121,166.34711259510368
123,2,0,0,0,10.000000000000002,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.309356155107686,30,22.0,53.999999999999986,20,54.0,0,5.384000000000002,30208,1232,0,0.0,12320.000000000002,False,-0.28864547677261615,0,6.455000000000001,26955,1248,0,0.0,12480.000000000002,False,-0.35070904645476775,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,30,13.469000000000003,39139,1126,0,0.0,11497.072136889294,False,-0.6114036977245252,0,1.1450000000000002,172422,9,78,1.0,4412.7842053959685,False,0.13737750171098623,0,1.487,170354,11,17,1.0,1163.4029177061843,False,0.11332652575847416,0.25,660926,0.0,0.0,20,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,1280,0.8125215591862798,167.15963415428996
124,2,0,0,0,10.000000000000002,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.20490108785585,12,21.0,53.999999999999986,15,54.0,0,5.384000000000001,30068,1246,0,0.0,12460.000000000002,False,-0.29001466992665037,0,6.455000000000003,26895,1254,0,0.0,12540.000000000002,False,-0.3512958435207824,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,12,13.559000000000003,38767,1126,0,0.0,11497.072136889294,False,-0.6146241423536546,0,1.1450000000000002,172656,11,79,1.0,4510.253911966413,False,0.13921899069914026,0,1.487,170678,1,21,1.0,1156.2049010878557,False,0.11541333922040387,0.25,660912,0.0,0.0,17,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1010,0.8099311832338572,167.96956533752382
125,2,0,0,0,10.000000000000002,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.339797877252977,11,24.0,53.99999999999999,13,54.0,0,5.384000000000002,29958,1257,0,0.0,12570.000000000002,False,-0.2910904645476773,0,6.455000000000003,26805,1263,0,0.0,12630.000000000002,False,-0.3521760391198044,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,13.657000000000002,38459,1126,0,0.0,11497.072136889294,False,-0.6172905319928262,0,1.1450000000000002,172980,1,83,1.0,4504.339797877252,False,0.14130998527341224,0,1.487,170792,2,24,1.0,1340.6795957545057,False,0.11675658997158478,0.25,660842,0.0,0.0,13,0,0,1,1,1.0,1,2,2,36.0,0.0,2,0,2,902,0.7929923199117184,168.76255765743554
126,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.289941953796752,33,22.09090909090909,54.0,17,54.0,0,5.384000000000001,29868,1266,0,0.0,12660.0,False,-0.29197066014669926,0,6.455000000000001,26695,1274,0,0.0,12740.0,False,-0.3532518337408313,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,33,13.976,36666,1126,0,0.0,11497.072136889294,False,-0.6328127288208615,0,1.1450000000000002,172947,14,84,1.0,4848.059187353155,False,0.14221439658240798,0,1.487,171014,2,26,1.0,1448.5798839075935,False,0.11855388926345474,0.25,659038,0.0,0.0,17,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,1118,0.7890707198530436,169.55162837728858
127,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.193357588382305,12,21.0,54.0,20,54.0,0,5.384000000000002,29758,1277,0,0.0,12770.0,False,-0.29304645476772617,0,6.455000000000001,26605,1283,0,0.0,12830.0,False,-0.3541320293398533,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,12,14.063000000000002,36294,1126,0,0.0,11497.072136889294,False,-0.6360331734499909,0,1.1450000000000002,173433,4,85,1.0,4678.773430353529,False,0.14482848788021557,0,1.487,171356,4,25,1.0,1438.7734303535292,False,0.12074944452881915,0.25,659294,0.0,0.0,21,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1280,0.7856014985591173,170.3372298758477
128,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.21589201292088,22,22.363636363636363,54.0,20,54.0,0,5.384000000000002,29658,1287,0,0.0,12870.0,False,-0.2940244498777506,0,6.455000000000001,26505,1293,0,0.0,12930.0,False,-0.35511002444987777,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,22,14.271,35372,1126,0,0.0,11497.072136889294,False,-0.6440150281490697,0,1.1450000000000002,173973,0,79,0.4,4266.0,False,0.14700135473113798,0,1.487,171404,16,25,1.0,1705.454272206734,False,0.12193053834998553,0.175,658760,0.0,0.0,18,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1280,0.7811753144487739,171.11840519029647
129,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.338078703504692,11,24.0,54.0,20,54.0,0,5.384000000000002,29598,1293,0,0.0,12930.0,False,-0.2946112469437653,0,6.455000000000001,26365,1307,0,0.0,13070.0,False,-0.356479217603912,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,14.359000000000004,35064,1126,0,0.0,11497.072136889294,False,-0.6466814177882415,0,1.1450000000000002,174303,1,78,1.0,4234.338078703505,False,0.14904757867439394,0,1.487,171890,6,26,1.0,1538.028472221028,False,0.12455068671914421,0.25,659068,0.0,0.0,19,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1280,0.777749365195632,171.8961545554921
130,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.189910695144295,18,21.0,53.99999999999999,20,54.0,0,5.384000000000002,29478,1305,0,0.0,13050.0,False,-0.2957848410757946,0,6.455000000000001,26285,1315,0,0.0,13150.0,False,-0.35726161369193155,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,18,14.528000000000004,34326,1126,0,0.0,11497.072136889294,False,-0.6530703643911918,0,1.1450000000000002,174465,9,78,1.0,4411.709196256298,False,0.1506803264259076,0,1.4870000000000003,172430,0,22,0.6,1187.9999999999998,False,0.12692788661942475,0.2,658832,0.0,0.0,17,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1280,0.7831068970263004,172.6792614525184
131,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.435818714373465,23,24.0,53.99999999999999,20,54.0,0,5.384000000000002,29348,1318,0,0.0,13180.0,False,-0.2970562347188264,0,6.455000000000001,26215,1322,0,0.0,13220.0,False,-0.35794621026894863,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,23,14.740000000000002,33385,1126,0,0.0,11497.072136889294,False,-0.6612167041654144,0,1.1450000000000002,174663,11,79,1.0,4512.794005858107,False,0.15229911553595943,0,1.487,172760,1,21,1.0,1156.4358187143732,False,0.1289744288594023,0.25,658219,0.0,0.0,18,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1280,1.4422660348936915,174.1215274874121
132,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.460670147372888,20,22.65,54.0,20,54.0,0,5.384000000000001,29258,1327,0,0.0,13270.0,False,-0.2979364303178484,0,6.455000000000003,26105,1333,0,0.0,13330.0,False,-0.35902200488997554,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,20,14.917000000000003,32578,1126,0,0.0,11497.072136889294,False,-0.668202991304413,0,1.1450000000000002,174669,12,84,1.0,4805.528041768474,False,0.15329150180338313,0,1.4870000000000003,173381,0,16,1.0,864.0,False,0.13206674656106712,0.25,657839,0.0,0.0,18,0,0,0,2,2.0,2,2,2,36.0,0.0,2,0,2,1280,0.7824203306809068,174.903947818093
133,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.40115712587497,28,22.071428571428573,54.0,20,54.0,0,5.384000000000002,29148,1338,0,0.0,13380.0,False,-0.2990122249388753,0,6.455000000000003,26015,1342,0,0.0,13420.0,False,-0.35990220048899757,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,28,15.177,31160,1126,0,0.0,11497.072136889294,False,-0.6804787721756644,0,1.1450000000000002,175053,12,83,1.0,4750.8138855105,False,0.15561436368509826,0,1.4870000000000003,173459,8,17,1.0,1097.2092570069997,False,0.13333423189677662,0.25,656683,0.0,0.0,20,0,0,0,3,3.0,2,2,2,36.0,0.0,2,0,2,1280,0.7779790759086609,175.68192689400166
134,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.31349474497746,11,21.0,54.0,20,54.0,0,5.384000000000001,29058,1347,0,0.0,13470.0,False,-0.29989242053789733,0,6.455000000000001,25905,1353,0,0.0,13530.0,False,-0.36097799511002443,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,15.259,30819,1126,0,0.0,11497.072136889294,False,-0.6834308464190331,0,1.1450000000000002,175701,2,81,1.0,4418.626989489955,False,0.15875308393305135,0,1.4870000000000003,173660,9,19,1.0,1226.8214527047971,False,0.13506546169206174,0.25,656991,0.0,0.0,18,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1280,0.7772989766672254,176.4592258706689
135,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,22.22812086441337,11,21.0,53.99999999999999,20,54.0,0,5.384000000000002,28988,1354,0,0.0,13540.0,False,-0.3005770171149144,0,6.455000000000001,25775,1366,0,0.0,13660.0,False,-0.36224938875305623,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,15.358000000000002,30478,1126,0,0.0,11497.072136889294,False,-0.6863829206624017,0,1.1450000000000002,176280,3,76,1.0,4170.684362593239,False,0.1617167451366234,0,1.487,173930,0,23,0.9,1241.9999999999998,False,0.13687343684868694,0.2375,657299,0.0,0.0,17,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,1280,0.7727708155289292,177.23199668619782
