index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
109,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.170318960281836,5,11.0,26.894078010970283,25,30.6,40.0,0,,0,0.281,37971,1109,0,0.0,11090.0,False,-0.11626490120021933,0,0.4700000000000001,37681,1091,0,0.0,10910.0,False,-0.1239820474807579,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.711000000000002,42336,0,0,0.0,0.0,False,-0.2545297670405522,0,0.43400000000000005,83550,0,16,0.6,430.3052481755245,False,0.10942813694936304,0,22.979000000000006,-72905.77777777778,317,0,0.0,3223.991110409342,True,-1.9442509863525042,0,0.5690000000000001,94553,555,477,1.0,34006.21329608851,False,0.006905855602388761,0,0.389,98623,451,467,1.0,30809.229182947598,False,0.02921369598138658,0.325,452604,0.0,0.1,11,0,0,3,1,1.0,2,5,6,90.0,0.0,5,0,6,965,1.0239421559963375,137.370307291043
110,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.22348597839091,5,11.0,26.894078010970283,0,,40.0,2,40.0,0,0.281,37831,1123,0,0.0,11230.0,False,-0.11768648077821328,0,0.4700000000000001,37621,1097,0,0.0,10970.0,False,-0.12459129587132674,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.756000000000002,42271,0,0,0.0,0.0,False,-0.2556743145921009,0,0.43400000000000005,83495,0,21,0.5,564.775638230376,False,0.10959018607360223,0,22.979000000000006,-72905.77777777778,317,0,0.0,3240.8450551499186,True,-1.9441393752592986,0,0.5690000000000001,94633,545,485,1.0,34057.2725159788,False,0.007858366275143332,0,0.389,98623,441,477,1.0,30940.288402837894,False,0.029805166497449725,0.3125,452364,0.0,0.1,9,0,0,2,1,1.0,4,6,6,93.0,0.0,6,0,6,280,1.2642265519825742,138.63453384302557
111,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.275099892266168,5,11.0,26.894078010970283,0,,40.0,0,,0,0.281,37731,1133,0,0.0,11330.0,False,-0.11870189476249467,0,0.4700000000000001,37521,1107,0,0.0,11070.0,False,-0.12560670985560812,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.801000000000002,42206,0,0,0.0,0.0,False,-0.2568188621436495,0,0.43400000000000005,83440,0,26,0.5,699.2460282852273,False,0.10975223519784141,0,22.979000000000006,-72905.77777777778,317,0,0.0,3257.206665848375,True,-1.9440310245268875,0,0.5690000000000002,94633,535,495,1.0,34188.3317358691,False,0.008449836791206474,0,0.38900000000000007,98623,431,487,1.0,31071.347622728194,False,0.03039663701351287,0.3125,452044,0.0,0.1,8,0,0,4,1,1.0,2,6,5,78.0,0.0,6,0,5,200,1.278260526014492,139.91279436904006
112,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.32495479121024,5,11.0,26.894078010970283,0,,40.0,0,,0,0.281,37651,1141,0,0.0,11410.0,False,-0.11951422594991978,0,0.4700000000000001,37401,1119,0,0.0,11190.0,False,-0.1268252066367458,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,7.846000000000002,42141,0,0,0.0,0.0,False,-0.2579634096951982,0,0.43400000000000005,83385,0,31,0.5,833.7164183400788,False,0.1099142843220804,0,22.979000000000006,-72905.77777777778,317,0,0.0,3273.010668813646,True,-1.9439263664141948,0,0.5690000000000002,94633,525,505,1.0,34319.3909557594,False,0.009041307307269484,0,0.389,98623,421,497,1.0,31202.40684261849,False,0.030988107529575877,0.3125,451724,0.0,0.1,9,0,0,2,1,1.0,1,3,3,54.0,6.0,3,2,3,200,0.9709499930031598,140.88374436204322
113,3,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.348160828584414,10,10.5,26.894078010970283,0,,40.0,10,40.0,0,0.281,37521,1154,0,0.0,11540.0,False,-0.12083426412948559,0,0.4700000000000001,37331,1126,0,0.0,11260.0,False,-0.1275359964257428,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,7.941000000000002,41981,0,0,0.0,0.0,False,-0.2607807575143949,0,0.43400000000000005,83280,0,41,1.0,1102.6571984497816,False,0.11030460510476253,0,22.979,-72905.77777777778,317,0,0.0,3280.366982661259,True,-1.943877651039656,0,0.5690000000000002,95033,515,505,1.0,34050.4501756497,False,0.011437978606789767,0,0.389,98623,411,507,1.0,31333.466062508785,False,0.03157957804563902,0.375,451659,0.0,0.1,13,0,0,0,2,2.0,1,1,2,18.0,6.0,1,2,2,600,0.6393825350096449,141.52312689705286
114,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.367655430664636,10,10.5,26.36805432241187,7,15.0,39.99999999999999,20,40.0,0,0.281,37391,1167,0,0.0,11670.0,False,-0.1221543023090514,0,0.4700000000000001,37261,1133,0,0.0,11330.0,False,-0.12824678621473976,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,8.031000000000002,41821,0,0,0.0,0.0,False,-0.26359810533359157,0,0.43400000000000005,83280,0,44,1.0,1160.1943901861223,False,0.11068563096953836,0,22.979000000000006,-72905.77777777778,317,0,0.0,3286.5467715206896,True,-1.9438367269117445,0,0.5690000000000002,95433,505,505,1.0,33515.86743281799,False,0.012635807208247923,0,0.389,98918,408,507,1.0,31038.16616354404,False,0.03290956017882343,0.375,451994,0.0,0.1,20,0,0,0,2,2.0,1,1,2,18.0,3.0,1,1,2,1105,0.6436278359615244,142.1667547330144
115,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.367655430664636,0,,26.616896971484145,9,30.555555555555557,39.99999999999999,20,40.0,0,0.281,37281,1178,0,0.0,11780.0,False,-0.12327125769176094,0,0.4700000000000001,37171,1142,0,0.0,11420.0,False,-0.129160658800593,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.021,41821,0,0,0.0,0.0,False,-0.26359810533359157,0,0.43400000000000005,83555,0,35,0.0,931.5913940019451,False,0.11281400337736208,0,22.979000000000006,-72905.77777777778,317,0,0.0,3286.5467715206896,True,-1.9438367269117445,0,0.5690000000000002,95873,495,504,1.0,33335.36400088465,False,0.01579263658999667,0,0.38900000000000007,99003,407,508,1.0,31153.077067394042,False,0.03419536364593714,0.25,452594,0.0,0.1,17,0,0,0,0,0.0,1,1,5,18.0,3.0,1,1,5,1275,0.6617793620098382,142.82853409502422
116,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.367655430664636,0,,27.125831388903148,5,41.0,40.0,20,40.0,0,0.281,37211,1185,0,0.0,11850.0,False,-0.1239820474807579,0,0.4700000000000001,37041,1155,0,0.0,11550.0,False,-0.13048069698015882,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.021,41821,0,0,0.0,0.0,False,-0.26359810533359157,0,0.43400000000000005,83760,0,30,0.0,813.7749416670945,False,0.11474891687527052,0,22.979000000000006,-72905.77777777778,317,0,0.0,3286.5467715206896,True,-1.9438367269117445,0,0.5690000000000001,96313,485,503,1.0,33276.02822361803,False,0.01949629583458052,0,0.389,99158,402,509,1.0,31264.584218339063,False,0.036097626243733985,0.25,453194,0.0,0.1,17,0,0,2,0,0.0,1,3,5,54.0,6.0,3,2,5,1205,0.8841488729813136,143.71268296800554
117,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.409756149912099,5,11.0,27.65067047952584,5,41.0,40.0,20,40.0,0,0.281,37101,1196,0,0.0,11960.0,False,-0.12509900286346742,0,0.4700000000000001,36951,1164,0,0.0,11640.0,False,-0.13139456956601206,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.071000000000002,41756,0,0,0.0,0.0,False,-0.26474265288514026,0,0.43400000000000005,83910,0,30,0.5,829.5201143857752,False,0.11683986142527969,0,22.979000000000006,-72905.77777777778,317,0,0.0,3299.8926995221354,True,-1.9437483467943883,0,0.5690000000000001,96508,480,503,1.0,33392.321830172405,False,0.02178119987260884,0,0.389,99558,392,509,1.0,31199.06282797413,False,0.039412329647598277,0.3125,453674,0.0,0.1,18,0,0,2,1,1.0,1,3,6,54.0,6.0,3,2,6,1205,0.9619138509733602,144.6745968189789
118,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.421387142785699,10,10.5,28.685840018546287,10,41.0,39.99999999999999,20,40.0,0,0.281,37031,1203,0,0.0,12030.0,False,-0.12580979265246442,0,0.4700000000000001,36821,1177,0,0.0,11770.0,False,-0.13271460774557786,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,8.166000000000002,41596,0,0,0.0,0.0,False,-0.26756000070433694,0,0.43400000000000005,84215,0,30,1.0,860.5752005563886,False,0.12108509066233394,0,22.979000000000006,-72905.77777777778,317,0,0.0,3303.5797242630665,True,-1.9437239303821865,0,0.5690000000000001,96583,475,506,1.0,33865.77400880949,False,0.024594840775918045,0,0.389,99873,387,506,1.0,31341.42008717741,False,0.0428979794711548,0.375,454009,0.0,0.1,19,0,0,4,2,2.0,2,6,6,93.0,0.0,6,0,6,1410,1.2216651199851185,145.89626193896402
119,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.431234650296092,10,10.5,29.19442852373488,5,41.0,40.0,20,40.0,0,0.281,36921,1214,0,0.0,12140.0,False,-0.12692674803517395,0,0.4700000000000001,36731,1186,0,0.0,11860.0,False,-0.13362848033143113,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,8.256,41436,0,0,0.0,0.0,False,-0.2703773485235337,0,0.43400000000000005,84315,0,35,1.0,1021.8049983307209,False,0.1234772459261931,0,22.979000000000006,-72905.77777777778,317,0,0.0,3306.701384143861,True,-1.943703257959364,0,0.5690000000000002,96658,470,509,1.0,34081.38140615539,False,0.026244827676234466,0,0.38900000000000007,100393,377,503,1.0,31126.29955344805,False,0.04662066211807838,0.375,454344,0.0,0.1,18,0,0,3,2,2.0,3,6,6,108.0,0.0,6,0,6,1205,1.1113931300351396,147.00765506899916
120,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.40317671698948,5,10.0,29.712417111843216,5,41.0,40.0,0,,0,0.281,36881,1218,0,0.0,12180.0,False,-0.1273329136288865,0,0.4700000000000001,36571,1202,0,0.0,12020.0,False,-0.13525314270628136,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.296000000000001,41366,0,0,0.0,0.0,False,-0.27160993819443224,0,0.43400000000000005,84470,0,35,0.5,1039.9345989145127,False,0.1256502032959917,0,22.979000000000006,-72905.77777777778,317,0,0.0,3297.807019285665,True,-1.9437621586974683,0,0.5690000000000002,96453,465,519,1.0,34576.2739570071,False,0.026627947924502435,0,0.389,100393,367,513,1.0,31424.45708004646,False,0.04796624761960119,0.3125,454024,0.0,0.1,10,0,0,3,1,1.0,3,6,6,93.0,0.0,6,0,6,405,1.2151060089818202,148.22276107798098
121,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.37599472550761,5,10.0,29.712417111843216,0,,40.0,0,,0,0.281,36761,1230,0,0.0,12300.0,False,-0.12855141041002416,0,0.4700000000000001,36491,1210,0,0.0,12100.0,False,-0.13606547389370646,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.341000000000001,41296,0,0,0.0,0.0,False,-0.27284252786533075,0,0.43400000000000005,84420,0,40,0.5,1188.4966844737287,False,0.12597179373318765,0,22.979,-72905.77777777778,317,0,0.0,3289.1903279859125,True,-1.9438192206109006,0,0.5690000000000002,96453,455,529,1.0,34679.149785888665,False,0.027092226741741984,0,0.389,100393,357,523,1.0,31527.33290892803,False,0.04843052643684074,0.3125,453704,0.0,0.1,8,0,0,3,1,1.0,3,6,5,108.0,0.0,6,0,5,200,0.9876009519794025,149.21036202996038
122,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.349791622596827,5,10.0,29.712417111843216,0,,39.99999999999999,16,40.0,0,0.281,36621,1244,0,0.0,12440.0,False,-0.12997298998801812,0,0.4700000000000001,36431,1216,0,0.0,12160.0,False,-0.1366747222842753,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.386000000000001,41226,0,0,0.0,0.0,False,-0.2740751175362293,0,0.43400000000000005,84370,0,45,0.5,1337.0587700329447,False,0.12629338417038363,0,22.979000000000006,-72905.77777777778,317,0,0.0,3280.883944363194,True,-1.9438742275882575,0,0.5690000000000002,96893,445,528,1.0,34342.02561477023,False,0.029542226420784384,0,0.389,100593,347,528,1.0,31430.208737809593,False,0.04979740564580873,0.3125,454024,0.0,0.1,14,0,0,4,1,1.0,1,5,4,90.0,0.0,5,0,4,840,0.9757301630452275,150.1860921930056
123,4,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.349791622596827,0,,28.77241505165688,7,15.0,39.99999999999999,20,40.0,0,0.281,36541,1252,0,0.0,12520.000000000002,False,-0.13078532117544323,0,0.4700000000000001,36311,1228,0,0.0,12280.000000000002,False,-0.13789321906541296,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.381,41226,0,0,0.0,0.0,False,-0.2740751175362293,0,0.43400000000000005,84475,0,38,0.0,1093.3517719629613,False,0.12607016788712352,0,22.979000000000006,-72905.77777777778,317,0,0.0,3280.883944363194,True,-1.9438742275882575,0,0.5690000000000002,97253,435,529,1.0,33676.000547470736,False,0.029785815397779282,0,0.38900000000000007,100928,344,527,1.0,30977.710777769964,False,0.05077899277815875,0.25,454624,0.0,0.1,17,0,0,1,0,0.0,1,2,4,21.0,6.0,2,2,4,1105,0.8852649410255253,151.07135713403113
124,4,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.324652656014209,5,10.0,27.738879448710954,8,15.0,39.99999999999999,20,40.0,0,0.281,36461,1260,0,0.0,12600.000000000002,False,-0.13159765236286833,0,0.4700000000000001,36191,1240,0,0.0,12400.000000000002,False,-0.13911171584655063,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.431000000000001,41156,0,0,0.0,0.0,False,-0.2753077072071279,0,0.43400000000000005,84545,0,35,0.5,970.8607807048834,False,0.12618611698015234,0,22.979000000000006,-72905.77777777778,317,0,0.0,3272.914891956504,True,-1.9439270006728149,0,0.5690000000000001,97573,425,531,1.0,33029.02376570215,False,0.02975432916799266,0,0.389,101288,342,525,1.0,30486.696771459145,False,0.0518124070161797,0.3125,455104,0.0,0.1,18,0,0,1,1,1.0,1,2,2,36.0,6.0,2,2,2,1120,0.7829645280144177,151.85432166204555
125,2,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.324652656014209,0,,27.738879448710954,0,,39.99999999999999,20,40.0,0,0.281,36381,1268,0,0.0,12680.000000000002,False,-0.13240998355029346,0,0.4700000000000001,36071,1252,0,0.0,12520.000000000002,False,-0.1403302126276883,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.426000000000002,41156,0,0,0.0,0.0,False,-0.2753077072071279,0,0.43400000000000005,84545,0,35,0.0,970.8607807048834,False,0.12618611698015234,0,22.979000000000006,-72905.77777777778,317,0,0.0,3272.914891956504,True,-1.9439270006728149,0,0.5690000000000001,98053,415,529,1.0,32671.63497121504,False,0.032473914718772465,0,0.389,101608,332,527,1.0,30289.307976972035,False,0.05380991225357665,0.25,455704,0.0,0.1,17,0,0,0,0,0.0,1,1,5,18.0,3.0,1,1,5,1000,0.6196434759767726,152.47396513802232
126,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.374636700037941,13,10.615384615384615,28.494800687963217,5,43.0,39.999999999999986,20,40.0,0,0.281,36271,1279,0,0.0,12790.0,False,-0.133526938933003,0,0.4700000000000001,35981,1261,0,0.0,12610.0,False,-0.14124408521354156,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,13,8.556000000000001,40942,0,0,0.0,0.0,False,-0.27907590991530346,0,0.43400000000000005,84622,3,40,1.0,1170.9159376186424,False,0.12853075995403257,0,22.979000000000006,-72905.77777777778,317,0,0.0,3288.7598339120273,True,-1.9438220714517538,0,0.5690000000000001,98453,405,529,1.0,32700.394278625095,False,0.03621410709635749,0,0.389,101793,327,527,1.0,30397.799824963964,False,0.05596934690075892,0.375,455952,0.0,0.1,18,0,0,0,2,2.0,3,3,6,54.0,6.0,3,2,6,1215,0.8836354259983636,153.3576005640207
127,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.390698005450641,10,10.5,28.494800687963217,0,,39.999999999999986,20,40.0,0,0.281,36161,1290,0,0.0,12900.0,False,-0.13464389431571253,0,0.4700000000000001,35891,1270,0,0.0,12700.0,False,-0.1421579577993948,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,8.643,40782,0,0,0.0,0.0,False,-0.2818932577345002,0,0.43400000000000005,84517,3,50,1.0,1455.9121284145126,False,0.1290274037350471,0,22.979000000000006,-72905.77777777778,317,0,0.0,3293.851267727853,True,-1.9437883546867523,0,0.5690000000000002,98853,395,529,1.0,32415.446271745463,False,0.038538537750112636,0,0.38900000000000007,102193,317,527,1.0,30112.85181808433,False,0.05829377755451408,0.375,456287,0.0,0.1,15,0,0,2,2,2.0,2,4,7,57.0,6.0,4,2,7,1000,1.1059655720018782,154.46356613602256
128,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.364737210215178,5,10.0,28.44573739615961,10,28.0,39.999999999999986,20,40.0,0,0.281,36051,1301,0,0.0,13010.0,False,-0.13576084969842206,0,0.4700000000000001,35801,1279,0,0.0,12790.0,False,-0.14307183038524807,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.683000000000002,40712,0,0,0.0,0.0,False,-0.28312584740539876,0,0.43400000000000005,84747,0,48,0.8,1365.3953950156613,False,0.13147421556107478,0,22.979000000000006,-72905.77777777778,317,0,0.0,3285.6216956382113,True,-1.943842852998671,0,0.5690000000000002,99088,390,528,1.0,32213.837584502242,False,0.03974978827026671,0,0.389,102478,312,528,1.0,29995.07006760179,False,0.06033463940032043,0.35,456767,0.0,0.1,20,0,0,2,1,1.0,1,3,5,39.0,12.0,3,4,5,1280,1.0055652059963904,155.46913134201895
129,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.364737210215178,0,,29.101213058729044,5,41.0,39.99999999999999,20,40.0,0,0.281,35941,1312,0,0.0,13120.0,False,-0.13687780508113156,0,0.4700000000000001,35711,1288,0,0.0,12880.0,False,-0.14398570297110133,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.678,40712,0,0,0.0,0.0,False,-0.28312584740539876,0,0.43400000000000005,84952,0,43,0.0,1251.352161525349,False,0.13343411627038224,0,22.979000000000006,-72905.77777777778,317,0,0.0,3285.6216956382113,True,-1.943842852998671,0,0.5690000000000002,99608,380,525,1.0,32058.460962317033,False,0.043742095307006165,0,0.389,102553,307,531,1.0,30174.072409029814,False,0.06181942761158315,0.25,457367,0.0,0.1,16,0,0,1,0,0.0,1,2,6,36.0,9.0,2,3,6,1205,0.7693134730216116,156.23844481504057
130,6,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.364737210215178,0,,29.753644185687303,5,41.0,39.99999999999999,20,40.0,0,0.281,35861,1320,0,0.0,13200.0,False,-0.1376901362685567,0,0.4700000000000001,35591,1300,0,0.0,13000.0,False,-0.145204199752239,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.678,40712,0,0,0.0,0.0,False,-0.28312584740539876,0,0.43400000000000005,85157,0,38,0.0,1130.6384790561176,False,0.13534984357612365,0,22.979000000000006,-72905.77777777778,317,0,0.0,3285.6216956382113,True,-1.943842852998671,0,0.5690000000000002,99643,375,529,1.0,32317.616569632737,False,0.04522757520752012,0,0.389,103113,297,527,1.0,29916.832323149123,False,0.06571306479384217,0.25,457967,0.0,0.1,17,0,0,2,0,0.0,2,4,2,57.0,6.0,4,2,2,1205,0.8674691410269588,157.10591395606752
131,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.408414137244705,5,11.0,29.753644185687303,0,,40.0,10,40.0,0,0.281,35771,1329,0,0.0,13290.0,False,-0.13860400885440993,0,0.4700000000000001,35481,1311,0,0.0,13110.0,False,-0.1463211551349485,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.728000000000002,40647,0,0,0.0,0.0,False,-0.2842703949569474,0,0.43400000000000005,85102,0,43,0.5,1279.406699984554,False,0.1356065765597696,0,22.97900000000001,-72905.77777777778,317,0,0.0,3299.4672815065715,True,-1.9437511640202971,0,0.5690000000000002,99643,365,539,1.0,32420.080127775866,False,0.04568999344610967,0,0.38900000000000007,103513,287,527,1.0,29619.295881292255,False,0.06798068381588875,0.3125,458047,0.0,0.1,14,0,0,0,1,1.0,2,2,2,36.0,0.0,2,0,2,600,0.5791475430014543,157.68506149906898
132,2,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.45039998118423,5,11.0,29.753644185687303,0,,40.0,0,,0,0.281,35661,1340,0,0.0,13400.0,False,-0.13972096423711947,0,0.4700000000000001,35391,1320,0,0.0,13200.0,False,-0.14723502772080177,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.773000000000001,40582,0,0,0.0,0.0,False,-0.2854149425084961,0,0.43400000000000005,85047,0,48,0.5,1428.1749209129905,False,0.13586330954341536,0,22.979,-72905.77777777778,317,0,0.0,3312.776794035401,True,-1.9436630250554294,0,0.5690000000000001,99643,355,549,1.0,32522.543685918994,False,0.04615241168469909,0,0.389,103513,277,537,1.0,29721.759439435384,False,0.06844310205447816,0.3125,457727,0.0,0.1,9,0,0,1,1,1.0,1,2,5,36.0,0.0,2,0,5,200,0.5483749459963292,158.2334364450653
133,5,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.490572149609484,5,11.0,29.753644185687303,0,,40.0,0,,0,0.281,35561,1350,0,0.0,13500.0,False,-0.14073637822140087,0,0.4700000000000001,35291,1330,0,0.0,13300.0,False,-0.14825044170508317,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.818000000000001,40517,0,0,0.0,0.0,False,-0.2865594900600447,0,0.43400000000000005,84992,0,53,0.5,1576.9431418414272,False,0.13612004252706128,0,22.979000000000006,-72905.77777777778,317,0,0.0,3325.5113714262066,True,-1.9435786934567456,0,0.5690000000000001,99643,345,559,1.0,32625.00724406212,False,0.04661482992328851,0,0.389,103513,267,547,1.0,29824.22299757851,False,0.06890552029306758,0.3125,457407,0.0,0.1,9,0,0,1,1,1.0,1,2,0,36.0,9.0,2,3,0,200,0.5395508530200459,158.77298729808535
134,0,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.491889532217492,10,10.5,29.067980393250345,4,15.0,39.99999999999999,17,40.0,0,0.281,35471,1359,0,0.0,13590.0,False,-0.14165025080725413,0,0.4700000000000001,35181,1341,0,0.0,13410.0,False,-0.1493673970877927,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,8.913,40357,0,0,0.0,0.0,False,-0.28937683787924146,0,0.43400000000000005,84947,0,59,1.0,1715.0108432017703,False,0.13643835902680537,0,22.979000000000006,-72905.77777777778,317,0,0.0,3325.9289817129447,True,-1.943575927935596,0,0.5690000000000001,100063,339,557,1.0,32134.045353311863,False,0.04819003959397366,0,0.389,103713,257,552,1.0,29550.470961065337,False,0.06947527759955828,0.375,457622,0.0,0.1,18,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,940,0.19453308399533853,158.9675203820807
135,0,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.528492425230969,5,11.0,28.543462422717536,3,15.0,39.999999999999986,18,40.0,0,0.281,35401,1366,0,0.0,13660.0,False,-0.1423610405962511,0,0.4700000000000001,35051,1354,0,0.0,13540.0,False,-0.1506874352673585,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,8.953000000000001,40292,0,0,0.0,0.0,False,-0.2905213854307901,0,0.43400000000000005,84937,0,61,0.5,1741.1512077857697,False,0.13647902207717416,0,22.979,-72905.77777777778,317,0,0.0,3337.5320987982172,True,-1.9434990891537907,0,0.5690000000000002,100378,332,558,1.0,31796.429524342217,False,0.04950956993050974,0,0.38900000000000007,104073,247,553,1.0,29170.235218411224,False,0.07100863435843717,0.3125,458022,0.0,0.1,13,0,0,0,1,1.0,0,0,0,0.0,0.0,0,0,0,965,0.19284414598951116,159.1603645280702
136,0,0,0,0,10.0,0,,9.416277151498488,0,,10.528492425230969,0,,30.05488279026671,10,41.0,39.999999999999986,6,40.0,0,0.281,35401,1366,0,0.0,13660.0,False,-0.1423610405962511,0,0.4700000000000001,35051,1354,0,0.0,13540.0,False,-0.1506874352673585,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,8.948,40292,0,0,0.0,0.0,False,-0.2905213854307901,0,0.43400000000000005,85347,0,51,0.0,1532.7990223036022,False,0.1405295089089414,0,22.979000000000006,-72905.77777777778,317,0,0.0,3337.5320987982172,True,-1.9434990891537907,0,0.5690000000000002,100173,327,568,1.0,32547.94667241721,False,0.0510508374886824,0,0.389,104108,242,557,1.0,29553.281635244537,False,0.0730532337249621,0.25,458262,0.0,0.1,5,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,650,0.18369544699089602,159.3440599750611
