index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
138,28,0,0,0,10.0,20,10.0,14.808251580730575,25,20.48,27.779217370421733,0,,30.999999999999996,0,,0,0.2,47537,20,271,1.0,4213.036178377986,False,0.4201715896895809,6,10.511000000000001,377.0,1377,0,0.0,13770.0,False,-0.7922531182057444,0,0.2,43676,0,10,0.0,277.79217370421736,False,0.008119646745481338,0,1.1540000000000004,47159,870,81,1.0,15133.29548223976,False,0.25916082419400577,0,3.2150000000000007,57060,0,28,0.0,867.9999999999999,False,-0.058339884696016774,0,1.8740000000000003,55298,0,189,0.0,5858.999999999999,False,-0.04632632337526205,0.3333333333333333,251107,0.0,0.0,9,0,0,5,2,2.0,2,7,24,66.0,93.0,7,21,24,656,1.0349918270367198,191.2623517869506
139,24,0,0,0,10.0,20,10.0,14.753049678960862,27,14.444444444444445,27.823219518862786,1,33.0,31.000000000000004,7,31.0,0,0.2,47717,22,269,1.0,4188.570363640472,False,0.4249709686983703,15,10.655000000000001,15.0,1385,0,0.0,13850.0,False,-0.8014646984780868,0,0.2,43676,0,10,0.0,278.2321951886279,False,0.008124708885792486,0,1.1540000000000004,46802,887,90,1.0,15590.044821935935,False,0.25620133475146034,0,3.2150000000000007,57060,0,28,0.0,868.0000000000001,False,-0.058339884696016774,0,1.8740000000000003,55482,0,183,0.1,5673.000000000001,False,-0.04483588836477988,0.35000000000000003,250752,0.0,0.0,12,0,0,6,3,3.0,4,10,21,92.0,57.0,10,14,21,750,0.8822129089967348,192.14456469594734
140,21,0,0,0,10.0,20,10.0,15.381577469273706,14,22.571428571428573,28.39684407959636,17,32.0,31.000000000000004,1,31.0,0,0.2,47979,17,267,1.0,4276.8811842960795,False,0.4337292765805024,2,10.660000000000002,-5629.0,1400,0,0.0,14000.0,False,-0.9607792653621696,0,0.2,43676,0,10,0.0,283.9684407959636,False,0.008190700391099783,0,1.1540000000000004,47030,891,83,1.0,16061.92358372937,False,0.2668759328117593,0,3.2150000000000007,57060,0,28,0.0,868.0000000000001,False,-0.058339884696016774,0,1.874,54969,7,192,1.0,6150.777908557176,False,-0.0493253905549235,0.5,245085,0.0,0.0,5,0,0,4,7,265.65,1,5,22,60.0,49.0,5,16,22,937,0.8415073600481264,192.98607205599546
141,22,0,0,1,10.0,19,10.0,15.381577469273706,0,,28.87387822808395,17,32.0,31.0,14,31.0,0,0.2,47859,19,277,1.0,4450.696958988817,False,0.4327825975367436,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,288.7387822808395,False,0.00824557984309095,0,1.1540000000000004,47574,881,76,1.0,15745.584495764517,False,0.2757533534554843,0,3.2150000000000007,56609,7,35,1.0,1287.1171475965875,False,-0.06229431057065168,0,1.8740000000000003,55310,0,188,0.7,5828.0,False,-0.046383647798742135,0.6166666666666667,251028,0.0,0.125,10,0,0,3,4,3539.31,0,3,25,39.0,54.0,3,19,25,1098,0.8237826529657468,193.8098547089612
142,25,0,0,0,10.0,5,10.0,15.381577469273706,0,,28.944071465345832,2,33.0,31.000000000000004,20,31.0,0,0.2,47809,14,287,1.0,4554.512733681554,False,0.43283717721823933,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,289.4407146534583,False,0.00825365508551683,0,1.1540000000000004,47640,871,84,1.0,15828.655978826448,False,0.27822760087923293,0,3.2150000000000007,56793,0,36,0.8,1116.0000000000002,False,-0.060681996855345914,0,1.8740000000000003,55680,0,176,0.1,5456.000000000001,False,-0.04337002096436059,0.48333333333333334,251598,0.0,0.125,12,0,0,1,7,9857.208333333334,0,1,25,24.0,66.0,3,22,25,736,0.6772022829973139,194.48705699195853
143,25,0,0,0,10.0,11,10.0,15.381577469273706,0,,29.055899315026785,3,33.0,30.999999999999996,20,31.0,0,0.2,47699,15,297,1.0,4718.32850837429,False,0.43203353513523135,0,10.658000000000001,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,290.55899315026784,False,0.008266520099745316,0,1.1540000000000004,47739,861,91,1.0,15887.625038712098,False,0.2811838507053529,0,3.2150000000000007,56975,0,30,0.2,929.9999999999999,False,-0.05922431865828092,0,1.8740000000000003,56019,0,165,0.1,5114.999999999999,False,-0.040610259433962265,0.38333333333333336,252108,0.0,0.125,14,0,0,1,4,10642.225,0,1,19,18.0,72.0,1,24,19,829,0.5936491640168242,195.08070615597535
144,19,0,0,0,10.0,12,10.0,15.381577469273706,0,,27.816711484055027,9,14.333333333333334,30.999999999999996,20,31.0,0,0.2,47579,17,307,1.0,4892.144283067028,False,0.4310868560914725,0,10.658000000000001,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,851,92,1.0,15648.859882884986,False,0.2814051341733581,0,3.2150000000000007,57156,0,29,0.9,898.9999999999999,False,-0.05651369234800838,0,1.874,56329,0,155,0.0,4804.999999999999,False,-0.03807160639412998,0.48333333333333334,252608,0.0,0.125,13,0,0,1,3,6241.465277777778,0,1,13,18.0,54.0,1,18,13,869,0.39531186199747026,195.47601801797282
145,13,0,0,0,10.0,8,10.0,15.381577469273706,0,,27.816711484055027,0,,30.999999999999996,9,31.0,0,0.2,47499,15,317,1.0,5025.960057759765,False,0.4307123248907163,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,841,102,1.0,15773.211223032798,False,0.2828357096202751,0,3.2150000000000007,57435,0,20,0.0,619.9999999999999,False,-0.05422890461215933,0,1.8740000000000003,56329,0,155,0.0,4804.999999999999,False,-0.03807160639412998,0.3333333333333333,252807,0.0,0.125,7,0,0,0,6,11826.25,0,0,9,0.0,39.0,0,13,9,359,0.23299593396950513,195.70901395194232
146,9,0,0,0,10.0,9,10.0,15.381577469273706,0,,27.816711484055027,0,,30.999999999999993,20,31.0,0,0.2,47409,14,327,1.0,5169.775832452502,False,0.43019475672920965,0,10.658000000000001,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,831,112,1.0,15897.562563180612,False,0.28426628506719226,0,3.2150000000000007,57683,0,12,0.0,371.9999999999999,False,-0.0521979821802935,0,1.8740000000000003,56701,0,143,0.0,4432.999999999999,False,-0.035025222746331235,0.3333333333333333,253337,0.0,0.125,11,0,0,0,5,7556.826388888889,0,0,6,0.0,27.0,0,9,6,710,0.21049280202714726,195.91950675396947
147,6,0,0,0,10.0,0,,15.381577469273706,0,,27.816711484055027,0,,30.999999999999996,16,31.0,0,0.2,47409,4,337,1.0,5223.591607145239,False,0.4309645212144587,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,821,122,1.0,16021.913903328426,False,0.2856968605141092,3,3.2450000000000006,58037,0,0,0.0,0.0,False,-0.049446409853249475,0,1.8740000000000003,56732,0,142,0.0,4401.999999999999,False,-0.03477135744234801,0.3333333333333333,253722,0.0,0.125,6,0,0,0,1,0.6,0,0,3,0.0,18.0,0,6,3,341,0.17535001802025363,196.09485677198973
148,3,0,0,0,10.0,0,,15.381577469273706,0,,27.816711484055027,0,,30.999999999999996,10,31.0,0,0.2,47409,0,341,0.4,5245.117917022334,False,0.4312724270085584,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,811,132,1.0,16146.26524347624,False,0.2871274359610262,10,3.3420000000000014,57923,0,0,0.0,0.0,False,-0.05131354821802935,0,1.874,56732,0,142,0.0,4401.999999999999,False,-0.03477135744234801,0.2333333333333333,253608,0.0,0.125,0,0,0,0,4,4.0,0,0,1,0.0,9.0,0,3,1,0,0.1572040540049784,196.2520608259947
149,1,0,0,0,10.0,0,,15.381577469273706,0,,27.816711484055027,0,,31.000000000000004,10,31.0,0,0.2,47409,0,341,0.0,5245.117917022334,False,0.4312724270085584,0,10.658000000000003,-39400.833333333336,1407,0,0.0,14070.0,True,-1.9259020864324679,0,0.2,43676,0,10,0.0,278.16711484055025,False,0.00812396018177424,0,1.1540000000000004,47868,801,142,1.0,16270.616583624053,False,0.2885580114079432,10,3.432000000000001,57806,0,0,0.0,0.0,False,-0.053229821802935014,0,1.8740000000000003,56732,0,142,0.0,4402.000000000001,False,-0.03477135744234801,0.16666666666666666,253491,0.0,0.125,0,0,0,0,4,4.0,0,0,0,0.0,3.0,0,1,0,0,0.15062554401811212,196.40268637001282
