index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
107,8,0,0,0,10.0,20,10.0,16.28941159308615,12,24.0,39.27000550035766,8,42.0,17.17780749677078,14,17.642857142857142,46.0,10,46.0,2,3.226000000000001,56977,4,10,1.0,202.89411593086152,False,0.20975047810532468,0,4.088000000000001,30082,1083,0,0.0,10830.0,False,-0.2476580051714637,0,0.2,96782,0,191,1.0,7500.571050568314,False,0.2368333151901301,0,6.041,49590,866,0,0.0,14106.630439612607,False,-0.3031259661449484,7,9.756000000000002,71094,703,0,0.0,27606.813866751436,False,-0.30306278427635575,7,10.161000000000001,69979,720,0,0.0,28274.403960257518,False,-0.3094758282631141,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,9.255,108492,2156,0,0.0,37035.352963037796,False,-0.21142369720033966,0.25,644422,0.0,0.0,9,0,0,7,8,7.166666666666667,16,23,8,96.0,0.0,8,0,8,536,0.9878319360432215,156.94914963189512
108,8,0,0,0,10.0,20,10.0,17.035941472375036,21,21.80952380952381,39.27000550035766,0,,17.520806541419137,13,20.307692307692307,46.00000000000001,9,46.0,11,3.3340000000000005,57170,4,10,1.0,210.35941472375038,False,0.21392013283374747,0,4.088,29982,1093,0,0.0,10930.0,False,-0.2487177313382222,0,0.2,96692,0,196,0.5,7696.921078070101,False,0.23693389113253915,0,6.041,49222,882,0,0.0,15025.700378634781,False,-0.30199982543100085,10,9.849,70954,703,0,0.0,27606.813866751436,False,-0.30421206802630446,3,10.184000000000003,69889,720,0,0.0,28274.403960257518,False,-0.3102146535309383,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,9.335,108079,2169,0,0.0,38002.62938833811,False,-0.21098511943121873,0.1875,643414,0.0,0.0,9,0,0,5,7,6.6875,18,23,9,102.0,0.0,8,0,9,290,0.9662321159848943,157.91538174788002
109,9,0,0,0,10.0,20,10.0,17.035941472375036,0,,39.33109633974231,8,40.0,17.40635627571836,3,13.333333333333334,46.000000000000014,10,46.0,0,3.323000000000001,57050,6,20,1.0,400.71882944750075,False,0.21339407856224307,0,4.088000000000001,29902,1101,0,0.0,11010.0,False,-0.24956551227162901,0,0.2,97012,0,188,0.0,7394.246111871555,False,0.23900892025215642,0,6.041000000000001,49222,882,0,0.0,15025.700378634781,False,-0.30199982543100085,1,9.849000000000002,70602,711,0,0.0,27964.409497556782,False,-0.305633914142114,2,10.201000000000002,69847,720,0,0.0,28318.389364614464,False,-0.310378896832843,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,9.426000000000002,107867,2172,0,0.0,37806.60583086027,False,-0.2129099172031259,0.125,642928,0.0,0.0,8,0,0,5,6,6.0,18,23,10,106.0,14.0,8,1,10,520,0.9973107390105724,158.9126924868906
110,10,0,0,0,10.0,20,10.0,16.51770751153928,24,13.5,39.33109633974231,0,,19.15440282385687,15,30.666666666666668,46.000000000000014,9,46.0,0,3.323000000000001,57240,9,10,1.0,255.17707511539282,False,0.21587869394170867,4,4.128000000000001,29776,1108,0,0.0,11080.0,False,-0.2514942138951295,0,0.2,96688,14,198,1.0,8018.804980430527,False,0.23886472392676433,0,6.041000000000001,49222,882,0,0.0,14568.618025177646,False,-0.30481153253378573,5,9.898000000000001,70562,711,0,0.0,27964.409497556782,False,-0.3059622809278136,10,10.299000000000003,69777,720,0,0.0,28318.389364614464,False,-0.3109535387078173,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,9.506000000000002,107259,2187,0,0.0,41890.67897577497,False,-0.20400628647423052,0.25,641950,0.0,0.0,10,0,0,7,7,7.0,19,26,5,125.0,0.0,10,0,5,520,1.0173022010130808,159.92999468790367
111,5,0,0,0,10.0,20,10.0,15.346906028559552,16,4.5625,39.42102385380862,3,42.0,19.15440282385687,0,,46.000000000000014,11,46.0,0,3.323000000000001,57215,8,10,1.0,233.4690602855955,False,0.21511878534489423,6,4.184000000000001,29584,1119,0,0.0,11190.0,False,-0.2543978635920478,0,0.2,96741,20,205,1.0,8388.248010601958,False,0.24178937532665268,0,6.041000000000001,49222,882,0,0.0,13535.971117189525,False,-0.31116378092819114,0,9.893,70436,714,0,0.0,28146.611031619355,False,-0.30624877465164646,0,10.289000000000001,69777,720,0,0.0,28383.137174742205,False,-0.31068777582915813,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,9.607000000000001,107069,2187,0,0.0,41890.67897577497,False,-0.20518595641499868,0.25,641470,0.0,0.0,11,0,0,7,6,6.0,14,21,9,59.0,0.0,5,0,9,391,0.9691830750089139,160.8991777629126
112,9,0,0,0,10.0,20,10.0,15.897427749081482,19,20.157894736842106,39.572493736837465,5,42.0,20.298999456501488,16,27.625,46.0,12,46.0,8,3.403000000000001,57373,8,10,1.0,238.9742774908148,False,0.2185258602591116,1,4.188000000000001,29474,1129,0,0.0,11290.0,False,-0.25566953499215805,0,0.2,96946,11,210,1.0,8485.095389975764,False,0.24490720817632292,0,6.041000000000001,48844,900,0,0.0,14307.684974173333,False,-0.3110671183400179,6,9.953000000000001,70190,719,0,0.0,28452.622996786136,False,-0.3070121783163562,10,10.389000000000003,69647,720,0,0.0,28492.195490522976,False,-0.3113073287750976,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,9.716000000000001,106403,2203,0,0.0,44718.69580267277,False,-0.20054172988453897,0.25,640303,0.0,0.0,9,0,0,12,9,8.444444444444445,12,24,8,113.0,0.0,9,0,8,410,0.9908856939873658,161.89006345689995
113,8,0,0,0,10.0,20,10.0,16.499714168921958,12,24.0,39.652471285242065,9,40.333333333333336,19.103965654152,13,9.307692307692308,46.0,12,46.0,2,3.415000000000001,57501,11,10,1.0,274.9971416892196,False,0.22162050296393987,0,4.187000000000001,29404,1136,0,0.0,11360.0,False,-0.256411343308889,0,0.2,97309,1,211,1.0,8383.171155354998,False,0.2487461624674282,0,6.041000000000001,48556,912,0,0.0,15047.739322056826,False,-0.31005795057911456,8,10.027000000000001,69850,721,0,0.0,28589.43179665953,False,-0.3092417526714299,5,10.429,69241,727,0,0.0,28827.34662437098,False,-0.3132645953931331,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,9.824000000000002,106043,2216,0,0.0,42334.38788960083,False,-0.21017872654753814,0.25,639330,0.0,0.0,11,0,0,6,9,8.666666666666666,16,22,11,81.0,3.0,7,1,11,779,0.9511030160356313,162.84116647293558
114,11,0,0,0,10.0,20,10.0,16.797162325001523,6,24.0,39.605678705735166,1,36.0,17.688431453484952,15,7.533333333333333,46.0,12,46.0,0,3.4130000000000007,57545,11,14,1.0,345.1602725500213,False,0.22329659904783633,0,4.187000000000001,29304,1146,0,0.0,11460.0,False,-0.2574710694756475,0,0.2,97345,0,211,0.1,8356.79820691012,False,0.24902683378183432,0,6.041,48412,918,0,0.0,15419.795014351397,False,-0.30954088842332,15,10.169,69305,721,0,0.0,28555.694346835055,False,-0.31385422835104443,0,10.424000000000003,69205,728,0,0.0,28832.9340977752,False,-0.3135371912417387,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,9.932000000000002,105695,2231,0,0.0,39462.89057272493,False,-0.22125364588566848,0.1375,638237,0.0,0.0,10,0,0,5,7,7.0,20,25,11,116.0,3.0,10,1,11,380,1.0326184070436284,163.8737848799792
115,11,0,0,0,10.0,20,10.0,16.650244091723735,20,15.65,39.68250836055734,17,40.0,17.49453668431456,19,16.36842105263158,46.0,13,46.0,5,3.463000000000001,57681,11,10,1.0,276.5024409172373,False,0.22545146921407774,1,4.197000000000001,29191,1156,0,0.0,11560.0,False,-0.25880632444576324,0,0.2,97760,8,204,1.0,8228.433658287488,False,0.25334289054333975,0,6.041,48364,920,0,0.0,15318.224564385837,False,-0.3107562279201678,16,10.314000000000002,68137,738,0,0.0,29285.69117009132,False,-0.32044620461317846,3,10.454000000000002,69178,728,0,0.0,28888.866086485745,False,-0.31352926123020264,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,10.05,105131,2250,0,0.0,39362.707539707764,False,-0.22506641063780478,0.25,636868,0.0,0.0,11,0,0,11,10,10.0,14,25,8,119.0,0.0,11,0,8,1156,1.0219081740360707,164.89569305401528
116,8,0,0,0,10.0,20,10.0,16.494629872122225,24,15.583333333333334,39.68250836055734,0,,18.033680794677494,7,27.0,46.0,10,46.0,10,3.5580000000000003,57746,15,10,1.0,314.94629872122226,False,0.22723651285152408,4,4.2360000000000015,29075,1162,0,0.0,11620.0,False,-0.26062905345258786,0,0.2,97501,17,214,1.0,8772.46549698535,False,0.2535030234060761,0,6.041,48249,925,0,0.0,15257.532631713058,False,-0.312544397088451,0,10.298000000000002,68137,738,0,0.0,29285.69117009132,False,-0.32044620461317846,7,10.521000000000003,69101,728,0,0.0,28888.866086485745,False,-0.3141613672926744,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,10.137000000000002,104768,2257,0,0.0,40702.0175535871,False,-0.2231624543542639,0.25,636003,0.0,0.0,8,0,0,6,9,8.333333333333332,16,22,7,100.0,0.0,8,0,7,200,0.9552190290414728,165.85091208305676
117,7,0,0,0,10.0,20,10.0,16.494629872122225,0,,38.49327410134289,17,33.0,17.178697420175936,11,8.545454545454545,46.0,10,46.0,0,3.548000000000001,57646,15,20,1.0,479.8925974424445,False,0.2268650396066556,0,4.232000000000001,28975,1172,0,0.0,11720.0,False,-0.26168877961934633,0,0.2,98062,7,207,1.0,8083.570148082834,False,0.25616723350854326,0,6.041000000000001,48249,925,0,0.0,15257.532631713058,False,-0.312544397088451,1,10.308000000000002,67570,755,0,0.0,29062.42194651388,False,-0.3260172312666179,10,10.614000000000003,68768,728,0,0.0,28023.103545777623,False,-0.3204486165670171,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,10.227000000000002,104514,2268,0,0.0,38961.285748959024,False,-0.2301434051826035,0.25,635210,0.0,0.0,9,0,0,4,6,6.0,18,22,9,99.0,0.0,7,0,9,761,0.9772414230392314,166.828153506096
118,9,0,0,0,10.0,20,10.0,17.183186156393564,22,21.818181818181817,38.49327410134289,0,,17.4183234381182,4,24.0,46.0,15,46.0,2,3.568000000000001,58006,14,10,1.0,311.8318615639356,False,0.2327140844131653,0,4.232000000000001,28865,1183,0,0.0,11830.0,False,-0.2628544784027807,0,0.2,97990,1,217,1.0,8370.2236661478,False,0.25704475570327867,0,6.041000000000001,47841,943,0,0.0,16203.74454547913,False,-0.3117434084700233,0,10.307000000000002,67570,755,0,0.0,29062.42194651388,False,-0.3260172312666179,4,10.644000000000002,68712,728,0,0.0,28023.103545777623,False,-0.3209083300669966,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,15,10.367,104086,2272,0,0.0,39574.43085140455,False,-0.23089732261053336,0.25,634496,0.0,0.0,9,0,0,4,8,7.333333333333333,18,22,10,105.0,14.0,8,1,10,536,1.0153948750230484,167.84354838111904
119,10,0,0,0,10.0,20,10.0,16.352494469319126,26,11.461538461538462,38.52752826997156,2,40.0,17.455515296462252,7,18.0,46.0,12,46.0,8,3.6460000000000012,58088,11,10,1.0,273.5249446931913,False,0.23404608690489154,8,4.312000000000001,28631,1196,0,0.0,11960.0,False,-0.2664363528464245,0,0.2,97772,17,225,1.0,8946.686266722027,False,0.25790880063680793,0,6.041000000000001,47841,943,0,0.0,15420.402284567936,False,-0.31656207841485234,7,10.377000000000002,67350,757,0,0.0,29165.33890036847,False,-0.3274008172213254,0,10.64,68712,728,0,0.0,28048.0405805393,False,-0.32080597389262694,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,10.472000000000005,103734,2279,0,0.0,39781.11936063747,False,-0.2324411737075242,0.25,633554,0.0,0.0,9,0,0,5,10,9.23076923076923,19,24,12,103.0,9.0,9,1,12,280,1.0131656469893642,168.8567140281084
120,12,0,0,0,10.0,20,10.0,15.97495568014334,6,5.833333333333333,38.6130824614943,2,42.0,15.479378842231558,14,1.5714285714285714,46.0,12,46.0,0,3.6380000000000003,58038,9,15,1.0,329.62433520215006,False,0.23358086065874864,1,4.314000000000001,28501,1208,0,0.0,12080.0,False,-0.2679199694798864,0,0.2,97821,13,233,1.0,9204.522637370035,False,0.2600977008277973,0,6.041000000000001,47841,943,0,0.0,15064.38320637517,False,-0.3187521025173152,8,10.450000000000001,66978,759,0,0.0,29307.329588274173,False,-0.32987181550599604,6,10.700000000000001,68490,728,0,0.0,28110.32403196785,False,-0.3223727618439115,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,10.580000000000002,103481,2293,0,0.0,35494.21568523696,False,-0.24732023790454308,0.25,632576,0.0,0.0,10,0,0,6,8,8.0,17,23,11,115.0,32.0,9,3,11,314,1.0240081929950975,169.8807222211035
121,11,0,0,0,10.0,20,10.0,15.654129474991127,5,6.0,38.70192095995815,5,40.0,15.00469494054312,16,12.0,46.0,10,46.0,0,3.638000000000001,57968,9,20,1.0,403.0825894998225,False,0.23287570036772315,0,4.3130000000000015,28401,1218,0,0.0,12180.0,False,-0.2689796956466449,0,0.2,97991,8,238,1.0,9336.29022426997,False,0.26299974301979506,0,6.041000000000001,47841,943,0,0.0,14761.844094916632,False,-0.3206131486988717,5,10.492,66703,764,0,0.0,29568.26761340803,False,-0.3310582949004308,11,10.804000000000002,68149,728,0,0.0,28174.998458849535,False,-0.3249066270210995,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,10.668000000000001,103128,2309,0,0.0,34645.840617714064,False,-0.2521456314409542,0.25,631607,0.0,0.0,10,0,0,9,6,6.0,7,16,10,70.0,24.0,8,3,10,430,0.9813606049865484,170.86208282609005
122,10,0,0,0,10.0,20,10.0,15.222876672430111,6,5.166666666666667,38.921055068491,5,42.0,15.967958964854084,21,20.80952380952381,46.0,6,46.0,0,3.6380000000000003,57908,8,25,1.0,460.5719168107528,False,0.23221325841222018,1,4.323000000000001,28277,1229,0,0.0,12290.0,False,-0.2704421177567716,0,0.2,98170,4,243,1.0,9518.707888333034,False,0.26632408090556975,0,6.041,47841,943,0,0.0,14355.172702101594,False,-0.3231147566367609,5,10.537000000000004,66573,764,0,0.0,29735.686072327124,False,-0.331438303688679,16,10.953000000000001,67609,733,0,0.0,28529.133365203903,False,-0.3278860018667491,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,10.718000000000002,102621,2330,0,0.0,37205.34438811002,False,-0.24734777791127016,0.25,630425,0.0,0.0,10,0,0,6,6,6.0,8,14,7,90.0,19.0,7,3,7,440,0.9850665219710208,171.84714934806107
123,7,0,0,0,10.000000000000002,20,10.0,15.343343919270517,18,16.22222222222222,38.952681267083875,3,39.666666666666664,16.93959224978979,11,27.0,45.99999999999999,15,46.0,0,3.638000000000001,58098,8,19,1.0,371.52353446613984,False,0.2352965488371215,2,4.3420000000000005,28149,1239,0,0.0,12390.000000000002,False,-0.27209529057691495,0,0.2,98257,1,250,1.0,9753.51366069024,False,0.2688388183158033,0,6.041,47581,954,0,0.0,14637.550098984073,False,-0.32457647388730554,0,10.532000000000004,66534,765,0,0.0,29798.801169319166,False,-0.3314994000356312,11,11.047000000000002,67408,735,0,0.0,28630.220731306646,False,-0.3291211232963648,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,15,10.862000000000002,101994,2341,0,0.0,39655.5854567579,False,-0.24363417362022732,0.25,629447,0.0,0.0,12,0,0,7,8,8.0,7,14,8,84.0,3.0,6,1,8,609,0.9300429049762897,172.77719225303736
124,8,0,0,0,10.000000000000002,20,10.0,15.889014785036883,12,22.0,38.80147365218817,17,38.23529411764706,17.42887216345116,7,25.285714285714285,45.99999999999999,10,46.0,0,3.6380000000000003,58242,10,17,1.0,370.113251345627,False,0.2383336150581326,0,4.340000000000001,28069,1247,0,0.0,12470.000000000002,False,-0.2729430715103217,0,0.2,98907,0,234,0.1,9079.544834612032,False,0.27268980115285074,0,6.041,47317,966,0,0.0,15348.78828234563,False,-0.32344929823118507,7,10.602000000000004,65827,781,0,0.0,30303.950922358963,False,-0.3352298529640892,0,11.036000000000003,67366,736,0,0.0,28557.884608010496,False,-0.3297628181750585,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,10.947000000000001,101646,2348,0,0.0,40922.991839783324,False,-0.24186030274123219,0.1375,628800,0.0,0.0,11,0,0,5,6,6.0,9,14,4,114.0,0.0,8,0,4,1114,0.9676424249773845,173.74483467801474
125,4,0,0,0,10.000000000000002,20,10.0,15.889014785036883,0,,38.80147365218817,0,,16.64872632228156,9,7.333333333333333,45.99999999999999,12,46.0,0,3.638000000000001,58142,10,27,1.0,529.0033991959958,False,0.23789796319778722,0,4.340000000000001,27969,1257,0,0.0,12570.000000000002,False,-0.27400279767708025,0,0.2,98907,0,234,0.0,9079.544834612032,False,0.27268980115285074,0,6.041000000000001,47317,966,0,0.0,15348.78828234563,False,-0.32344929823118507,9,10.685,65516,781,0,0.0,30303.950922358963,False,-0.3377829047229038,0,11.036000000000003,67366,736,0,0.0,28557.884608010496,False,-0.3297628181750585,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,11.057,101345,2357,0,0.0,39241.04794161764,False,-0.24895056580193453,0.125,627988,0.0,0.0,7,0,0,0,7,7.0,3,3,10,43.0,13.0,3,1,10,200,0.7909435339970514,174.5357782120118
126,10,0,0,0,10.0,20,10.0,16.923915640190387,44,20.02272727272727,38.80147365218817,0,,16.265991170752166,23,14.521739130434783,46.0,7,46.0,17,3.808000000000001,58664,8,10,1.0,249.23915640190387,False,0.2459967694926233,0,4.340000000000001,27849,1269,0,0.0,12690.0,False,-0.27527446907719044,0,0.2,98703,2,244,1.0,9501.407402414294,False,0.2727750756773597,0,6.041000000000001,46640,998,0,0.0,16890.067808910007,False,-0.3222972625617602,6,10.736,65358,781,0,0.0,30303.950922358963,False,-0.3390799535264173,17,11.206000000000003,66860,736,0,0.0,28557.884608010496,False,-0.33391665801415876,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,11.115000000000002,100913,2380,0,0.0,38713.058986390155,False,-0.2532718487713112,0.25,626413,0.0,0.0,11,0,0,2,9,8.823529411764707,7,9,8,128.0,11.0,9,1,8,638,0.9466545839677565,175.48243279597955
127,8,0,0,0,10.0,20,10.0,16.930102273542616,14,17.0,38.80147365218817,0,,16.174511465694927,3,12.666666666666666,45.99999999999999,11,46.0,4,3.8310000000000013,58752,7,10,1.0,239.30102273542616,False,0.24775657054316713,0,4.340000000000001,27739,1280,0,0.0,12800.0,False,-0.2764401678606248,0,0.2,98465,6,254,1.0,9957.154921297051,False,0.2726504940903093,0,6.041000000000001,46640,998,0,0.0,16896.242068995532,False,-0.3222592820735493,0,10.730000000000002,65358,781,0,0.0,30303.950922358963,False,-0.3390799535264173,3,11.219000000000003,66781,736,0,0.0,28557.884608010496,False,-0.33456518241591554,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,11.218000000000004,100681,2383,0,0.0,38543.86082275101,False,-0.25523754571919194,0.25,625842,0.0,0.0,8,0,0,2,7,6.285714285714286,6,8,8,127.0,0.0,8,0,8,200,0.9350797359948047,176.41751253197435
128,8,0,0,0,10.0,20,10.0,17.059831848358723,15,18.4,38.8634887995679,11,39.27272727272727,17.073350986069467,7,30.714285714285715,45.99999999999999,13,46.0,5,3.8770000000000007,58850,7,10,1.0,240.59831848358724,False,0.2498473816125174,0,4.340000000000001,27639,1290,0,0.0,12900.0,False,-0.27749989402738334,0,0.2,98693,8,253,1.0,9968.941321077547,False,0.27552804631454414,0,6.041000000000001,46568,1001,0,0.0,17076.89168020708,False,-0.3220338347960983,4,10.770000000000001,65280,782,0,0.0,30391.248241262096,False,-0.3393619495084263,3,11.246,66370,746,0,0.0,28992.162644477652,False,-0.3361566201022959,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,11.337000000000002,100205,2390,0,0.0,40805.308856706026,False,-0.25117250233852173,0.25,625031,0.0,0.0,11,0,0,1,10,9.166666666666668,6,7,7,90.0,3.0,7,1,7,632,0.870308801997453,177.2878213339718
129,7,0,0,0,10.0,20,10.0,16.74140497619621,5,7.0,39.19862520827363,9,42.0,17.393900055352752,11,20.363636363636363,45.99999999999999,13,46.0,0,3.8720000000000008,58755,10,15,1.0,351.1210746429432,False,0.24900514046291958,0,4.340000000000002,27569,1297,0,0.0,12970.0,False,-0.2782417023441143,0,0.2,99036,3,254,1.0,10006.675017830092,False,0.2799800387406197,0,6.041000000000001,46568,1001,0,0.0,16758.146381172406,False,-0.32399457209977356,7,10.836,64804,791,0,0.0,31006.112539744445,False,-0.3407457515915756,4,11.283000000000003,66274,746,0,0.0,29242.17440537213,False,-0.33591850590907474,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,11.454000000000002,99720,2401,0,0.0,41762.75403290196,False,-0.2512114774655041,0.25,624152,0.0,0.0,10,0,0,1,7,7.0,5,6,11,64.0,3.0,6,1,11,613,0.891094234015327,178.17891556798713
130,11,0,0,0,10.0,20,10.0,16.39960246869297,19,13.842105263157896,39.54427840618796,18,41.0,16.88664586484975,4,4.0,45.99999999999999,13,46.0,0,3.8720000000000008,58900,11,10,1.0,273.9960246869297,False,0.2512610320110098,4,4.380000000000001,27427,1306,0,0.0,13060.0,False,-0.28029757110762576,0,0.2,99511,12,246,1.0,9924.687717546554,False,0.2853195524073384,0,6.041,46568,1001,0,0.0,16416.00207116166,False,-0.3260992466280255,0,10.829000000000002,64476,799,0,0.0,31595.878446544182,False,-0.34101761504517436,4,11.319000000000003,65728,756,0,0.0,29895.4744750781,False,-0.3377191869840409,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,11.571000000000003,99435,2405,0,0.0,40612.38330496365,False,-0.2565521870305732,0.25,623471,0.0,0.0,11,0,0,1,7,7.0,6,7,14,94.0,22.0,7,4,14,1193,1.0322772299987264,179.21119279798586
131,14,0,0,0,10.0,20,10.0,16.577651322491775,28,17.5,39.28265641381444,18,38.05555555555556,15.796994327013447,7,1.0,45.99999999999999,10,46.0,18,4.0520000000000005,58992,11,10,1.0,275.7765132249177,False,0.2532297964607787,0,4.376000000000001,27327,1316,0,0.0,13160.0,False,-0.2813572972743843,0,0.2,99930,16,238,1.0,9614.514647647706,False,0.28856643935710063,0,6.041,46344,1015,0,0.0,16826.31609232915,False,-0.3263310690415519,7,10.899000000000003,64178,800,0,0.0,31426.125131051554,False,-0.34416071448076363,0,11.315000000000003,65082,773,0,0.0,30365.493407878566,False,-0.3410930779958192,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,11.658000000000003,99258,2412,0,0.0,38102.350316756434,False,-0.2654432755188796,0.25,622537,0.0,0.0,10,0,0,6,7,6.285714285714286,5,11,9,139.0,9.0,11,3,9,885,1.0186855769716203,180.22987837495748
132,9,0,0,0,10.0,20,10.0,16.96575746385445,13,21.615384615384617,39.59564290619996,12,42.0,15.641493076047391,2,8.5,45.99999999999999,11,46.0,2,4.054,59138,11,10,1.0,279.65757463854453,False,0.2563653254910617,1,4.386000000000001,27217,1326,0,0.0,13260.0,False,-0.2826289686744945,0,0.2,100429,7,236,1.0,9463.332028110173,False,0.29377557164015505,0,6.041,46068,1027,0,0.0,17423.832915378523,False,-0.3260510757893597,1,10.902000000000005,63763,809,0,0.0,32032.87511111577,False,-0.34507706312393477,1,11.325000000000001,64934,776,0,0.0,30726.218895211172,False,-0.3408274067429661,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,11.758000000000003,99046,2414,0,0.0,37758.5642855784,False,-0.26782678631341217,0.25,622021,0.0,0.0,10,0,0,1,8,7.166666666666667,5,6,11,67.0,13.0,6,3,11,704,0.9127432469977066,181.1426216219552
133,11,0,0,0,10.0,20,10.0,17.667969137172385,17,23.941176470588236,39.47383360283243,3,35.666666666666664,15.18019289564838,22,13.409090909090908,46.0,5,46.0,7,4.122000000000001,59347,10,10,1.0,276.67969137172383,False,0.26076342345991826,0,4.385000000000001,27107,1337,0,0.0,13370.0,False,-0.28379466745792886,0,0.2,100536,0,240,0.7,9473.720064679783,False,0.2951558774678267,0,6.041000000000001,45661,1044,0,0.0,18445.35977920797,False,-0.32477449017489746,8,10.981,63469,809,0,0.0,31934.331384691435,False,-0.3478950400825373,14,11.464000000000002,64485,779,0,0.0,30750.11637660646,False,-0.3444152346730433,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,5,11.797000000000004,98694,2436,0,0.0,36978.94989379946,False,-0.2724325107914981,0.2125,620725,0.0,0.0,9,0,0,1,8,7.375,9,10,7,138.0,3.0,10,1,7,307,0.886869765992742,182.02949138794793
