index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
110,30,0,0,0,10.0,20,10.0,10.000459616711542,1,10.0,40.38988619323816,10,40.0,31.477980518307376,19,38.36842105263158,41.00000000000001,13,41.0,0,1.2890000000000006,33597,1153,0,0.0,11530.0,False,-0.15797805206751236,1,1.1550000000000005,34673,1067,0,0.0,10670.0,False,-0.14415898346417952,5,3.607000000000001,78816,0,0,0.0,0.0,False,0.07753093171098503,2,3.4870000000000014,78583,0,1,0.1,40.38988619323816,False,0.07462157280875821,0,0.2,78095,0,0,0.0,0.0,False,0.0,14,4.489000000000001,61624,0,10,1.0,314.7798051830738,False,-0.20889442470591538,0,3.053000000000001,97764,22,229,1.0,10081.515571402764,False,-0.02767629374827267,13,9.447000000000001,69105,754,0,0.0,23734.39731080376,False,-0.2341678537477005,0.2625,532257,0.0,0.0,13,0,0,9,13,11.566666666666666,6,15,28,240.0,119.0,15,15,28,200,1.577660990995355,223.61359438695945
111,28,0,0,0,10.0,20,10.0,10.000391405139904,3,10.0,40.3685845906715,5,40.0,32.30102810384952,8,50.0,41.0,11,41.0,2,1.3090000000000004,33480,1162,0,0.0,11620.0,False,-0.15951825785611912,1,1.1640000000000004,34550,1078,0,0.0,10780.0,False,-0.14561362226453034,0,3.602000000000001,78806,0,1,0.1,40.3685845906715,False,0.07767016600308069,4,3.525000000000001,78635,0,2,0.2,80.737169181343,False,0.07560829290574439,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.475000000000001,61824,0,7,0.5,226.10719672694663,False,-0.20690116398791886,0,3.053000000000001,97564,16,239,1.0,10315.816449661592,False,-0.028459881918918795,11,9.544000000000002,68725,758,0,0.0,24484.179302717934,False,-0.23421617452441604,0.225,531679,0.0,0.0,13,0,0,4,10,9.8,9,13,20,219.0,91.0,13,15,20,600,1.5642108930042014,225.17780527996365
112,20,0,0,0,10.0,20,10.0,10.000335999019054,3,10.0,40.32867899006923,10,40.0,31.44323060024411,9,16.0,41.0,11,41.0,2,1.3270000000000004,33373,1170,0,0.0,11700.0,False,-0.16095150490940596,1,1.1730000000000003,34417,1090,0,0.0,10900.0,False,-0.1471752198002011,4,3.6420000000000012,78858,0,2,0.2,80.65735798013846,False,0.07865648614382492,3,3.551000000000001,78729,0,1,0.1,40.32867899006923,False,0.07661718968480466,0,0.2,78095,0,0,0.0,0.0,False,0.0,2,4.495000000000001,61490,0,10,1.0,314.4323060024411,False,-0.21061250844482715,0,3.0530000000000004,97564,6,249,1.0,10397.659383601465,False,-0.02807284815427145,11,9.643,68397,767,0,0.0,24116.957870387232,False,-0.23905497030016154,0.2875,530923,0.0,0.0,10,0,0,5,12,10.622222222222224,4,9,26,147.0,63.0,9,11,26,200,1.3080763089819811,226.48588158894563
113,26,0,0,0,10.0,20,10.0,10.000290333730575,3,10.0,40.431298472738725,15,41.0,31.386114507133723,15,30.8,41.0,10,41.0,2,1.3450000000000004,33236,1181,0,0.0,11810.0,False,-0.16270562816865253,1,1.1820000000000004,34314,1099,0,0.0,10990.0,False,-0.14841594112991208,8,3.7180000000000017,78972,0,2,0.2,80.86259694547745,False,0.08021643719287366,4,3.5880000000000005,78796,0,1,0.1,40.431298472738725,False,0.07753387995401424,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,4.543000000000001,61142,5,10,1.0,516.0176374350308,False,-0.21377797786391559,0,3.053000000000001,97402,5,259,1.0,10775.930572535668,False,-0.027816200676548657,10,9.732000000000001,67937,773,0,0.0,24261.466514014366,False,-0.24272225499610153,0.2875,529894,0.0,0.0,12,0,0,6,13,11.955555555555556,5,11,29,183.0,105.0,11,15,29,500,1.2178913020179607,227.7037728909636
114,29,0,0,0,10.0,20,10.0,10.000263778291945,2,10.0,40.489143345263244,10,41.0,29.874949683655277,18,17.11111111111111,41.0,10,41.0,0,1.3430000000000002,33156,1189,0,0.0,11890.0,False,-0.16356129805121183,2,1.2010000000000003,34167,1111,0,0.0,11110.0,False,-0.15027702312447858,0,3.710000000000001,78962,0,3,0.1,121.46743003578973,False,0.08035728641763475,9,3.674000000000001,78878,0,1,0.1,40.489143345263244,False,0.07865533627278196,0,0.2,78095,0,0,0.0,0.0,False,0.0,8,4.618000000000002,60728,5,10,1.0,501.195213562869,False,-0.21917411349277888,0,3.0530000000000004,97222,5,269,1.0,11178.374748418277,False,-0.02761548293112577,10,9.822000000000001,67653,781,0,0.0,23332.33570293477,False,-0.2498021597122189,0.275,528861,0.0,0.0,12,0,0,10,11,10.8,3,13,32,219.0,108.0,13,16,32,380,1.5473336080322042,229.2511064989958
115,32,0,0,0,10.0,20,10.0,10.000228886385777,3,10.0,40.51646672004259,5,41.0,29.874949683655277,0,,41.0,8,41.0,2,1.3630000000000002,32999,1202,0,0.0,12020.0,False,-0.16552933878109824,1,1.2090000000000003,34084,1118,0,0.0,11180.0,False,-0.15130382698354974,2,3.7300000000000013,79083,0,2,0.2,81.03293344008517,False,0.08173513523439803,0,3.665000000000001,78868,0,2,0.1,81.03293344008517,False,0.07879576822366592,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.610000000000001,60523,0,20,1.0,597.4989936731056,False,-0.22118254053605801,0,3.053000000000001,97222,0,274,0.5,11234.0,False,-0.027352432115462826,8,9.892000000000001,67547,781,0,0.0,23332.33570293477,False,-0.25080470390455606,0.225,528421,0.0,0.0,10,0,0,12,8,7.4,3,15,37,240.0,111.0,15,17,37,200,1.7491865920019336,231.00029309099773
116,37,0,0,0,10.0,20,10.0,10.000199556579997,3,10.0,40.56783260434053,10,41.0,29.18476793867137,25,24.96,41.0,20,41.0,1,1.3710000000000002,32886,1212,0,0.0,12120.0,False,-0.16687701884612915,2,1.2280000000000004,33957,1128,0,0.0,11280.0,False,-0.1529509915074764,3,3.758000000000001,79182,0,1,0.1,40.56783260434053,False,0.08281200241031063,3,3.6950000000000007,78957,0,2,0.2,81.13566520868106,False,0.08001323169874006,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,4.660000000000001,60542,0,10,1.0,291.8476793867137,False,-0.22289616698004536,0,3.053000000000001,97337,0,274,0.5,11234.0,False,-0.026264766246417798,15,10.034,66703,801,0,0.0,23376.999118875767,False,-0.2585760130951387,0.225,527659,0.0,0.0,18,0,0,14,14,13.2,2,16,40,276.0,150.0,16,21,40,939,1.6447397019946948,232.64503279299242
117,40,0,0,0,10.0,20,10.0,10.000174685052379,3,10.0,40.61345761803593,10,41.0,31.052213083111607,15,51.0,41.00000000000001,20,41.0,2,1.3900000000000003,32759,1222,0,0.0,12220.0,False,-0.16852418337005584,1,1.2360000000000004,33844,1138,0,0.0,11380.0,False,-0.15429867157250732,4,3.7950000000000013,79239,0,2,0.2,81.22691523607186,False,0.08386921126007292,3,3.7220000000000013,79056,0,1,0.1,40.61345761803593,False,0.08108970850788194,0,0.2,78095,0,0,0.0,0.0,False,0.0,5,4.705000000000001,60702,0,10,1.0,310.52213083111604,False,-0.22072781784473325,0,3.053000000000001,97665,0,266,0.0,10906.000000000002,False,-0.024713660137518797,12,10.139000000000001,65722,816,0,0.0,25338.60587581907,False,-0.25857787273449095,0.1625,527082,0.0,0.0,14,0,0,11,13,11.733333333333334,7,18,42,294.0,172.0,18,22,42,528,1.826751877029892,234.47178467002232
118,42,0,0,0,10.0,20,10.0,10.00015992092035,2,10.0,40.61345761803593,0,,34.44170575717129,35,49.714285714285715,41.00000000000001,20,41.0,1,1.3980000000000004,32666,1230,0,0.0,12300.0,False,-0.16965794596444692,1,1.2450000000000006,33711,1150,0,0.0,11500.0,False,-0.15586026910817807,0,3.7910000000000017,79229,0,3,0.1,121.84037285410778,False,0.08401011943983946,0,3.719000000000001,79046,0,2,0.1,81.22691523607186,False,0.08123061668764829,0,0.2,78095,0,0,0.0,0.0,False,0.0,25,4.950000000000001,61212,0,0,0.0,0.0,False,-0.21618541519943657,0,3.053000000000001,97314,5,267,1.0,11119.208528785859,False,-0.02702514622586635,11,10.237000000000002,64520,836,0,0.0,28793.2660129952,False,-0.253609319816349,0.15,525793,0.0,0.0,16,0,0,12,10,9.5,8,20,36,300.0,171.0,20,22,36,569,1.8182820299989544,236.29006670002127
119,36,0,0,0,10.0,20,10.0,10.000152748643693,1,10.0,40.62141911670326,15,40.666666666666664,34.44170575717129,0,,41.00000000000001,14,41.0,1,1.4070000000000003,32563,1239,0,0.0,12390.0,False,-0.17089866729415792,0,1.2440000000000004,33601,1161,0,0.0,11610.0,False,-0.15703681519669713,7,3.861000000000001,79390,0,1,0.1,40.62141911670326,False,0.08565603540308094,3,3.7490000000000006,79150,0,0,0.0,0.0,False,0.08209720418347119,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000001,60602,5,10,1.0,547.5241531552292,False,-0.22049091393075593,0,3.053000000000001,97437,0,269,0.5,11029.000000000002,False,-0.026288411156614427,11,10.336000000000002,64352,836,0,0.0,28793.2660129952,False,-0.2551982577815626,0.2,525190,0.0,0.0,12,0,0,11,10,9.0,6,17,32,306.0,176.0,17,19,32,323,1.8224854649743065,238.11255216499558
120,32,0,0,0,10.0,20,10.0,10.000145498163745,1,10.0,40.65919240778984,10,41.0,34.44170575717129,0,,41.0,11,41.0,0,1.4060000000000004,32463,1249,0,0.0,12490.0,False,-0.17196825464735704,1,1.2540000000000002,33488,1171,0,0.0,11710.0,False,-0.15838449526172801,0,3.8540000000000014,79390,0,1,0.0,40.65919240778984,False,0.08565629361137327,10,3.846000000000001,79195,0,1,0.1,40.65919240778984,False,0.08299035609001158,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000002,60192,5,20,1.0,892.1300771823751,False,-0.2235346047942738,0,3.0530000000000004,97437,0,269,0.0,11029.0,False,-0.026288411156614427,11,10.435,64178,836,0,0.0,28793.2660129952,False,-0.2568439435312481,0.1375,524438,0.0,0.0,11,0,0,7,8,8.0,7,14,33,222.0,115.0,14,18,33,200,1.6534475379739888,239.76599970296957
121,33,0,0,0,10.0,20,10.0,10.000125621949584,3,10.0,40.65919240778984,0,,34.96194972493211,6,50.0,40.99999999999999,12,41.0,2,1.4260000000000004,32326,1260,0,0.0,12600.0,False,-0.17372237790660364,1,1.2630000000000003,33385,1180,0,0.0,11800.0,False,-0.15962521659143902,0,3.854000000000002,79370,0,3,0.2,121.97757722336951,False,0.08593873523291651,0,3.836000000000001,79185,0,2,0.1,81.31838481557968,False,0.08313157690078331,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000001,60492,0,19,0.5,664.2770447737101,False,-0.22115194926196483,0,3.053000000000001,97137,0,275,0.6,11274.999999999998,False,-0.027962470798535907,12,10.544000000000002,63958,836,0,0.0,29228.189970043244,False,-0.25686794804719876,0.17500000000000002,523948,0.0,0.0,12,0,0,12,11,11.0,3,15,36,243.0,119.0,15,18,36,500,1.6512014199979603,241.41720112296753
122,36,0,0,0,10.0,20,10.0,10.000114078244666,2,10.0,40.59340608233237,10,40.0,34.9575955013473,7,34.857142857142854,40.99999999999999,11,41.0,2,1.4440000000000002,32189,1271,0,0.0,12710.0,False,-0.1754765011658502,0,1.2620000000000002,33295,1189,0,0.0,11890.0,False,-0.16058784520931824,2,3.8740000000000014,79496,0,1,0.1,40.59340608233237,False,0.08710502020700209,3,3.866000000000001,79279,0,1,0.1,40.59340608233237,False,0.08413831024733293,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000001,60336,0,22,1.0,769.0671010296405,False,-0.22247860233670763,0,3.0530000000000004,96941,0,279,0.4,11438.999999999998,False,-0.029040678703502285,11,10.642000000000001,63722,839,0,0.0,29329.422625630385,False,-0.25862130015969587,0.19999999999999998,523353,0.0,0.0,12,0,0,8,10,9.0,7,15,34,255.0,151.0,15,21,34,444,2.420585586980451,243.83778670994798
123,34,0,0,0,10.000000000000002,20,10.0,10.000098927152328,3,10.0,40.6147648799284,5,41.0,34.9575955013473,0,,40.99999999999999,10,41.0,2,1.4620000000000004,32022,1285,0,0.0,12850.000000000002,False,-0.17755150063105654,1,1.2720000000000005,33222,1195,0,0.0,11950.000000000002,False,-0.1615076903330695,4,3.9120000000000013,79553,0,2,0.2,81.2295297598568,False,0.0881620721153862,0,3.863000000000001,79269,0,2,0.1,81.2295297598568,False,0.08427937336632611,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000001,60131,0,27,0.5,943.855078536377,False,-0.22398453755979014,0,3.053000000000001,96941,0,279,0.0,11438.999999999998,False,-0.029040678703502285,10,10.731000000000003,63564,839,0,0.0,29329.422625630385,False,-0.26011565848412294,0.1,522797,0.0,0.0,8,0,0,12,9,8.8,6,18,29,264.0,123.0,18,16,29,200,1.713291440042667,245.55107814999064
124,29,0,0,0,10.000000000000002,20,10.0,10.00008620575377,3,10.0,40.6147648799284,0,,34.52471660070602,26,32.0,40.99999999999999,6,41.0,1,1.4700000000000004,31909,1295,0,0.0,12950.000000000002,False,-0.17889918069608746,2,1.2910000000000004,33095,1205,0,0.0,12050.000000000002,False,-0.16315485485699618,0,3.908000000000001,79533,0,4,0.2,162.4590595197136,False,0.08844390634711684,0,3.863000000000001,79259,0,3,0.1,121.8442946397852,False,0.08442029048219153,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,4.925000000000002,60963,0,1,0.0,34.52471660070602,False,-0.21915279648760674,0,3.053000000000001,96647,0,285,0.6,11684.999999999998,False,-0.03065799056095185,6,10.781000000000002,62954,859,0,0.0,29656.731560006472,False,-0.26433717850012545,0.1125,522455,0.0,0.0,16,0,0,10,7,7.0,4,14,27,222.0,104.0,14,15,27,1032,1.5670857669902034,247.11816391698085
125,27,0,0,0,10.000000000000002,20,10.0,10.000078708421073,2,10.0,40.62249882139106,15,40.666666666666664,34.31853764897579,25,33.0,40.99999999999999,6,41.0,1,1.4790000000000003,31816,1303,0,0.0,13030.000000000002,False,-0.18003294329047853,1,1.2990000000000006,32962,1217,0,0.0,12170.000000000002,False,-0.1647164523926669,6,3.9680000000000017,79731,0,1,0.1,40.62249882139106,False,0.09031801557742415,2,3.883000000000002,79385,0,1,0.1,40.62249882139106,False,0.08558768541131574,0,0.2,78095,0,0,0.0,0.0,False,0.0,24,5.165000000000001,60242,5,10,1.0,546.2978705967132,False,-0.22510853530573846,0,3.053000000000001,95822,15,295,1.0,12609.778064734635,False,-0.03408755206734722,6,10.835000000000004,62880,859,0,0.0,29479.623840470205,False,-0.2658746070666587,0.275,520933,0.0,0.0,12,0,0,7,10,8.56,5,12,30,216.0,104.0,12,15,30,200,1.3425533820409328,248.46071729902178
126,30,0,0,0,10.0,20,10.0,10.000068743959792,3,10.0,40.39761597739904,11,38.54545454545455,34.31853764897579,0,,40.99999999999999,7,41.0,2,1.4980000000000007,31669,1315,0,0.0,13150.0,False,-0.18189402528504503,1,1.3080000000000005,32869,1225,0,0.0,12250.0,False,-0.165850214987058,4,4.002000000000002,79798,0,1,0.1,40.39761597739904,False,0.09123246712678507,5,3.931000000000002,79418,0,2,0.2,80.79523195479808,False,0.08631345431645913,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,59818,6,20,1.0,928.7564488439101,False,-0.22808914495906327,0,3.053000000000001,95822,5,305,1.0,12676.592688244877,False,-0.033771586912802846,7,10.899000000000003,62794,859,0,0.0,29479.623840470205,False,-0.2666879919774228,0.2875,520283,0.0,0.0,12,0,0,3,10,9.6,10,13,32,234.0,141.0,13,17,32,200,1.284088499029167,249.74480579805095
127,32,0,0,0,10.0,20,10.0,10.00006026649408,3,10.0,40.39761597739904,0,,34.68666861669021,4,50.0,40.99999999999999,11,41.0,1,1.5060000000000004,31546,1326,0,0.0,13260.0,False,-0.18334866408539585,2,1.3270000000000004,32752,1234,0,0.0,12340.0,False,-0.16739042077566474,0,3.9980000000000016,79778,0,3,0.2,121.19284793219713,False,0.09151133261283884,0,3.926000000000001,79408,0,3,0.1,121.19284793219713,False,0.08645288705948591,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,60018,0,22,0.6,763.1067095671847,False,-0.2265887271299879,0,3.053000000000001,95822,0,310,0.5,12709.999999999998,False,-0.03361360433553073,11,11.002000000000002,62424,863,0,0.0,29934.595016203653,False,-0.26803588816806967,0.17500000000000002,519843,0.0,0.0,13,0,0,10,7,7.0,4,14,30,226.0,144.0,14,18,30,400,1.3096006169798784,251.05440641503083
128,30,0,0,0,10.0,20,10.0,10.000057634121196,1,10.0,40.45700068934525,10,41.0,34.68666861669021,0,,40.999999999999986,13,41.0,0,1.5050000000000001,31466,1334,0,0.0,13340.0,False,-0.18420433396795516,1,1.3350000000000004,32619,1246,0,0.0,12460.0,False,-0.1689520183113355,2,4.018000000000002,79909,0,1,0.1,40.45700068934525,False,0.09275040673107764,2,3.9460000000000006,79549,0,0,0.0,0.0,False,0.08755212249641124,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,59608,0,32,1.0,1109.9733957340868,False,-0.22961794355762793,0,3.0530000000000004,95822,0,310,0.0,12709.999999999996,False,-0.03361360433553073,13,11.121,62190,863,0,0.0,29934.595016203653,False,-0.2702490517624744,0.1375,519258,0.0,0.0,9,0,0,9,9,7.8,3,12,34,201.0,97.0,12,18,34,200,1.3260122719802894,252.38041868701112
129,34,0,0,0,10.0,20,10.0,10.000057634121196,0,,40.510607059497225,10,41.0,33.65076503394471,9,16.0,40.999999999999986,11,41.0,0,1.5050000000000001,31356,1345,0,0.0,13450.0,False,-0.1853808800564742,0,1.3340000000000003,32529,1255,0,0.0,12550.0,False,-0.1699146469292147,4,4.056000000000001,79986,0,0,0.0,0.0,False,0.0935265568391551,5,3.9940000000000007,79594,0,0,0.0,0.0,False,0.0881673388474947,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,59342,0,33,1.0,1110.4752461201754,False,-0.23302083842678678,0,3.053000000000001,95678,0,319,0.9,13078.999999999996,False,-0.03323055679034531,11,11.218000000000004,62006,863,0,0.0,29040.610224294283,False,-0.27621695517731665,0.2375,518586,0.0,0.0,13,0,0,8,8,7.8,7,15,33,240.0,117.0,15,19,33,344,1.5312729820143431,253.91169166902546
130,33,0,0,0,10.0,20,10.0,10.000048264595016,4,10.0,39.94664676834901,11,35.27272727272727,32.16869082317129,27,24.14814814814815,40.999999999999986,6,41.0,2,1.5250000000000001,31219,1356,0,0.0,13560.0,False,-0.1871350033157208,2,1.3540000000000003,32412,1264,0,0.0,12640.0,False,-0.17145485271782146,6,4.112000000000001,79978,0,2,0.2,79.89329353669802,False,0.0939633146048035,5,4.039000000000001,79580,0,2,0.2,79.89329353669802,False,0.08852206776633198,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,59606,1,16,1.0,554.6456999390896,False,-0.23319901594251172,0,3.0530000000000004,95598,0,324,0.5,13283.999999999995,False,-0.03301775259857563,6,11.267000000000001,61364,885,0,0.0,28469.29137850659,False,-0.28499072467627007,0.2375,517852,0.0,0.0,16,0,0,10,11,11.0,4,14,36,237.0,132.0,14,19,36,852,1.6565008879988454,255.5681925570243
131,36,0,0,0,10.0,20,10.0,10.00004617922974,1,10.0,39.69979282995447,11,37.63636363636363,33.82245232608014,15,51.0,40.99999999999999,10,41.0,1,1.5330000000000004,31076,1369,0,0.0,13690.0,False,-0.18880355958671144,0,1.3520000000000003,32342,1271,0,0.0,12710.0,False,-0.17220356386506086,4,4.146000000000001,80054,0,1,0.1,39.69979282995447,False,0.09472759445505471,3,4.064,79684,0,0,0.0,0.0,False,0.08939777154966164,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000001,59957,2,11,1.0,451.4465612467905,False,-0.22936521825182923,0,3.053000000000001,94833,5,334,1.0,13863.112261630398,False,-0.03751448363474104,10,11.361,61210,885,0,0.0,29932.870308580925,False,-0.2795260126709247,0.2625,517251,0.0,0.0,12,0,0,11,8,7.4,4,15,38,270.0,168.0,15,21,38,979,1.7145751820062287,257.28276773903053
132,38,0,0,0,10.0,20,10.0,10.000044063826477,1,10.0,39.976072472871806,25,41.0,34.76920638535041,11,48.0,40.99999999999999,14,41.0,1,1.5420000000000005,30973,1378,0,0.0,13780.0,False,-0.19004428091642245,0,1.3520000000000003,32232,1282,0,0.0,12820.0,False,-0.17338010995357991,9,4.232000000000001,80136,0,1,0.1,39.976072472871806,False,0.09585054393651561,15,4.211000000000001,79714,0,0,0.0,0.0,False,0.08980791578371727,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.141000000000002,59460,17,10,1.0,1027.2852958923247,False,-0.23204247841800169,0,3.053000000000001,94305,6,344,1.0,14312.6152383121,False,-0.04038259716491801,14,11.491000000000001,60935,885,0,0.0,30770.74765103511,False,-0.27816464588892986,0.2625,515850,0.0,0.0,11,0,0,14,13,12.8,2,16,46,288.0,201.0,16,22,46,728,1.590255101036746,258.8730228400673
133,46,0,0,0,10.0,20,10.0,10.000038226782374,3,10.0,39.976072472871806,0,,34.87395567724988,28,35.42857142857143,41.0,8,41.0,1,1.5510000000000004,30870,1387,0,0.0,13870.0,False,-0.19128500224613343,2,1.3720000000000003,32095,1293,0,0.0,12930.0,False,-0.17513423321282648,0,4.223000000000001,80126,0,2,0.1,79.95214494574361,False,0.0959870951189127,0,4.196000000000001,79694,0,2,0.2,79.95214494574361,False,0.09008101814851144,0,0.2,78095,0,0,0.0,0.0,False,0.0,18,5.3210000000000015,59654,7,10,1.0,628.5720640826014,False,-0.2321110694405365,0,3.053000000000001,93513,20,354,1.0,15211.479113544998,False,-0.0436225935934352,8,11.557,60623,889,0,0.0,31002.946597075144,False,-0.2800174660360956,0.2875,514670,0.0,0.0,12,0,0,14,10,9.583333333333334,7,21,36,333.0,210.0,21,25,36,200,1.916532090981491,260.78955493104877
134,36,0,0,0,10.0,20,10.0,10.000036439004704,1,10.0,39.97813718666058,10,40.0,34.87395567724988,0,,41.0,12,41.0,0,1.5500000000000003,30750,1399,0,0.0,13990.0,False,-0.19256850706997242,1,1.3800000000000003,32002,1301,0,0.0,13010.0,False,-0.17626799580721758,3,4.253000000000001,80230,0,0,0.0,0.0,False,0.09686239660947434,3,4.226000000000001,79788,0,1,0.1,39.97813718666058,False,0.09109288493531116,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.303000000000001,59254,7,20,1.0,977.3260738516217,False,-0.2350001531861731,0,3.053000000000001,93513,10,364,1.0,15272.739556772498,False,-0.04333289405769127,12,11.669000000000002,60415,889,0,0.0,31002.946597075144,False,-0.28198472256445534,0.2625,514047,0.0,0.0,11,0,0,13,8,7.2,0,13,33,219.0,173.0,13,23,33,200,1.531118500046432,262.3206734310952
135,33,0,0,0,10.0,20,10.0,10.000033008492698,2,10.0,40.0647090394183,15,40.666666666666664,33.68722540982855,12,18.0,41.0,6,41.0,2,1.5700000000000003,30623,1409,0,0.0,14090.0,False,-0.19421567159389908,0,1.3790000000000004,31902,1311,0,0.0,13110.0,False,-0.1773375831604167,5,4.300000000000001,80260,0,1,0.1,40.0647090394183,False,0.09754641266689046,9,4.3130000000000015,79870,0,1,0.1,40.0647090394183,False,0.0922145376241671,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.303000000000001,58860,12,18,1.0,1087.1465658499335,False,-0.2393421693715991,0,3.053000000000001,93513,0,374,1.0,15334.0,False,-0.04304319452194721,6,11.717000000000004,60127,901,0,0.0,30352.190094255522,False,-0.287786032032916,0.275,513250,0.0,0.0,14,0,0,7,9,8.8,6,13,32,234.0,133.0,13,20,32,416,1.5277824439690448,263.84845587506425
136,32,0,0,0,10.0,20,10.0,10.000031367883476,1,10.0,40.0647090394183,0,,33.68722540982855,0,,40.99999999999999,16,41.0,0,1.5680000000000003,30493,1422,0,0.0,14220.0,False,-0.19560613515305794,1,1.3890000000000005,31819,1318,0,0.0,13180.0,False,-0.17836438701948787,0,4.295000000000001,80260,0,1,0.0,40.0647090394183,False,0.09754641266689046,0,4.304000000000001,79860,0,2,0.1,80.1294180788366,False,0.09235169470284256,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.303000000000002,58860,2,28,1.0,1023.3717295540359,False,-0.23975048511713912,0,3.0530000000000004,93718,0,369,0.0,15128.999999999998,False,-0.04207375320388533,11,11.821000000000002,59943,901,0,0.0,30352.190094255522,False,-0.28952629742338803,0.1375,513048,0.0,0.0,13,0,0,11,6,6.0,3,14,34,222.0,129.0,14,18,34,405,1.635271250968799,265.48372712603305
137,34,0,0,0,10.0,20,10.0,10.000026909619695,3,10.0,40.06182973367141,5,40.0,32.55022088739506,12,18.0,40.99999999999999,20,41.0,1,1.5780000000000003,30360,1434,0,0.0,14340.0,False,-0.1971677326887287,2,1.4080000000000004,31712,1326,0,0.0,13260.0,False,-0.17979763407277471,0,4.295000000000001,80240,0,3,0.2,120.18548920101424,False,0.09782066777770877,3,4.334000000000001,79954,0,1,0.1,40.06182973367141,False,0.09336292179734543,0,0.2,78095,0,0,0.0,0.0,False,0.0,0,5.303000000000002,58876,0,23,0.7,748.6550804100863,False,-0.24130446840124153,0,3.053000000000001,93789,2,372,1.0,15317.100441774788,False,-0.0405127141435587,13,11.940000000000001,59701,901,0,0.0,29327.749019542945,False,-0.29665968817308574,0.25,512727,0.0,0.0,13,0,0,14,10,9.6,2,16,35,243.0,129.0,16,18,35,703,1.8562344380188733,267.3399615640519
